problem,case_id,cores,variant,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate
P2,044,4,pipeline_coalesced,ok,97641,0.7916942000010749,1.2099209999978484,1110624,135168,0,
P3,044,4,pipeline_coalesced,ok,97641,0.7916942000010749,1.2321835000002466,1110624,135168,0,0.0
