case_id,cores,status,selected,quality_source,makespan_cycles,singlecore_cycles,singlecore_speedup,bounded_cycles,bounded_speedup,makespan_delta_vs_bounded,quality_comparison,extra_ddr_bytes,bounded_extra_ddr_bytes,solver_wall_seconds,new_E0_wall_seconds,new_E0_calls,historical_E0_wall_seconds,historical_E0_attempt_id,bounded_source_commit,bounded_attempt_id,plan_sha256
059,4,ok,bounded,historical_exact_plan_bytes,185216,829473,4.478408992743607,185216,4.478408992743607,0,tie,1081344,1081344,0.8122367000032682,,0,0.40519741701427847,nikolastarx-20260924T1439Z-boundedfull4-99-P1-059-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-059-k4-r0,8f55e034b6fc086c52d4b501b728680b949228b041488e18d3ba86e4b989d33f
060,4,ok,bounded,historical_exact_plan_bytes,231814,888789,3.83406092815792,231814,3.83406092815792,0,tie,3975424,3975424,1.3045571000002383,,0,3.582665833993815,nikolastarx-20260924T1439Z-boundedfull4-99-P1-060-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-060-k4-r0,b07a5c9608c72e645626b71019fa1d465e09090414018f75a54fad5ddb48bb56
061,4,ok,bounded,historical_exact_plan_bytes,27170,77191,2.841037909458962,27170,2.841037909458962,0,tie,62208,62208,0.5529061000015645,,0,0.18275545799406245,nikolastarx-20260924T1439Z-boundedfull4-99-P1-061-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-061-k4-r0,4ad60dd576bb59a4a3f9bc49716619f7cadc54b5b59529555e434c66ece578e3
062,4,timeout,fork,new_external_E0,,2854809,,841097,3.39414954517731,,unavailable,,52224,4.601220399999875,90.10315249999985,1,,,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-062-k4-r0,94e47f14fd080de56d54554d8cff255b28a997b0a149648bdbbb081d15565aff
063,4,ok,bounded,historical_exact_plan_bytes,294704,1070397,3.6321088278408165,294704,3.6321088278408165,0,tie,76800,76800,1.1944226999985403,,0,2.2280468749813735,nikolastarx-20260924T1439Z-boundedfull4-99-P1-063-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-063-k4-r0,8d3c128a101919167fee32162cac380a9dd7fbe20c3957fe6fbe9096c6f8c9fd
064,4,ok,bounded,historical_exact_plan_bytes,19116,19116,1.0,19116,1.0,0,tie,0,0,0.4940227999977651,,0,0.12885325000388548,nikolastarx-20260924T1439Z-boundedfull4-99-P1-064-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-064-k4-r0,f0d1ef98b73da3cf8aec5d84487940800f1dec8c2bdc87475476a8c29f79476d
065,4,ok,bounded,historical_exact_plan_bytes,14617,53068,3.630567147841554,14617,3.630567147841554,0,tie,41616,41616,0.5311789000006684,,0,0.13096958299865946,nikolastarx-20260924T1439Z-boundedfull4-99-P1-065-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-065-k4-r0,4ac9527fe4c13a1c768c8878791523bc919c1b0aaa9d6498480d1028f63b8b5d
066,4,ok,bounded,historical_exact_plan_bytes,249811,359070,1.4373666491867851,249811,1.4373666491867851,0,tie,20784,20784,2.0050645000010263,,0,2.1462926249951124,nikolastarx-20260924T1439Z-boundedfull4-99-P1-066-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-066-k4-r0,e9ef988bbc6c225cf0ceec53713e20375577fd0b7de15c65800cab9b82fba3e0
067,4,ok,bounded,historical_exact_plan_bytes,18473155,63834834,3.4555458447677183,18473155,3.4555458447677183,0,tie,263174912,263174912,1.3142236999992747,,0,3.447403875004966,nikolastarx-20260924T1439Z-boundedfull4-99-P1-067-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-067-k4-r0,3933da6d88fb124462799b27f4fcdfeaebc3edb6119a94ad14f993cfc8443dbe
068,4,ok,bounded,historical_exact_plan_bytes,303921,362095,1.1914115839313506,303921,1.1914115839313506,0,tie,1296,1296,0.9888556000005337,,0,1.9182880409935024,nikolastarx-20260924T1439Z-boundedfull4-99-P1-068-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-068-k4-r0,62d27fb96f32d59f39bf90637819fdf0dbb8982a18521998ca6477da2448c9c1
069,4,ok,bounded,historical_exact_plan_bytes,25144,25144,1.0,25144,1.0,0,tie,0,0,0.9655020999998669,,0,0.1322725409991108,nikolastarx-20260924T1439Z-boundedfull4-99-P1-069-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-069-k4-r0,e6c43bb2b1859418bfeb13d23b5bb4631aec240f2c6c8faf3a0980f985a0c322
070,4,ok,bounded,historical_exact_plan_bytes,36336,117300,3.228203434610304,36336,3.228203434610304,0,tie,360960,360960,0.5994062999998278,,0,0.18816854202304967,nikolastarx-20260924T1439Z-boundedfull4-99-P1-070-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-070-k4-r0,5e1ad1df411fb23e9ff1f7a1af1b7fa6bccf3527b315d799edf83b991758b665
071,4,ok,bounded,historical_exact_plan_bytes,18919,18919,1.0,18919,1.0,0,tie,0,0,0.7005834999981744,,0,0.13240329100517556,nikolastarx-20260924T1439Z-boundedfull4-99-P1-071-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-071-k4-r0,b55734070588fa9a4edafae739e293b82da07e38fa38312bf68aac42ce68900e
072,4,timeout,fork,new_external_E0,,23897828,,5897473,4.0522149062827415,,unavailable,,130124576,5.884213500001351,90.1178273000005,1,,,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-072-k4-r0,2c141294154a5620b5568b7d3d8c0c953dc17f0baab9619096acdeaaf43c241d
073,4,ok,bounded,historical_exact_plan_bytes,3903787,10081626,2.5825246100773427,3903787,2.5825246100773427,0,tie,140222208,140222208,0.9353964000001724,,0,1.1433600839809515,nikolastarx-20260924T1439Z-boundedfull4-99-P1-073-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-073-k4-r0,35ec3975c265f8fd8617bcae74d7d372a7f2faff9474aeac60e744d2e0887ef5
074,4,ok,bounded,historical_exact_plan_bytes,424418,1682239,3.9636372632640464,424418,3.9636372632640464,0,tie,8007680,8007680,0.9138714000000618,,0,1.7630442499939818,nikolastarx-20260924T1439Z-boundedfull4-99-P1-074-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-074-k4-r0,f75be0f2c195688113ad48e3a2599b2a1f67b4ad9565ddc8767e52c3dc8cc0b1
075,4,ok,fork,new_external_E0,656348,1441809,2.1967142430539894,1441809,1.0,-785461,win,11605112,0,2.0090205000014976,7.946240100001887,1,,,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-075-k4-r0,c0ee680ecf3f33338e8484c0ab1f0ceb97872fc4d6ce12e6cb4a70b0c8bde3f7
076,4,timeout,fork,new_external_E0,,6185113,,1523838,4.05890455547112,,unavailable,,44422144,9.883877700001904,90.18578809999963,1,,,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-076-k4-r0,1225c40cfa216e0f63a09c109c687b07bc1277939208e080b319668dc08a5b08
077,4,ok,bounded,historical_exact_plan_bytes,144734,495320,3.4222781101883455,144734,3.4222781101883455,0,tie,172032,172032,1.46826560000045,,0,1.3682577919971664,nikolastarx-20260924T1439Z-boundedfull4-99-P1-077-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-077-k4-r0,260dac95dbcca6fbe3f4b6534d370e308e0e2eca7dea0b8f3657b4261c430ece
078,4,ok,bounded,historical_exact_plan_bytes,690924,2296143,3.3232931552529656,690924,3.3232931552529656,0,tie,13146912,13146912,0.9156776999989233,,0,0.12911954201990739,nikolastarx-20260924T1439Z-boundedfull4-99-P1-078-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-078-k4-r0,6d977aedb6c21c1f35b539f5a6848205da8e67776ea79d3e5f4b1ee67d60199c
079,4,timeout,fork,new_external_E0,,31052251,,7559556,4.107681853272864,,unavailable,,35713024,5.466991400000552,90.23895780000021,1,,,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-079-k4-r0,29eb6b833692bb4cba37d399024f245bc1f408dab827cf8325531811781f9e9e
080,4,ok,fork,historical_exact_plan_bytes,91774,292138,3.1832327238651468,111314,2.6244497547478303,-19540,win,2666496,4190208,1.2879983999991964,,0,0.9991759000004095,fang-q1-stage-c-20260924-chain-atomic-grain4-080-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-080-k4-r0,36b1978e378d5b3a9fa567a3ba4155e294f4966823b151bce9f63e79593afc6f
081,4,ok,bounded,historical_exact_plan_bytes,39588,151795,3.834369000707285,39588,3.834369000707285,0,tie,0,0,1.1334099000014248,,0,0.514386499999091,nikolastarx-20260924T1439Z-boundedfull4-99-P1-081-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-081-k4-r0,60d59a6c11cdce14fa52e0002902b8476033fa3c284dc1b3a2bf86920f80753f
082,4,ok,fork,new_external_E0,300381,721041,2.4004214647397806,721041,1.0,-420660,win,5521260,0,1.5590272000008554,3.264832100001513,1,,,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-082-k4-r0,ad7d4890be21bbbaa767e5bab5004b8e2da7ca51943b1edf2eed3418c03ebee1
083,4,ok,bounded,historical_exact_plan_bytes,450029,1057993,2.350944050272316,450029,2.350944050272316,0,tie,14977600,14977600,0.7405419999995502,,0,0.570641957980115,nikolastarx-20260924T1439Z-boundedfull4-99-P1-083-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-083-k4-r0,5c5a92701bacda57466038030163407bb5ea6e29c3d5932ec56e7b17497a9ec5
084,4,ok,bounded,historical_exact_plan_bytes,629028,2507412,3.986169137144928,629028,3.986169137144928,0,tie,0,0,3.236483500000759,,0,4.232450374984182,nikolastarx-20260924T1439Z-boundedfull4-99-P1-084-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-084-k4-r0,3ae7cddba057ba934ece098e02fe322958351919f6c6e60eb32336ba32495997
085,4,ok,fork,new_external_E0,1119721,3187899,2.847047612753534,3187899,1.0,-2068178,win,25100162,0,4.383638999999675,19.88244660000055,1,,,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-085-k4-r0,839ac1e91a1155f074f6d0ed134da0492f9550b4a26a06fddd8ab4b9b1ee0ddf
086,4,ok,bounded,historical_exact_plan_bytes,118403,118403,1.0,118403,1.0,0,tie,0,0,1.8454723999966518,,0,2.0798275420092978,nikolastarx-20260924T1439Z-boundedfull4-99-P1-086-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-086-k4-r0,3088eb5f5ffa7d763d384ad347e5768c0654c7d49dc5586267a81cf27afbd19b
087,4,ok,bounded,historical_exact_plan_bytes,1078246,3974071,3.68568118963576,1078246,3.68568118963576,0,tie,13109760,13109760,5.680694700000458,,0,53.03720054202131,nikolastarx-20260924T1439Z-boundedfull4-99-P1-087-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-087-k4-r0,cde77442c6221cf6079a81a776fdcbbd1ab46960b329c4791ba5ac89d940a883
088,4,ok,bounded,historical_exact_plan_bytes,202670,243623,1.2020674002072333,202670,1.2020674002072333,0,tie,147456,147456,1.1795491999982914,,0,0.8947877500031609,nikolastarx-20260924T1439Z-boundedfull4-99-P1-088-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-088-k4-r0,882d7d00a98ab895b06250ebe030d759218c2d2e78ed84bb8b2417f96ff71098
089,4,ok,bounded,historical_exact_plan_bytes,178160,693092,3.8902784014369107,178160,3.8902784014369107,0,tie,716160,716160,1.273569499997393,,0,0.7303212909901049,nikolastarx-20260924T1439Z-boundedfull4-99-P1-089-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-089-k4-r0,ef4ed6c05d1586b881c34e03fc05fef0f7941b91052bbfa95075d031789534cf
090,4,ok,bounded,historical_exact_plan_bytes,608275,1178363,1.9372208293945994,608275,1.9372208293945994,0,tie,21392136,21392136,2.026958200000081,,0,0.23979283298831433,nikolastarx-20260924T1439Z-boundedfull4-99-P1-090-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-090-k4-r0,a21b21c0385a6c17699c75fdf704c3c660de1aa8e3667947e823e89805ff68d7
091,4,timeout,fork,new_external_E0,,9186769,,2293515,4.005541276163443,,unavailable,,80599200,6.936438900000212,90.1080163000006,1,,,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-091-k4-r0,f412a15383d694b07861333f6b089abcb08bbbe5aa2deab039e193bab03f31d0
092,4,ok,bounded,historical_exact_plan_bytes,2050614,4815554,2.3483473730307116,2050614,2.3483473730307116,0,tie,72819232,72819232,3.4197217999972054,,0,2.7709635839855764,nikolastarx-20260924T1439Z-boundedfull4-99-P1-092-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-092-k4-r0,ca0984ad25715ac0ff0f493a08194371c8f5ed2d536b926e4c3b0afb8b4e6fcd
093,4,ok,bounded,historical_exact_plan_bytes,19779,74205,3.751706355225239,19779,3.751706355225239,0,tie,24576,24576,0.5862727999992785,,0,0.1303117089846637,nikolastarx-20260924T1439Z-boundedfull4-99-P1-093-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-093-k4-r0,c2e68d65fac143077c654fe14b6525c07cce22d9675f15f7bc9cd81fbad29b92
094,4,ok,bounded,historical_exact_plan_bytes,29962,94892,3.16707829917896,29962,3.16707829917896,0,tie,318816,318816,0.926061899997876,,0,0.12812858397956006,nikolastarx-20260924T1439Z-boundedfull4-99-P1-094-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-094-k4-r0,02c2f24217a333e8187102184dad4854ce6c14a1d5ce9b2c64b028a55ed2d281
095,4,ok,bounded,historical_exact_plan_bytes,524422,2084853,3.9755254356224565,524422,3.9755254356224565,0,tie,0,0,2.055018499999278,,0,0.8870765830215532,nikolastarx-20260924T1439Z-boundedfull4-99-P1-095-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-095-k4-r0,a0bcf72be4a86264bf73cebb496ba58561b9412e6e34e43702cc4497d3a144b6
096,4,ok,bounded,historical_exact_plan_bytes,26984,84194,3.120145271271865,26984,3.120145271271865,0,tie,78336,78336,1.0547680999989097,,0,0.18196800001896918,nikolastarx-20260924T1439Z-boundedfull4-99-P1-096-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-096-k4-r0,1faa86199698532d0d34d2408276e9317834f2aead655b7767f9072b0f51c7d2
097,4,ok,bounded,historical_exact_plan_bytes,2626908,11491509,4.37453805005733,2626908,4.37453805005733,0,tie,14221312,14221312,2.3030670000007376,,0,2.089276249986142,nikolastarx-20260924T1439Z-boundedfull4-99-P1-097-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-097-k4-r0,029681e52ef80e3c165871698242bd857de0ee47ac44506e44394d79f3ac8e6b
098,4,ok,bounded,historical_exact_plan_bytes,89894,177430,1.973769105835762,89894,1.973769105835762,0,tie,0,0,0.9965121000022918,,0,0.23731037499965169,nikolastarx-20260924T1439Z-boundedfull4-99-P1-098-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-098-k4-r0,b115c3fb5a61ee431b0ebbe1bd3086a67ae7d92ad1a505212f405029f8297f41
099,4,ok,bounded,historical_exact_plan_bytes,405655,1622999,4.000934291454561,405655,4.000934291454561,0,tie,9764864,9764864,1.8127256999978272,,0,4.820808457996463,nikolastarx-20260924T1439Z-boundedfull4-99-P1-099-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-099-k4-r0,cd36548f25254876f8a2cfc7be2dad4dfa0035bd6c4554ac4adb90cdd1969b50
100,4,ok,bounded,historical_exact_plan_bytes,58086,151223,2.603432840959956,58086,2.603432840959956,0,tie,144384,144384,1.323264200000267,,0,0.23977358301635832,nikolastarx-20260924T1439Z-boundedfull4-99-P1-100-k4-r0,ad8903ba8c7bf0dcb96913f5ed23f9ab0bb8ddf9,nikolastarx-20260924T1439Z-boundedfull4-99-P1-100-k4-r0,2640da622a8b2843f3568bc3d89796d5e0dbf1abe6ceafc504aa765d3e771d22
