case_id,cores,fang_makespan_cycles,history_makespan_cycles,fang_baseline_speedup,history_baseline_speedup,history_algorithm,history_variant,history_solver_commit,history_record_id,history_ddr_bytes,history_extra_ddr_bytes,history_solver_wall_seconds
011,1,184697,184697,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,1c16361e9e3239c97521704bac71b08936ba79fe83bfddbe99972320265a39ee,606208,0,0.288529292010935
012,1,59088,59088,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,dc87e96b40156ab024214614baa8c2b73a8fcc257060c1fac889675ae6ece603,554898,0,0.2743316669948399
013,1,263949,263949,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,4e7602b47d117fb07c3df41c3429ea837dfc51650f3106dcecc544b7a9941eb2,2527232,0,0.28831070798332803
014,1,17698626,17698626,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,749626af76fb5804c4daef2600787024618412d225f157c42e521268ffe56b7e,80943460,71010720,0.5590698750165757
015,1,177362,177362,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,0c52c164c07403a96bdc914b7b21c7ad48d49cac7503010864738d9bfc3fef3c,1064870,180256,0.2877416659903247
016,1,7715523,7715523,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,326cb4a96ef9dfe94713dc69696c48b6c2aadbf1997a440d8a3633b2e0b0fc2d,393218,0,0.27872987498994917
017,1,162810,162810,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,5ca4be742dacd0bc6a83e239743771031b16666ec8383670f30dd11e9b5ac3e9,666390,22528,0.28833787501207553
018,1,1004367,1004367,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,ec64d613e04ac761d215c75e95a781caa86f8b0085eeea1ce1762e11c24746e2,3563024,1970176,0.28069695801241323
019,1,81144,81144,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,0ef0df516009c45ff55d183ab147055b4243fa4e94a27c91b69c80793b652a76,186984,0,0.27750225001364015
020,1,532746,532746,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,e5bb9fe098a9323670789e737306e40188c5dd1280fd46e30f2eef46ad35d895,2359296,0,0.2775867910240777
021,1,6567937,6567937,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,ce6e8b76c5133609515ec61081a3c4e881985b951cc10327ec55a236853a9403,7839744,4501504,0.2810657919908408
022,1,56780,56780,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,95580bc6691e139c6c7f1d8e78a4c010e96deacc60bd894113c8853d9b784306,213686,0,0.28164962501614355
023,1,122614,122614,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,32a259d4974c2a3de50cd84489830ea4c3d9383e9efe2382fb4adeec212f4c80,443444,0,0.2802054169878829
024,1,2555343,2555343,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,37e75ac8ba07f6d934a6ed7ee05cfdbe997599c383bd47d1f7f50e196ac2730c,393218,0,0.27521887500188313
025,1,4863026,4863026,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,75141edbde5ed5a5a37acca7f11d7767eac08f6049e580ae6247fdde9a8cbaa3,8217600,0,0.5483646249922458
026,1,99203,99203,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,fd08e000669ae4aaf88551e75e93a2c8e24408d6aaa565a206077fba4eaff038,528854,0,0.27739083298365586
027,1,2363952,2363952,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,f512d1e22a47bb73eec385e944e3a65ac10027af594567ed1bd8aa488b3a2021,3440640,1400832,0.2755544999963604
028,1,43836040,43836040,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,09941a62459269cf50404b5e3f79174be88735407ad9ca91ff53fde4c9025c9e,283320864,277412256,0.5509372499946039
029,1,37555,37555,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,80f672bcb917cfbddda926f94308ac9a9dbed17f21b4c7ff1d224b6e94d15b77,430164,0,0.2769452909997199
030,1,2808034,2808034,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,35caf092d4d93ea005889eac4101a6006e0863c7241c89afcd6820387b19f8e1,7913420,5519360,0.28122974999132566
031,1,1414369,1414369,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,07ed7fbab76579a2cb3a608fb7dfb9962ea04831066d52467ba2c5b973ea1c0f,5676368,3491328,0.2781758329947479
032,1,41443,41443,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,3808015f4810b5c2f90c1ca0b83c84a30ed5e488530e120e8928532601ac233c,293088,0,0.27973704200121574
033,1,1774196,1774196,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,4251ef52ef81498473dbd6c9be62272971b39f8bfbccbee507f2956f8ee65b3f,7565550,4592640,0.2804013749992009
034,1,842996,842996,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,bc7376c2d1b8f75268f57518572c64f58a80a651e70ed986f3c966e45fe630bd,3360218,1079832,0.27899929200066254
035,1,169571,169571,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,ae58548cfc63627a5375fec0a1f2bf88d2ca4428713243f4fce3c4c99108f500,410854,0,0.2754197500180453
036,1,931510,931510,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,888a0ab257d9bf942eb83a328fe45839ef3d727d879db63d7a4c588eba6b4e10,6554752,0,0.27655062498524785
037,1,210001,210001,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,aea4c074f86c891354a1b51670fe65b40086af73917cdf92ac2b4dab1d6eadab,614400,0,0.2742313340131659
038,1,1364555,1364555,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,93d53bbdfea8f297e94c465ea9ebc9102e28782d01baf98721b3d7f716b58664,8430854,5627904,0.27608604199485853
039,1,1435262,1435262,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,b46d79f4dd0764c7b7a14a4207e1f23e2bcfb10d1b74e10768a8422b88ae05bd,12419072,7929856,0.2760948330105748
040,1,253454,253454,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,3764ac519a2c3c4060bacbf3fe25757e4cf8be1e042d258295970f5a962fe90c,911238,0,0.27340637499582954
041,1,6003957,6003957,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,bcc9978525c4b1d813d2ed032ea5466412c55c803d36f74c63611f153040f649,35848156,30898176,0.27852104100747965
042,1,1686740,1686740,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,b0c63d55d6faaac7faed57ccf77407ab454c9a7a3c44deb526173806805a8532,9018340,6629376,0.2709105410031043
043,1,677656,677656,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,909a2e53aa6be98953112fa9e039c97d24f270af02a51af1c1ef22199b380bc3,1480282,49160,0.2798865420045331
044,1,154407,154407,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,05bbb5054d48271c6c3647ca6be2a4e7d01dd719dd1085c8cf20bf0921405282,5413568,4438112,0.2727720830007456
045,1,125614,125614,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,bd2be57d41f8bd5e81e5f919ebfd0df3ed47d4aa3e8dbd1dd68da76c5efb8eca,557056,0,0.27812887501204386
046,1,276455,276455,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,11b6bbd55908e5780f728f749522e548ba5e3ef5ffa638278a1f3ecaac3b77c2,4237760,3176288,0.27757883301819675
047,1,326508,326508,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,1dc7ef81e47c4c1f97beb497763d06949a87bf01a7f3d9e295d6c2c84bfd64e5,463942,0,0.28008537500863895
048,1,222220,222220,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,4a138f79862690d36da11536b8ddd7ecbe310b22a259746d709ef9e21e92623b,414790,0,0.27728175002266653
049,1,196276,196276,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,f8da06db4abc3c12a89be5e1488f48e22bac76aa0f436736b1c001be3252b71e,152540,0,0.27742245799163356
050,1,149690,149690,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,994ee208c57c6f369c3137ddbeeee4edec8a57230945eee9df6539850f43bb4d,319376,0,0.2718718329851981
051,1,607628,607628,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,08961680d8775cb3db549928fd6535d3feec7cf75390ae1998614df868d6515b,393218,0,0.2750822920061182
052,1,180301,180301,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,20ab407dfe2159d721f3c430a585cf3e2251de8fd05f20e7541aa2c99586b5c7,810204,0,0.27443166699958965
053,1,1472686,1472686,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,565f5279597fe50e32d95cc69b4f79ea30bc0990aabc5c86efa1ae1a09bbff8d,8400824,5405536,0.2782037080032751
054,1,815051,815051,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,605068bafdf5c538a24dfe1c1c21eaadb9e33636162db0df54eaaec39483dd0e,1606276,0,0.2784616250137333
055,1,118835,118835,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,767e9f73aeaf0bf6e7994ba92206582637ac8dafd90cb6ad2431ec504e4bb339,695442,69632,0.27787166598136537
056,1,277285,277285,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,f6fa03f5badd937a0f834abe6e9fd71138d9807a9c07abd97b50f172671e162d,221600,0,0.2752993750036694
057,1,59726,59726,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,7e4c8172ae87757d2e9b2ca128de8053ebf2fcee7929bc641697f9dc8c1a2e1c,436676,94216,0.28057820798130706
058,1,4539717,4539717,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,9b04ef32c3e61f317fe2d6bcc57dbd88ca0b1f9cdea330e9bdbbd1eb69dcb80e,36364288,28696576,0.27752595901256427
059,1,829473,829473,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,ebc0e812c83bb577d768a6abf2968a2352e51cfa7720bc26bfefae3cbbf1bf0d,3035136,1691648,0.2825601249933243
060,1,888789,888789,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,664362e6d7b7734eb049493ea8fb6fb6fee991ced29b8181911ead82ce12f8de,4167526,2068520,0.27507345800404437
061,1,77191,77191,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,c37f8c1665535192b10d5951719f80230ac9f6f85db63b716c7d3db831265931,544188,0,0.2745637499901932
062,1,2854809,2854809,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,432885d6de8e41be95d0f66a64f3c2b53e80f148684ffe55b5bd7c485919262a,13401600,0,0.5510378339968156
063,1,1070397,1070397,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,10e23a296f0d8b4162eddc8bde51ea5608b8c180f06fe4a0254d6bf42664aec0,5021184,0,0.2801261249987874
064,1,19116,19116,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,8705fc19e24153c4e4b80ded821adff5647c93bcef09cad18d9beec70bb025ee,37414,0,0.27702379098627716
065,1,53068,53068,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,d0b467d559bb2f9817e1aca70b49f452ac5584da399bfa053d7f951cf63ddc54,316202,0,0.2746850420080591
066,1,359070,359070,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,fe8ce023d2c2d483fa98b68f9689485b25d09d27612f03fa72ec55fc3dfb9106,1107034,0,0.2793371249863412
067,1,63834834,63834834,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,7bbb86c96f6323ed46081e4f9d1a4e25128be448f39f29be50368f53e8f634cb,270497536,264449408,0.2761860419996083
068,1,362095,362095,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,40c5a7a255aab42ce55745e2af6113941bf30ea0ae77ac5ae08dc6acc1f1d84c,2771250,0,0.27585295800236054
069,1,25144,25144,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,fc0059e57349c3483a3f705d4b53ba28b25e0615ca4e789633c73ced17e65755,126054,0,0.27699333397322334
070,1,117300,117300,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,c02e5fab29b913a4c78303be41e067a6ff896687daa9f670b95ad0261d713a0c,419964,0,0.2765452500025276
071,1,18919,18919,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,38f6acaac5357765d0d952c01ede2b53ea9367ca704972d6cb715fcb4b506859,121446,0,0.2739823749870993
072,1,23897828,23897828,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,f4986643193b6149abcdbdce333e641035b997cb83bb98437d374a982023e73d,119716864,108613680,0.5506264160212595
073,1,10081626,10081626,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,1616fe991ea0446596bd8d73d088d72a19579680082cdfbb90e03699baf50d89,145611520,141570432,0.27770262499689125
074,1,1682239,1682239,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,aa8e245e688a268e683ddb5deae35153cfe3d92ae719b26d34df21e921175885,9847008,6070280,0.27436704200226814
075,1,1441809,1441809,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,ce6fcd40b4311a95d052e935eeb421432aa304e1ca0ad98e5f5ebbd74803832c,1837190,0,0.28002837498206645
076,1,6185113,6185113,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,aa596a175aea221a8d20ca80370bfccac7f8f012fb91e88f8c1ff61ce934f8ed,32551506,28280832,0.5481463340111077
077,1,495320,495320,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,6d52c92ec558ba4718d908b00399757b3de5675f46cc8b515234eada486e86a9,2141360,0,0.2779802919831127
078,1,2296143,2296143,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,54292c7640d67d9cc784cb16e9c3b0346617ed81716e70fa541a5fdfb0711fb3,14989656,12644568,0.27499170799274
079,1,31052251,31052251,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,93ae968f8866212d0718b8e1e858db30c194b4b9385a5873712a69c82ae840ac,41799680,32448512,0.5523098749981727
080,1,292138,292138,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,76bc87702373ef33f84cfadb6e8b03d8ddaa9f13506a6a87c758b0eab69c9ef8,2527232,548864,0.2771000000066124
081,1,151795,151795,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,137940eccbed1c6a9044bdc09c7687cb39bbc26f1deff5c392744c444f91a690,1741140,0,0.2779942910128739
082,1,721041,721041,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,41825bafd31f8501928cf36d3b49207fdaec0c22fd97a235499fad3cf8e87dd4,592006,0,0.2789677910041064
083,1,1057993,1057993,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,642214204bc5429c51cfdc161f4ca76836d328d1de7c40cff79f76e7216f869e,15372992,13934688,0.27744879201054573
084,1,2507412,2507412,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,3337a51a9da826b7db49baba09405d2d86bd2abe714d7a5630e05dca9774810f,13236330,0,0.27929733399651013
085,1,3187899,3187899,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,4c81a10b9beb9b1c381966fed565e846a7604730288d9bcbd818a346c6259885,1689734,0,0.552837916999124
086,1,118403,118403,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,5dc2989e8c3368eef0df86fcf8e58864b13ba9947ec731c9754adb2989d1ca1c,338022,0,0.27262199998949654
087,1,3974071,3974071,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,91949f7ef7ed44583b36beb16a1b4ec00f0e58570478ee8dce7c5c349ba30696,13821818,7902720,0.5510783749923576
088,1,243623,243623,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,7690ad53ed634233ffd016994c30e0a424f328e1f56b47d8fe26b1f1c043cea0,1829798,0,0.2784268749819603
089,1,693092,693092,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,b6f4d64d3b47a9135f9f08e888b9e766890407e6bbb6a6b4f0be0e8030077430,566400,0,0.27434937498765066
090,1,1178363,1178363,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,edb9ef27b6a6702fb44f447f0680821c2bc125647223aee3c6d3dcd151ad80ea,23461944,21233592,0.27583308299654163
091,1,9186769,9186769,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,b8e41bc910bf4012318674463319171ee3f1792569af6cb09cb3788edd4e4bf4,60524664,53947008,0.5457012089900672
092,1,4815554,4815554,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,18803e75d9548c36c0b9a62d3686b46824b8819fa2a73e38f80698a274eb92a3,69257024,66000096,0.2763863330183085
093,1,74205,74205,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,79e62fb55e4adedd4b020384c2c57d20b3e37a5bfca3711a56835fe35a77e1ae,714752,0,0.2773992919828743
094,1,94892,94892,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,3e9b8805e7d38bc36cf5e069faac089bd5109656c6eaede6dd9bfd1a1074e2e9,526692,0,0.279449374997057
095,1,2084853,2084853,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,dffbdb745ec1fe8679196ca2de3b9f7e74b5afadd328daed7798144491d0b091,11355036,0,0.2798844169883523
096,1,84194,84194,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,7c93564470da55b9f88343433eecb14fb824d3e9ed5a2c62581508408a689933,219558,0,0.2847111659939401
097,1,11491509,11491509,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,d2a86df7f88eadeb12a48e7f8199906f1256c83a8b86400877fab64cf16df307,15630336,10584064,0.2768412079894915
098,1,177430,177430,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,bf9747e52b3d2f006594d8140a48ae4e99122be36651d5ddbc9c8c7ca28f282c,697994,0,0.2753648750076536
099,1,1622999,1622999,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,650b92c3f4521fae9f27656baf52f4ca49edadeaf04301f9182eb6fe4e147cf2,8018580,5484544,0.27180008401046507
100,1,151223,151223,1.0,1.0,q2-contiguous-baseline,one-core-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,c1c12a920d9165983a77ebcbbebdc5f8fe12e9f4cd0b688a1be88bedbec483ab,454598,0,0.27870220798649825
001,2,116868,116868,1.9946435294520313,1.9946435294520313,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,08d82b5af5e62fe9a368a86fa62e6ee68080cef78c5ca9791517e13e99c64359,1640704,1152,0.2794073330005631
002,2,263397,263397,0.9944874087404184,0.9944874087404184,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,171e83951fc8e8aa1beaf5adacf944f0b1aa986423175046cf7dbf4967c0162f,1542144,317952,0.27532462499220856
003,2,600717,600717,1.0024886926789154,1.0024886926789154,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,2e9bcb3667ad3ae81649f4a9dcfcbb4629848e886d5fce67ef10ae9299c1a9c2,1383214,98950,0.2862474160210695
004,2,199780,199780,1.9639453398738613,1.9639453398738613,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,65050919f45e8c8d3b0ad8f4aa8be087ed35f13ed9d1326cf1a77c3268946cc7,930816,138240,0.2851378339983057
005,2,95477,95477,1.0014767954585921,1.0014767954585921,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,ba3eef2ae965222e02f177c3aba2e4c67ddb1717f17ddd14f83872569191a99a,432972,99558,0.2810495419835206
006,2,56475,56475,1.4667906153165118,1.4667906153165118,q2-contiguous-baseline,contiguous,0b58c123cccf02fc993b741d79dcd8511e4dd38f,7a9b6fc9c94878acbcac3029232b49f532f74a73f93c649ea9266d810cb05e5d,581268,37920,0.3571590000001379
007,2,508114,508114,1.9927850836623278,1.9927850836623278,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,872d172a928c2cb0412083d9d9ff11c77f60c039447986d8e2f568a7f14a5f7d,1774080,41472,0.2776707080192864
008,2,244266,244266,1.9962049568912579,1.9962049568912579,q2-contiguous-baseline,contiguous,0b58c123cccf02fc993b741d79dcd8511e4dd38f,2612384eb9d74e779fa7c0150c3ce556918959577e40bd4d007109a12d0abffe,2654424,0,0.33679579999989073
009,2,153583,153583,0.9979034137892866,0.9979034137892866,q2-contiguous-baseline,contiguous,0b58c123cccf02fc993b741d79dcd8511e4dd38f,200f78999755dd40c013c9c6439162827d0177a652217794bc956febfa6fb9bc,520138,24806,0.5684078000003865
010,2,73020,73020,1.191029854834292,1.191029854834292,q2-contiguous-baseline,contiguous,0b58c123cccf02fc993b741d79dcd8511e4dd38f,389aa5b799ea478de896e940374ddb61ab9c983e2c92f52365efe0911d9b1c51,418750,34600,0.32180960000005143
011,2,92646,92646,1.9935777043801135,1.9935777043801135,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,f3f72e62ca0ec6b0611369519ac1e2fb35db546959d59b9a6c650cf026627900,966656,360448,0.27702825001324527
012,2,45745,45745,1.29168215105476,1.29168215105476,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,3eb6c7d924bab9384aadd6e886a40bc78b51f3fca05e204047faaee971e95eeb,679834,124936,0.27599754199036397
013,2,132198,132198,1.9966187083011846,1.9966187083011846,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,dd23163a2be63ce7ce7e133df215d3573464984b0219d8847eccd7e6e6a5080e,2535424,8192,0.28054079198045656
014,2,11807454,11807454,1.4989366886375335,1.4989366886375335,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,4f6229658e7f6ef71793e21c54d3addf4a2c28ddc7aa4a893b5a35684db3162a,81648484,71715744,0.8315625420073047
015,2,97083,97083,1.8269109936858152,1.8269109936858152,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,03882b65f11eea1e3f6b8fc5b5f4576ee74ee910bbda4ae222910281edd224ff,1095602,210988,0.2784870830073487
016,2,7717119,7717119,0.9997931870689049,0.9997931870689049,q2-contiguous-baseline,multicore-deterministic-direct,0b58c123cccf02fc993b741d79dcd8511e4dd38f,a71301c059b9fdcd6c9ea8ea8be2adcd648be6f1c3dc013cb726084f264d5be4,851998,458780,0.2776653330074623
