problem,case_id,cores,variant,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate
P2,069,5,dag_join_list,ok,16742,0.47613389999969513,0.6713506999985839,806046,679992,0,
P3,069,5,dag_join_list,ok,15221,0.47613389999969513,1.1795433000006597,806046,679992,0,0.288831573387616
P2,071,5,dag_join_list,ok,12194,0.451126199999635,0.5778332999998383,525182,403736,0,
P3,071,5,dag_join_list,ok,11613,0.451126199999635,1.2859869000003528,525182,403736,0,0.2757732382554934
