case_id,cores,variant,status,makespan_cycles,singlecore_cycles,singlecore_speedup,solver_wall_seconds,evaluation_wall_seconds,extra_ddr_bytes,scheduled_copy_bytes,spill_bytes,task_count,stage_c_cycles,stage_c_solver_wall_seconds,stage_c_extra_ddr_bytes,stage_c_attempt_id,model_r_cycles,e0_minus_model_r_cycles,stage_c_cycle_difference
051,5,fixed-root-four-two-v1,ok,234536,607628,2.59076644950029,0.5056320000003325,1.4357793999988644,9045396,9438614,0,144,253856,1.0622996000001876,9045396,fang-q1-stage-c-20260924-chain-atomic-grain4-051-k5-r0,208152,26384,-19320
