case,route,baseline,ours_makespan,fang_makespan,ours_speedup,fang_speedup,ours_over_fang,mean_delta_contribution,quality,ours_ddr,fang_ddr,ours_extra,fang_extra,ours_spill,fang_spill,ours_wall,fang_wall,fang_run_path,fang_run_sha256,fang_result_sha256
043,component_envelope,677656,263552,275959,2.5712421078193297,2.4556401494424898,0.9550404226714838,0.0011560195837683996,win,2030162,11639432,599040,10208310,0,0,0.28474791601183824,1.9708654999994906,results/a/q2-yuanzhifang/feedback-20260924/round5b/043-tensor_packet/run.json,23c7dacb5aa8668c73f8c28e6540328d68a3fe5af2b50028870df986fa6f3347,638627a2131ab6c609cc0f447fbee3bd677eb88a44d85316d5125251a76b8466
044,component_envelope,154407,124268,44234,1.2425322689670713,3.490685897725731,2.8093321879097526,-0.022481536287586597,loss,6654080,1905856,5678624,930400,2887424,0,0.2782424580072984,1.0665883000001486,results/a/q2-yuanzhifang/feedback-20260924/round5b/044-tensor_packet/run.json,1b53681bd5ad8fc5e25f628fd581e5ea11ede3eccd50a1f32937b9b006bcac6c,b9446e4803b3996cc88c4e94223434045b1e7a400b61f41a2def552af4d01a4c
045,component_envelope,125614,33079,31878,3.7973941171135768,3.940460505677897,1.0376748855009725,-0.0014306638856432042,loss,557056,557056,0,0,0,0,0.28228225000202656,1.055742000000464,results/a/q2-yuanzhifang/feedback-20260924/round5b/045-tensor_packet/run.json,15cde1830a8e9d2195f4687ffd537536d05f9c42421ccf815ebcfccb2057a87a,0284ae045a86d0768d4ed80199aa08fae68ddaa052b0f0ba8b2f12e23c9a37d4
046,component_envelope,276455,124612,79056,2.218526305652746,3.496951528030763,1.5762497470147743,-0.012784252223780167,loss,5575424,3852672,4513952,2791200,1722752,0,0.27962170899263583,0.7962505000014062,results/a/q2-yuanzhifang/feedback-20260924/round5b/046-tensor_packet/run.json,de77969ca28cdacd3deaade289ec31fd4c77ced2d0a39fb4fa0624d3ac3c3e8c,7cd973c1111edabe93df4c2cdf8bbefb9fdacdecc93973af289c5a6077d171c4
047,dag_eft,326508,154452,157778,2.113977157951985,2.0694139867408636,0.978919748000355,0.0004456317121112141,win,5122328,5071800,4658386,4607858,0,0,0.562249292008346,4.16720929999974,results/a/q2-yuanzhifang/feedback-20260924/round5b/047-tensor_packet/run.json,805252057b154b66cfa55a811c5178a9cd6206e0335dbf6c3cce8b9a4d5b9a79,cff7627e5a15a877499aa47874a9f387c626ef9c35d35b274721a1053c5473c0
048,dag_eft,222220,118751,104318,1.87131055738478,2.1302172204221708,1.1383557966985562,-0.0025890666303739086,loss,1517400,1405336,1102610,990546,0,0,0.2856449169921689,1.9803833000005397,results/a/q2-yuanzhifang/feedback-20260924/round5b/048-tensor_packet/run.json,7b9769bad17c403c69d280eea611a452d46b1d23afd0a9d5ecc6e66c8440859d,e30c148cafde03ed4589068354ea967f43ee7dc617f37fd0ed421be5bdbae7c9
049,component_envelope,196276,151957,92406,1.2916548760504616,2.124061208146657,1.6444494946215613,-0.008324063320961955,loss,152540,3329806,0,3177266,0,0,0.2850999590009451,1.380938199999946,results/a/q2-yuanzhifang/feedback-20260924/round5b/049-tensor_packet/run.json,c1e05bc051327fc18ac2f4af4804c16dc61ecf31064f6e0584b54d3151253743,1c0cdc044a45f9ba8771205fde2a5a2d2f9d3f8dcd5b5d15c0f62d9b051c429d
050,component_envelope,149690,103057,103057,1.4524971617648486,1.4524971617648486,1.0,0.0,tie,329744,326288,10368,6912,0,0,0.28616920797503553,0.9834002999996301,results/a/q2-yuanzhifang/feedback-20260924/round5b/050-tensor_packet/run.json,2915a11f8a8860a6226f0847f4be759ff7a8f49a61b7172a637059189af3f76f,bfa3977bd22538f06114021351eeb3c0716ef53c922cbf7880052521b2c4f037
051,dag_eft,607628,185899,206387,3.268592084949354,2.9441195424130395,0.900730181649038,0.003244725425363146,win,918722,787674,525504,394456,0,0,0.2859336250112392,1.19668719999936,results/a/q2-yuanzhifang/feedback-20260924/round5b/051-tensor_packet/run.json,715593cccf56530f650a75428fc3f6c9385cd261b20704061b596df5976f5248,47e970e243c8aff247752d674c04fdda902a6d9f98ef475ae83f742dcf4ed559
052,component_envelope,180301,38023,58968,4.741893064723983,3.057607515940849,0.6448073531406865,0.016842855487831335,win,1060572,1069788,250368,259584,0,0,0.281050082994625,1.4937095000004774,results/a/q2-yuanzhifang/feedback-20260924/round5b/052-tensor_packet/run.json,767b2c13d91f522c33ee5fa9f64770914058d3f417e55408ead4801363f08268,5c8382f7df2e5b1de5ab1bc673859b468c05d1d68829f0b6b02335211c39a57f
053,component_envelope,1472686,475455,645190,3.097424572251843,2.282561726003193,0.7369224569506657,0.0081486284624865,win,9411576,5964376,6416288,2969088,4346784,0,0.5625634999887552,1.3489884999999049,results/a/q2-yuanzhifang/feedback-20260924/round5b/053-tensor_packet/run.json,e69912d412efd639697b8b8e7913584b294fe877fa36363ebe0a3b9edf6f8473,7cd612853d7d9d1ec5e440651c8dd03d0355174b566212cd79d9e9c8ac91d587
054,component_envelope,815051,501392,501392,1.6255763953154418,1.6255763953154418,1.0,0.0,tie,1753732,1753732,147456,147456,0,0,0.5666557500080671,1.4942584000000352,results/a/q2-yuanzhifang/feedback-20260924/round5b/054-tensor_packet/run.json,20dd9db6ef78269ddb1e0fe7920f67dab113b3cc13b969eb29de6ddda2e97a12,32510b686491187c4eae6b89ca4598a9825cba0f1ecb1fd79629a7ab1b9c9388
055,component_envelope,118835,28296,34152,4.199710206389596,3.4795912391660813,0.8285312719606466,0.0072011896722351445,win,782994,725138,157184,99328,0,0,0.28330245800316334,0.5612178000010317,results/a/q2-yuanzhifang/feedback-20260924/round5b/055-tensor_packet/run.json,8b8f15950a366877a122a083a630c7fec9b366ce852ea17bfc7f4b9dfe930b68,3e96db1eb038aa948c6fdc0c2cd51b6f1644c745046d6002eef45fb3a73e4999
056,component_envelope,277285,253319,172955,1.0946079843991172,1.6032204908791303,1.4646526553149664,-0.005086125064800131,loss,221600,5547274,0,5325674,0,0,0.27962116699200124,1.08156659999986,results/a/q2-yuanzhifang/feedback-20260924/round5b/056-tensor_packet/run.json,9d7e5d711d57b59a8a1bf84e7b3775c57f4309c5ab8f3a13379072b5deda148a,229dbbd567c00bf396871f7c97c2afb1854f701f2988f0b0ef2b78e13213e06e
057,component_envelope,59726,19328,19410,3.0901283112582782,3.077073673364245,0.9957753735188047,0.0001305463789403305,win,356572,370108,14112,27648,0,0,0.2849195000017062,0.6405617000000348,results/a/q2-yuanzhifang/feedback-20260924/round5b/057-tensor_packet/run.json,05c244a5cdc1a354ec4d81ce224befbc9e2bdf41ab9182cd5f13082e04c7a771,015f0fc971281acf4756f24b469c8921710bc458c1881469a18af72125878495
058,component_envelope,4539717,1158637,1143605,3.9181529676680444,3.9696547321846265,1.0131443986341437,-0.0005150176451658206,loss,52060160,46440448,44392448,38772736,24522752,23633920,0.5838598329864908,2.2384359000006953,results/a/q2-yuanzhifang/feedback-20260924/round4/058-tensor_packet/run.json,b33eaf6fa3bade7c5c686bf15497199e216d7f83f5281f583227d99ce2d440d7,617f18e49ac5dbdea9c319cab836f130e5990c285cade74beed1e31b44b0abfc
059,component_envelope,829473,185216,185216,4.478408992743607,4.478408992743607,1.0,0.0,tie,2424832,2424832,1081344,1081344,0,0,0.2812289999856148,1.0816722999988997,results/a/q2-yuanzhifang/feedback-20260924/round5b/059-tensor_packet/run.json,0200e47c544f798c46008809d76ffa14585d53a196b7d84c31d40d81ca4b0d47,bef352c52312a9e8daa0df78b0efe7f13fecbb9c7b7268b012ecf6f51455c068
060,component_envelope,888789,216590,234513,4.103555104113763,3.7899348863389237,0.9235735332369635,0.0031362021777483927,win,5246014,5769278,3147008,3670272,207872,116736,0.28642041599960066,0.9881232000007003,results/a/q2-yuanzhifang/feedback-20260924/round5b/060-tensor_packet/run.json,fe2d172505e0b0075de2c675a853e55c9cb0fe76f87231ee273911aa5d16d5c9,6630a0c9b7fef03e6cd2f1f3613eff342853e5f7e4b8fbc18c443f370239655d
061,component_envelope,77191,23779,27318,3.2461836073846673,2.825646094150377,0.8704517168167508,0.004205375132342901,win,614844,604092,70656,59904,0,0,0.30138520800392143,0.454044399999475,results/a/q2-yuanzhifang/feedback-20260924/round5b/061-tensor_packet/run.json,5961b019c44b246f3dc0c48046e371fa9c441fb12cdcb5e9599d8be2517b1239,3115a84cfc24d39c1a0f5e2a7dafd9791caba9a6c2c2ee2dc701226c08d7c57e
062,tree_paired_leaves,2854809,775354,771798,3.6819426997216755,3.6989069678853794,1.0046074231858595,-0.00016964268163703887,loss,13426176,23167488,24576,9765888,0,2224128,1.3737642920168582,2.9933818000008614,results/a/q2-yuanzhifang/feedback-20260924/round5b/062-tensor_packet/run.json,7e4a2c711fcdf9907c0dca9203eaecd4a24c399785c27ee4a12dfc07005f5ce9,a314545267af0ad9b6822343355317176d8004ae067bd939780bc6ad60883eb7
