case,cores,route,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate,official_A_baseline,speedup
097,5,component_envelope,ok,2102348,0.28174450001097284,1.6921080840111244,26357760,21311488,4272128,,11491509,5.466035594487687
098,1,component_envelope,ok,163731,0.2845111250062473,0.28586025000549853,697994,0,0,,177430,1.0836677232778154
098,2,component_envelope,ok,98115,0.31955337498220615,0.288602707994869,697994,0,0,,177430,1.8083881159863426
098,3,component_envelope,ok,90030,0.28628699999535456,0.28724766700179316,697994,0,0,,177430,1.9707875152726868
098,4,component_envelope,ok,90237,0.28824824999901466,0.2998246249917429,697994,0,0,,177430,1.9662666090406373
098,5,component_envelope,ok,90511,0.28691100000287406,0.2852211670251563,697994,0,0,,177430,1.9603142159516522
099,1,component_envelope,ok,1599756,0.29606412499560975,1.41011354199145,4917908,2383872,2383872,,1622999,1.0145290906863296
099,2,component_envelope,ok,801851,0.28599441700498573,1.1388329160108697,5413524,2879488,974848,,1622999,2.0240655682913657
099,3,component_envelope,ok,534590,0.28606008301721886,1.1310681249888148,7129748,4595712,786432,,1622999,3.035969621579154
099,4,component_envelope,ok,402826,0.2870249160041567,1.1368304160132539,8608404,6074368,421888,,1622999,4.029032386191557
099,5,component_envelope,ok,325402,0.28256095899268985,1.1301756670000032,10013332,7479296,425984,,1622999,4.987673708213226
100,1,component_envelope,ok,106726,0.2864808749873191,0.2830665420042351,454598,0,0,,151223,1.4169274591008751
100,2,component_envelope,ok,64074,0.282248041999992,0.28669212499517016,522182,67584,0,,151223,2.3601304741392766
100,3,component_envelope,ok,58044,0.2849655830068514,0.28263191698351875,526790,72192,0,,151223,2.605316656329681
100,4,component_envelope,ok,59709,0.3010232080123387,0.2865100000053644,598982,144384,0,,151223,2.5326667671540304
100,5,component_envelope,ok,61671,0.288256083993474,0.2807299589912873,666566,211968,0,,151223,2.452092555658251
