case,cores,method,baseline,makespan,speedup,baseline_cycles,makespan_cycles,observed_speedup,plot_speedup,attempt_id,revision
066,3,p1_branch_refine_834d8c9,359070,142595,2.518110733195414,359070,142595,2.518110733195414,2.518110733195414,20260925T1525Z-s6607-branch-full500-p1-066-k3,1
066,4,p1_branch_refine_834d8c9,359070,110219,3.2577867699761383,359070,110219,3.2577867699761383,3.2577867699761383,20260925T1525Z-s6607-branch-full500-p1-066-k4,1
066,5,p1_branch_refine_834d8c9,359070,99777,3.5987251571003336,359070,99777,3.5987251571003336,3.5987251571003336,20260925T1525Z-s6607-branch-full500-p1-066-k5,1
067,1,p1_branch_refine_834d8c9,63834834,63950466,0.9981918505488294,63834834,63950466,0.9981918505488294,1.0,20260925T1525Z-s6607-branch-full500-p1-067-k1,1
067,2,p1_branch_refine_834d8c9,63834834,31349962,2.036201319797453,63834834,31349962,2.036201319797453,2.036201319797453,20260925T1525Z-s6607-branch-full500-p1-067-k2,1
067,3,p1_branch_refine_834d8c9,63834834,20677204,3.087208212483661,63834834,20677204,3.087208212483661,3.087208212483661,20260925T1525Z-s6607-branch-full500-p1-067-k3,1
067,4,p1_branch_refine_834d8c9,63834834,15594873,4.093321824422681,63834834,15594873,4.093321824422681,4.093321824422681,20260925T1525Z-s6607-branch-full500-p1-067-k4,1
067,5,p1_branch_refine_834d8c9,63834834,12908390,4.945220434151742,63834834,12908390,4.945220434151742,4.945220434151742,20260925T1525Z-s6607-branch-full500-p1-067-k5,1
068,1,p1_branch_refine_834d8c9,362095,362138,0.999881260734858,362095,362138,0.999881260734858,1.0,20260925T1525Z-s6607-branch-full500-p1-068-k1,1
068,2,p1_branch_refine_834d8c9,362095,208664,1.7353017290955794,362095,208664,1.7353017290955794,1.7353017290955794,20260925T1525Z-s6607-branch-full500-p1-068-k2,1
068,3,p1_branch_refine_834d8c9,362095,167136,2.1664692226689644,362095,167136,2.1664692226689644,2.1664692226689644,20260925T1525Z-s6607-branch-full500-p1-068-k3,1
068,4,p1_branch_refine_834d8c9,362095,132506,2.7326687093414637,362095,132506,2.7326687093414637,2.7326687093414637,20260925T1525Z-s6607-branch-full500-p1-068-k4,1
068,5,p1_branch_refine_834d8c9,362095,131234,2.7591554018013627,362095,131234,2.7591554018013627,2.7591554018013627,20260925T1525Z-s6607-branch-full500-p1-068-k5,1
069,1,p1_branch_refine_834d8c9,25144,25144,1.0,25144,25144,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-069-k1,1
069,2,p1_branch_refine_834d8c9,25144,16769,1.499433478442364,25144,16769,1.499433478442364,1.499433478442364,20260925T1525Z-s6607-branch-full500-p1-069-k2,1
069,3,p1_branch_refine_834d8c9,25144,14021,1.7933100349475786,25144,14021,1.7933100349475786,1.7933100349475786,20260925T1525Z-s6607-branch-full500-p1-069-k3,1
069,4,p1_branch_refine_834d8c9,25144,12665,1.9853138570864588,25144,12665,1.9853138570864588,1.9853138570864588,20260925T1525Z-s6607-branch-full500-p1-069-k4,1
069,5,p1_branch_refine_834d8c9,25144,13351,1.883304621376676,25144,13351,1.883304621376676,1.883304621376676,20260925T1525Z-s6607-branch-full500-p1-069-k5,1
070,1,p1_branch_refine_834d8c9,117300,117300,1.0,117300,117300,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-070-k1,1
070,2,p1_branch_refine_834d8c9,117300,58498,2.005196758863551,117300,58498,2.005196758863551,2.005196758863551,20260925T1525Z-s6607-branch-full500-p1-070-k2,1
070,3,p1_branch_refine_834d8c9,117300,45660,2.568988173455979,117300,45660,2.568988173455979,2.568988173455979,20260925T1525Z-s6607-branch-full500-p1-070-k3,1
070,4,p1_branch_refine_834d8c9,117300,36336,3.228203434610304,117300,36336,3.228203434610304,3.228203434610304,20260925T1525Z-s6607-branch-full500-p1-070-k4,1
070,5,p1_branch_refine_834d8c9,117300,26669,4.3983651430499835,117300,26669,4.3983651430499835,4.3983651430499835,20260925T1525Z-s6607-branch-full500-p1-070-k5,1
071,1,p1_branch_refine_834d8c9,18919,18919,1.0,18919,18919,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-071-k1,1
071,2,p1_branch_refine_834d8c9,18919,13851,1.365894159266479,18919,13851,1.365894159266479,1.365894159266479,20260925T1525Z-s6607-branch-full500-p1-071-k2,1
071,3,p1_branch_refine_834d8c9,18919,12080,1.5661423841059603,18919,12080,1.5661423841059603,1.5661423841059603,20260925T1525Z-s6607-branch-full500-p1-071-k3,1
071,4,p1_branch_refine_834d8c9,18919,11343,1.667900908049017,18919,11343,1.667900908049017,1.667900908049017,20260925T1525Z-s6607-branch-full500-p1-071-k4,1
071,5,p1_branch_refine_834d8c9,18919,10760,1.758271375464684,18919,10760,1.758271375464684,1.758271375464684,20260925T1525Z-s6607-branch-full500-p1-071-k5,1
072,1,p1_branch_refine_834d8c9,23897828,23616371,1.01191787679826,23897828,23616371,1.01191787679826,1.0,20260925T1525Z-s6607-branch-full500-p1-072-k1,1
072,2,p1_branch_refine_834d8c9,23897828,11768616,2.0306404763312864,23897828,11768616,2.0306404763312864,2.0306404763312864,20260925T1525Z-s6607-branch-full500-p1-072-k2,1
072,3,p1_branch_refine_834d8c9,23897828,7919200,3.0177073441761793,23897828,7919200,3.0177073441761793,3.0177073441761793,20260925T1525Z-s6607-branch-full500-p1-072-k3,1
072,4,p1_branch_refine_834d8c9,23897828,5897473,4.0522149062827415,23897828,5897473,4.0522149062827415,4.0522149062827415,20260925T1525Z-s6607-branch-full500-p1-072-k4,1
072,5,p1_branch_refine_834d8c9,23897828,4764999,5.015284997961174,23897828,4764999,5.015284997961174,5.015284997961174,20260925T1525Z-s6607-branch-full500-p1-072-k5,1
073,1,p1_branch_refine_834d8c9,10081626,10133074,0.9949227647997044,10081626,10133074,0.9949227647997044,1.0,20260925T1525Z-s6607-branch-full500-p1-073-k1,1
073,2,p1_branch_refine_834d8c9,10081626,4417545,2.2821784497950786,10081626,4417545,2.2821784497950786,2.2821784497950786,20260925T1525Z-s6607-branch-full500-p1-073-k2,1
073,3,p1_branch_refine_834d8c9,10081626,2994137,3.3671224796994927,10081626,2994137,3.3671224796994927,3.3671224796994927,20260925T1525Z-s6607-branch-full500-p1-073-k3,1
073,4,p1_branch_refine_834d8c9,10081626,2347408,4.29479067976253,10081626,2347408,4.29479067976253,4.29479067976253,20260925T1525Z-s6607-branch-full500-p1-073-k4,1
073,5,p1_branch_refine_834d8c9,10081626,1974363,5.106267692415225,10081626,1974363,5.106267692415225,5.106267692415225,20260925T1525Z-s6607-branch-full500-p1-073-k5,1
074,1,p1_branch_refine_834d8c9,1682239,1682239,1.0,1682239,1682239,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-074-k1,1
074,2,p1_branch_refine_834d8c9,1682239,826889,2.034419371886674,1682239,826889,2.034419371886674,2.034419371886674,20260925T1525Z-s6607-branch-full500-p1-074-k2,1
074,3,p1_branch_refine_834d8c9,1682239,548347,3.06783660711192,1682239,548347,3.06783660711192,3.06783660711192,20260925T1525Z-s6607-branch-full500-p1-074-k3,1
074,4,p1_branch_refine_834d8c9,1682239,424418,3.9636372632640464,1682239,424418,3.9636372632640464,3.9636372632640464,20260925T1525Z-s6607-branch-full500-p1-074-k4,1
074,5,p1_branch_refine_834d8c9,1682239,345470,4.869421367991432,1682239,345470,4.869421367991432,4.869421367991432,20260925T1525Z-s6607-branch-full500-p1-074-k5,1
075,1,p1_branch_refine_834d8c9,1441809,1441809,1.0,1441809,1441809,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-075-k1,1
075,2,p1_branch_refine_834d8c9,1441809,784026,1.8389811052184495,1441809,784026,1.8389811052184495,1.8389811052184495,20260925T1525Z-s6607-branch-full500-p1-075-k2,1
075,3,p1_branch_refine_834d8c9,1441809,590847,2.440240874541125,1441809,590847,2.440240874541125,2.440240874541125,20260925T1525Z-s6607-branch-full500-p1-075-k3,1
075,4,p1_branch_refine_834d8c9,1441809,464500,3.1040021528525297,1441809,464500,3.1040021528525297,3.1040021528525297,20260925T1525Z-s6607-branch-full500-p1-075-k4,1
075,5,p1_branch_refine_834d8c9,1441809,378832,3.805932444988808,1441809,378832,3.805932444988808,3.805932444988808,20260925T1525Z-s6607-branch-full500-p1-075-k5,1
076,1,p1_branch_refine_834d8c9,6185113,6084070,1.0166077970832026,6185113,6084070,1.0166077970832026,1.0,20260925T1525Z-s6607-branch-full500-p1-076-k1,1
076,2,p1_branch_refine_834d8c9,6185113,3041124,2.033824664827873,6185113,3041124,2.033824664827873,2.033824664827873,20260925T1525Z-s6607-branch-full500-p1-076-k2,1
076,3,p1_branch_refine_834d8c9,6185113,2028575,3.048993998250003,6185113,2028575,3.048993998250003,3.048993998250003,20260925T1525Z-s6607-branch-full500-p1-076-k3,1
076,4,p1_branch_refine_834d8c9,6185113,1523838,4.05890455547112,6185113,1523838,4.05890455547112,4.05890455547112,20260925T1525Z-s6607-branch-full500-p1-076-k4,1
076,5,p1_branch_refine_834d8c9,6185113,1231527,5.022312137695723,6185113,1231527,5.022312137695723,5.022312137695723,20260925T1525Z-s6607-branch-full500-p1-076-k5,1
077,1,p1_branch_refine_834d8c9,495320,495604,0.9994269618485726,495320,495604,0.9994269618485726,1.0,20260925T1525Z-s6607-branch-full500-p1-077-k1,1
077,2,p1_branch_refine_834d8c9,495320,250735,1.9754721119907472,495320,250735,1.9754721119907472,1.9754721119907472,20260925T1525Z-s6607-branch-full500-p1-077-k2,1
077,3,p1_branch_refine_834d8c9,495320,178739,2.771191513883372,495320,178739,2.771191513883372,2.771191513883372,20260925T1525Z-s6607-branch-full500-p1-077-k3,1
077,4,p1_branch_refine_834d8c9,495320,144734,3.4222781101883455,495320,144734,3.4222781101883455,3.4222781101883455,20260925T1525Z-s6607-branch-full500-p1-077-k4,1
077,5,p1_branch_refine_834d8c9,495320,121081,4.090815239385205,495320,121081,4.090815239385205,4.090815239385205,20260925T1525Z-s6607-branch-full500-p1-077-k5,1
078,1,p1_branch_refine_834d8c9,2296143,2296143,1.0,2296143,2296143,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-078-k1,1
078,2,p1_branch_refine_834d8c9,2296143,1110808,2.067092602862061,2296143,1110808,2.067092602862061,2.067092602862061,20260925T1525Z-s6607-branch-full500-p1-078-k2,1
078,3,p1_branch_refine_834d8c9,2296143,847980,2.7077796646147316,2296143,847980,2.7077796646147316,2.7077796646147316,20260925T1525Z-s6607-branch-full500-p1-078-k3,1
078,4,p1_branch_refine_834d8c9,2296143,643992,3.5654837327171767,2296143,643992,3.5654837327171767,3.5654837327171767,20260925T1525Z-s6607-branch-full500-p1-078-k4,1
078,5,p1_branch_refine_834d8c9,2296143,599211,3.8319440063683743,2296143,599211,3.8319440063683743,3.8319440063683743,20260925T1525Z-s6607-branch-full500-p1-078-k5,1
079,1,p1_branch_refine_834d8c9,31052251,29441984,1.0546928834687228,31052251,29441984,1.0546928834687228,1.0,20260925T1525Z-s6607-branch-full500-p1-079-k1,1
079,2,p1_branch_refine_834d8c9,31052251,15048600,2.063464441874992,31052251,15048600,2.063464441874992,2.063464441874992,20260925T1525Z-s6607-branch-full500-p1-079-k2,1
079,3,p1_branch_refine_834d8c9,31052251,9819501,3.1623043777886473,31052251,9819501,3.1623043777886473,3.1623043777886473,20260925T1525Z-s6607-branch-full500-p1-079-k3,1
079,4,p1_branch_refine_834d8c9,31052251,7559556,4.107681853272864,31052251,7559556,4.107681853272864,4.107681853272864,20260925T1525Z-s6607-branch-full500-p1-079-k4,1
079,5,p1_branch_refine_834d8c9,31052251,6020518,5.157737423922659,31052251,6020518,5.157737423922659,5.157737423922659,20260925T1525Z-s6607-branch-full500-p1-079-k5,1
080,1,p1_branch_refine_834d8c9,292138,292138,1.0,292138,292138,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-080-k1,1
080,2,p1_branch_refine_834d8c9,292138,145825,2.0033464769415397,292138,145825,2.0033464769415397,2.0033464769415397,20260925T1525Z-s6607-branch-full500-p1-080-k2,1
080,3,p1_branch_refine_834d8c9,292138,100325,2.9119162721156244,292138,100325,2.9119162721156244,2.9119162721156244,20260925T1525Z-s6607-branch-full500-p1-080-k3,1
080,4,p1_branch_refine_834d8c9,292138,91774,3.1832327238651468,292138,91774,3.1832327238651468,3.1832327238651468,20260925T1525Z-s6607-branch-full500-p1-080-k4,1
080,5,p1_branch_refine_834d8c9,292138,97383,2.9998870439399075,292138,97383,2.9998870439399075,2.9998870439399075,20260925T1525Z-s6607-branch-full500-p1-080-k5,1
081,1,p1_branch_refine_834d8c9,151795,151795,1.0,151795,151795,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-081-k1,1
081,2,p1_branch_refine_834d8c9,151795,76860,1.9749544626593807,151795,76860,1.9749544626593807,1.9749544626593807,20260925T1525Z-s6607-branch-full500-p1-081-k2,1
081,3,p1_branch_refine_834d8c9,151795,51943,2.9223379473653814,151795,51943,2.9223379473653814,2.9223379473653814,20260925T1525Z-s6607-branch-full500-p1-081-k3,1
081,4,p1_branch_refine_834d8c9,151795,39588,3.834369000707285,151795,39588,3.834369000707285,3.834369000707285,20260925T1525Z-s6607-branch-full500-p1-081-k4,1
081,5,p1_branch_refine_834d8c9,151795,30943,4.905632937982743,151795,30943,4.905632937982743,4.905632937982743,20260925T1525Z-s6607-branch-full500-p1-081-k5,1
082,1,p1_branch_refine_834d8c9,721041,721041,1.0,721041,721041,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-082-k1,1
082,2,p1_branch_refine_834d8c9,721041,380215,1.8964033507357678,721041,380215,1.8964033507357678,1.8964033507357678,20260925T1525Z-s6607-branch-full500-p1-082-k2,1
082,3,p1_branch_refine_834d8c9,721041,270269,2.667864238961923,721041,270269,2.667864238961923,2.667864238961923,20260925T1525Z-s6607-branch-full500-p1-082-k3,1
082,4,p1_branch_refine_834d8c9,721041,202725,3.5567443581206066,721041,202725,3.5567443581206066,3.5567443581206066,20260925T1525Z-s6607-branch-full500-p1-082-k4,1
082,5,p1_branch_refine_834d8c9,721041,198803,3.626912068731357,721041,198803,3.626912068731357,3.626912068731357,20260925T1525Z-s6607-branch-full500-p1-082-k5,1
083,1,p1_branch_refine_834d8c9,1057993,1057993,1.0,1057993,1057993,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-083-k1,1
083,2,p1_branch_refine_834d8c9,1057993,450094,2.3506045403848974,1057993,450094,2.3506045403848974,2.3506045403848974,20260925T1525Z-s6607-branch-full500-p1-083-k2,1
083,3,p1_branch_refine_834d8c9,1057993,323229,3.273199496332322,1057993,323229,3.273199496332322,3.273199496332322,20260925T1525Z-s6607-branch-full500-p1-083-k3,1
083,4,p1_branch_refine_834d8c9,1057993,272906,3.876767091965732,1057993,272906,3.876767091965732,3.876767091965732,20260925T1525Z-s6607-branch-full500-p1-083-k4,1
083,5,p1_branch_refine_834d8c9,1057993,247686,4.271509088119635,1057993,247686,4.271509088119635,4.271509088119635,20260925T1525Z-s6607-branch-full500-p1-083-k5,1
084,1,p1_branch_refine_834d8c9,2507412,2509460,0.9991838881671754,2507412,2509460,0.9991838881671754,1.0,20260925T1525Z-s6607-branch-full500-p1-084-k1,1
084,2,p1_branch_refine_834d8c9,2507412,792218,3.1650530535786867,2507412,792218,3.1650530535786867,3.1650530535786867,20260925T1525Z-s6607-branch-full500-p1-084-k2,1
084,3,p1_branch_refine_834d8c9,2507412,559980,4.477681345762349,2507412,559980,4.477681345762349,4.477681345762349,20260925T1525Z-s6607-branch-full500-p1-084-k3,1
084,4,p1_branch_refine_834d8c9,2507412,446024,5.621697487130738,2507412,446024,5.621697487130738,5.621697487130738,20260925T1525Z-s6607-branch-full500-p1-084-k4,1
084,5,p1_branch_refine_834d8c9,2507412,390425,6.42226291861433,2507412,390425,6.42226291861433,6.42226291861433,20260925T1525Z-s6607-branch-full500-p1-084-k5,1
085,1,p1_branch_refine_834d8c9,3187899,3187899,1.0,3187899,3187899,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-085-k1,1
085,2,p1_branch_refine_834d8c9,3187899,1639782,1.9440992766111593,3187899,1639782,1.9440992766111593,1.9440992766111593,20260925T1525Z-s6607-branch-full500-p1-085-k2,1
085,3,p1_branch_refine_834d8c9,3187899,1149298,2.773779298319496,3187899,1149298,2.773779298319496,2.773779298319496,20260925T1525Z-s6607-branch-full500-p1-085-k3,1
085,4,p1_branch_refine_834d8c9,3187899,900325,3.5408313664510036,3187899,900325,3.5408313664510036,3.5408313664510036,20260925T1525Z-s6607-branch-full500-p1-085-k4,1
085,5,p1_branch_refine_834d8c9,3187899,681874,4.675202456758873,3187899,681874,4.675202456758873,4.675202456758873,20260925T1525Z-s6607-branch-full500-p1-085-k5,1
086,1,p1_branch_refine_834d8c9,118403,118403,1.0,118403,118403,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-086-k1,1
086,2,p1_branch_refine_834d8c9,118403,69001,1.7159606382516195,118403,69001,1.7159606382516195,1.7159606382516195,20260925T1525Z-s6607-branch-full500-p1-086-k2,1
086,3,p1_branch_refine_834d8c9,118403,54350,2.178528058877645,118403,54350,2.178528058877645,2.178528058877645,20260925T1525Z-s6607-branch-full500-p1-086-k3,1
086,4,p1_branch_refine_834d8c9,118403,43378,2.729563373138457,118403,43378,2.729563373138457,2.729563373138457,20260925T1525Z-s6607-branch-full500-p1-086-k4,1
086,5,p1_branch_refine_834d8c9,118403,48204,2.4562899344452744,118403,48204,2.4562899344452744,2.4562899344452744,20260925T1525Z-s6607-branch-full500-p1-086-k5,1
087,1,p1_branch_refine_834d8c9,3974071,3948695,1.0064264269587802,3974071,3948695,1.0064264269587802,1.0,20260925T1525Z-s6607-branch-full500-p1-087-k1,1
087,2,p1_branch_refine_834d8c9,3974071,1975773,2.0114006011824235,3974071,1975773,2.0114006011824235,2.0114006011824235,20260925T1525Z-s6607-branch-full500-p1-087-k2,1
087,3,p1_branch_refine_834d8c9,3974071,1378740,2.882393344648012,3974071,1378740,2.882393344648012,2.882393344648012,20260925T1525Z-s6607-branch-full500-p1-087-k3,1
087,4,p1_branch_refine_834d8c9,3974071,1046678,3.796842008717103,3974071,1046678,3.796842008717103,3.796842008717103,20260925T1525Z-s6607-branch-full500-p1-087-k4,1
087,5,p1_branch_refine_834d8c9,3974071,869315,4.571497098290033,3974071,869315,4.571497098290033,4.571497098290033,20260925T1525Z-s6607-branch-full500-p1-087-k5,1
088,1,p1_branch_refine_834d8c9,243623,243623,1.0,243623,243623,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-088-k1,1
088,2,p1_branch_refine_834d8c9,243623,139970,1.7405372579838536,243623,139970,1.7405372579838536,1.7405372579838536,20260925T1525Z-s6607-branch-full500-p1-088-k2,1
088,3,p1_branch_refine_834d8c9,243623,110325,2.20823022886925,243623,110325,2.20823022886925,2.20823022886925,20260925T1525Z-s6607-branch-full500-p1-088-k3,1
088,4,p1_branch_refine_834d8c9,243623,89713,2.715581911205734,243623,89713,2.715581911205734,2.715581911205734,20260925T1525Z-s6607-branch-full500-p1-088-k4,1
088,5,p1_branch_refine_834d8c9,243623,91469,2.66344881872547,243623,91469,2.66344881872547,2.66344881872547,20260925T1525Z-s6607-branch-full500-p1-088-k5,1
089,1,p1_branch_refine_834d8c9,693092,694660,0.9977427806408891,693092,694660,0.9977427806408891,1.0,20260925T1525Z-s6607-branch-full500-p1-089-k1,1
089,2,p1_branch_refine_834d8c9,693092,330406,2.09769798369279,693092,330406,2.09769798369279,2.09769798369279,20260925T1525Z-s6607-branch-full500-p1-089-k2,1
089,3,p1_branch_refine_834d8c9,693092,232396,2.982374911788499,693092,232396,2.982374911788499,2.982374911788499,20260925T1525Z-s6607-branch-full500-p1-089-k3,1
089,4,p1_branch_refine_834d8c9,693092,178160,3.8902784014369107,693092,178160,3.8902784014369107,3.8902784014369107,20260925T1525Z-s6607-branch-full500-p1-089-k4,1
089,5,p1_branch_refine_834d8c9,693092,147432,4.701096098540344,693092,147432,4.701096098540344,4.701096098540344,20260925T1525Z-s6607-branch-full500-p1-089-k5,1
090,1,p1_branch_refine_834d8c9,1178363,1178363,1.0,1178363,1178363,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-090-k1,1
090,2,p1_branch_refine_834d8c9,1178363,512913,2.2973935150795555,1178363,512913,2.2973935150795555,2.2973935150795555,20260925T1525Z-s6607-branch-full500-p1-090-k2,1
090,3,p1_branch_refine_834d8c9,1178363,403245,2.9222011432255823,1178363,403245,2.9222011432255823,2.9222011432255823,20260925T1525Z-s6607-branch-full500-p1-090-k3,1
090,4,p1_branch_refine_834d8c9,1178363,354097,3.327797185516963,1178363,354097,3.327797185516963,3.327797185516963,20260925T1525Z-s6607-branch-full500-p1-090-k4,1
090,5,p1_branch_refine_834d8c9,1178363,319844,3.6841804129513136,1178363,319844,3.6841804129513136,3.6841804129513136,20260925T1525Z-s6607-branch-full500-p1-090-k5,1
091,1,p1_branch_refine_834d8c9,9186769,9094590,1.0101355861011876,9186769,9094590,1.0101355861011876,1.0,20260925T1525Z-s6607-branch-full500-p1-091-k1,1
091,2,p1_branch_refine_834d8c9,9186769,4540779,2.023170253386038,9186769,4540779,2.023170253386038,2.023170253386038,20260925T1525Z-s6607-branch-full500-p1-091-k2,1
091,3,p1_branch_refine_834d8c9,9186769,3038706,3.023250357224424,9186769,3038706,3.023250357224424,3.023250357224424,20260925T1525Z-s6607-branch-full500-p1-091-k3,1
091,4,p1_branch_refine_834d8c9,9186769,2293515,4.005541276163443,9186769,2293515,4.005541276163443,4.005541276163443,20260925T1525Z-s6607-branch-full500-p1-091-k4,1
091,5,p1_branch_refine_834d8c9,9186769,1861803,4.934339991932552,9186769,1861803,4.934339991932552,4.934339991932552,20260925T1525Z-s6607-branch-full500-p1-091-k5,1
092,1,p1_branch_refine_834d8c9,4815554,4912704,0.9802247397767095,4815554,4912704,0.9802247397767095,1.0,20260925T1525Z-s6607-branch-full500-p1-092-k1,1
092,2,p1_branch_refine_834d8c9,4815554,1955568,2.4624835341956914,4815554,1955568,2.4624835341956914,2.4624835341956914,20260925T1525Z-s6607-branch-full500-p1-092-k2,1
092,3,p1_branch_refine_834d8c9,4815554,1343229,3.585058095082819,4815554,1343229,3.585058095082819,3.585058095082819,20260925T1525Z-s6607-branch-full500-p1-092-k3,1
092,4,p1_branch_refine_834d8c9,4815554,1045928,4.604097031535631,4815554,1045928,4.604097031535631,4.604097031535631,20260925T1525Z-s6607-branch-full500-p1-092-k4,1
092,5,p1_branch_refine_834d8c9,4815554,888151,5.421999187075171,4815554,888151,5.421999187075171,5.421999187075171,20260925T1525Z-s6607-branch-full500-p1-092-k5,1
093,1,p1_branch_refine_834d8c9,74205,74205,1.0,74205,74205,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-093-k1,1
093,2,p1_branch_refine_834d8c9,74205,37827,1.9616940280751844,74205,37827,1.9616940280751844,1.9616940280751844,20260925T1525Z-s6607-branch-full500-p1-093-k2,1
093,3,p1_branch_refine_834d8c9,74205,25103,2.956021192686133,74205,25103,2.956021192686133,2.956021192686133,20260925T1525Z-s6607-branch-full500-p1-093-k3,1
093,4,p1_branch_refine_834d8c9,74205,19779,3.751706355225239,74205,19779,3.751706355225239,3.751706355225239,20260925T1525Z-s6607-branch-full500-p1-093-k4,1
093,5,p1_branch_refine_834d8c9,74205,15876,4.674036281179139,74205,15876,4.674036281179139,4.674036281179139,20260925T1525Z-s6607-branch-full500-p1-093-k5,1
094,1,p1_branch_refine_834d8c9,94892,94892,1.0,94892,94892,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-094-k1,1
094,2,p1_branch_refine_834d8c9,94892,53135,1.785866189893667,94892,53135,1.785866189893667,1.785866189893667,20260925T1525Z-s6607-branch-full500-p1-094-k2,1
094,3,p1_branch_refine_834d8c9,94892,39889,2.37890145152799,94892,39889,2.37890145152799,2.37890145152799,20260925T1525Z-s6607-branch-full500-p1-094-k3,1
094,4,p1_branch_refine_834d8c9,94892,29962,3.16707829917896,94892,29962,3.16707829917896,3.16707829917896,20260925T1525Z-s6607-branch-full500-p1-094-k4,1
094,5,p1_branch_refine_834d8c9,94892,24943,3.804353926953454,94892,24943,3.804353926953454,3.804353926953454,20260925T1525Z-s6607-branch-full500-p1-094-k5,1
095,1,p1_branch_refine_834d8c9,2084853,2084853,1.0,2084853,2084853,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-095-k1,1
095,2,p1_branch_refine_834d8c9,2084853,822952,2.533383478015729,2084853,822952,2.533383478015729,2.533383478015729,20260925T1525Z-s6607-branch-full500-p1-095-k2,1
095,3,p1_branch_refine_834d8c9,2084853,695775,2.9964471273040854,2084853,695775,2.9964471273040854,2.9964471273040854,20260925T1525Z-s6607-branch-full500-p1-095-k3,1
095,4,p1_branch_refine_834d8c9,2084853,524422,3.9755254356224565,2084853,524422,3.9755254356224565,3.9755254356224565,20260925T1525Z-s6607-branch-full500-p1-095-k4,1
095,5,p1_branch_refine_834d8c9,2084853,420852,4.953886401870491,2084853,420852,4.953886401870491,4.953886401870491,20260925T1525Z-s6607-branch-full500-p1-095-k5,1
096,1,p1_branch_refine_834d8c9,84194,84194,1.0,84194,84194,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-096-k1,1
096,2,p1_branch_refine_834d8c9,84194,47196,1.783922366302229,84194,47196,1.783922366302229,1.783922366302229,20260925T1525Z-s6607-branch-full500-p1-096-k2,1
096,3,p1_branch_refine_834d8c9,84194,33606,2.5053264298042017,84194,33606,2.5053264298042017,2.5053264298042017,20260925T1525Z-s6607-branch-full500-p1-096-k3,1
096,4,p1_branch_refine_834d8c9,84194,24330,3.4605014385532264,84194,24330,3.4605014385532264,3.4605014385532264,20260925T1525Z-s6607-branch-full500-p1-096-k4,1
096,5,p1_branch_refine_834d8c9,84194,24546,3.4300497025992014,84194,24546,3.4300497025992014,3.4300497025992014,20260925T1525Z-s6607-branch-full500-p1-096-k5,1
097,1,p1_branch_refine_834d8c9,11491509,11215101,1.024646055349836,11491509,11215101,1.024646055349836,1.0,20260925T1525Z-s6607-branch-full500-p1-097-k1,1
097,2,p1_branch_refine_834d8c9,11491509,5617602,2.045625339780212,11491509,5617602,2.045625339780212,2.045625339780212,20260925T1525Z-s6607-branch-full500-p1-097-k2,1
097,3,p1_branch_refine_834d8c9,11491509,3651815,3.146793854562731,11491509,3651815,3.146793854562731,3.146793854562731,20260925T1525Z-s6607-branch-full500-p1-097-k3,1
097,4,p1_branch_refine_834d8c9,11491509,2626908,4.37453805005733,11491509,2626908,4.37453805005733,4.37453805005733,20260925T1525Z-s6607-branch-full500-p1-097-k4,1
097,5,p1_branch_refine_834d8c9,11491509,2102348,5.466035594487687,11491509,2102348,5.466035594487687,5.466035594487687,20260925T1525Z-s6607-branch-full500-p1-097-k5,1
098,1,p1_branch_refine_834d8c9,177430,177430,1.0,177430,177430,1.0,1.0,20260925T1525Z-s6607-branch-full500-p1-098-k1,1
098,2,p1_branch_refine_834d8c9,177430,89756,1.9768037791345425,177430,89756,1.9768037791345425,1.9768037791345425,20260925T1525Z-s6607-branch-full500-p1-098-k2,1
098,3,p1_branch_refine_834d8c9,177430,76808,2.310045828559525,177430,76808,2.310045828559525,2.310045828559525,20260925T1525Z-s6607-branch-full500-p1-098-k3,1
098,4,p1_branch_refine_834d8c9,177430,65648,2.7027479892761392,177430,65648,2.7027479892761392,2.7027479892761392,20260925T1525Z-s6607-branch-full500-p1-098-k4,1
098,5,p1_branch_refine_834d8c9,177430,60140,2.9502826737612238,177430,60140,2.9502826737612238,2.9502826737612238,20260925T1525Z-s6607-branch-full500-p1-098-k5,1
