method,case,cores,baseline_cycles,makespan_cycles,observed_speedup,plot_speedup
q2-adaptive-budget,045,4,125614.0,33079.0,3.7973941171135768,3.7973941171135768
q2-adaptive-budget,046,4,209667.0,77846.0,2.6933561133520025,2.6933561133520025
q2-adaptive-budget,047,4,314219.0,154452.0,2.0344119856007046,2.0344119856007046
q2-adaptive-budget,048,4,208057.0,118751.0,1.7520441933120563,1.7520441933120563
q2-adaptive-budget,049,4,176170.0,151957.0,1.1593411293984484,1.1593411293984484
q2-adaptive-budget,050,4,141465.0,103057.0,1.3726869596436924,1.3726869596436924
q2-adaptive-budget,051,4,607628.0,185899.0,3.268592084949354,3.268592084949354
q2-adaptive-budget,052,4,156852.0,38023.0,4.125187386581806,4.125187386581806
q2-adaptive-budget,053,4,1451270.0,475455.0,3.0523814030770526,3.0523814030770526
q2-adaptive-budget,054,4,796552.0,501392.0,1.5886811117847912,1.5886811117847912
q2-adaptive-budget,055,4,97795.0,28296.0,3.456142210913203,3.456142210913203
q2-adaptive-budget,056,4,260878.0,253319.0,1.0298398462018246,1.0298398462018246
q2-adaptive-budget,057,4,55200.0,19328.0,2.8559602649006623,2.8559602649006623
q2-adaptive-budget,058,4,4519395.0,1158637.0,3.900613393150745,3.900613393150745
q2-adaptive-budget,059,4,826573.0,185216.0,4.46275159813407,4.46275159813407
q2-adaptive-budget,060,4,864899.0,216590.0,3.9932545362205087,3.9932545362205087
q2-adaptive-budget,061,4,73918.0,23779.0,3.1085411497539845,3.1085411497539845
q2-adaptive-budget,062,4,2619177.0,775354.0,3.378040224207265,3.378040224207265
q2-adaptive-budget,063,4,982413.0,291142.0,3.374343104052318,3.374343104052318
q2-adaptive-budget,064,4,17829.0,13322.0,1.3383125656808288,1.3383125656808288
q2-adaptive-budget,065,4,41549.0,10779.0,3.8546247332776695,3.8546247332776695
q2-adaptive-budget,066,4,346060.0,248283.0,1.39381270566249,1.39381270566249
q2-adaptive-budget,067,4,60623154.0,15224345.0,3.981987665150783,3.981987665150783
q2-adaptive-budget,068,4,341673.0,294340.0,1.1608106271658627,1.1608106271658627
q2-adaptive-budget,069,4,24009.0,18379.0,1.3063278742042548,1.3063278742042548
q2-adaptive-budget,070,4,98267.0,31379.0,3.1316166863188757,3.1316166863188757
q2-adaptive-budget,071,4,18205.0,13146.0,1.3848318880267763,1.3848318880267763
q2-adaptive-budget,072,4,23753369.0,6326553.0,3.7545514911516586,3.7545514911516586
q2-adaptive-budget,073,4,8210935.0,2222685.0,3.6941514429620033,3.6941514429620033
q2-adaptive-budget,074,4,1725175.0,455270.0,3.7893447844136445,3.7893447844136445
q2-adaptive-budget,075,4,1390602.0,478237.0,2.907767487668248,2.907767487668248
q2-adaptive-budget,076,4,6309740.0,1525945.0,4.134972099256526,4.134972099256526
q2-adaptive-budget,077,4,482049.0,122380.0,3.9389524432096747,3.9389524432096747
q2-adaptive-budget,078,4,2061245.0,516480.0,3.990948342627014,3.990948342627014
q2-adaptive-budget,079,4,31304177.0,7738844.0,4.045071460285283,4.045071460285283
q2-adaptive-budget,080,4,295392.0,112232.0,2.6319766198588637,2.6319766198588637
q2-adaptive-budget,081,4,151795.0,47085.0,3.2238504831687376,3.2238504831687376
q2-adaptive-budget,082,4,703323.0,243359.0,2.8900636508203927,2.8900636508203927
q2-adaptive-budget,083,4,835336.0,210367.0,3.9708509414499424,3.9708509414499424
q2-adaptive-budget,084,4,1266708.0,317988.0,3.98350881165327,3.98350881165327
q2-adaptive-budget,085,4,3143505.0,1030113.0,3.0516118134612418,3.0516118134612418
q2-adaptive-budget,086,4,112029.0,99945.0,1.1209064985742159,1.1209064985742159
q2-adaptive-budget,087,4,4091707.0,1214996.0,3.3676711692878003,3.3676711692878003
q2-adaptive-budget,088,4,229958.0,199448.0,1.1529722032810557,1.1529722032810557
q2-adaptive-budget,089,4,589412.0,147992.0,3.9827287961511435,3.9827287961511435
q2-adaptive-budget,090,4,840883.0,290754.0,2.892077151131197,2.892077151131197
q2-adaptive-budget,091,4,9402402.0,2298823.0,4.090093930676699,4.090093930676699
q2-adaptive-budget,092,4,4180541.0,997263.0,4.1920145438063985,4.1920145438063985
q2-adaptive-budget,093,4,74205.0,19743.0,3.7585473332320314,3.7585473332320314
q2-adaptive-budget,094,4,84458.0,24430.0,3.4571428571428573,3.4571428571428573
q2-adaptive-budget,095,4,1070301.0,269686.0,3.968693221005169,3.968693221005169
q2-adaptive-budget,096,4,75620.0,26984.0,2.80240142306552,2.80240142306552
q2-adaptive-budget,097,4,11491509.0,2626908.0,4.37453805005733,4.37453805005733
q2-adaptive-budget,098,4,163731.0,90237.0,1.814455267794807,1.814455267794807
q2-adaptive-budget,099,4,1599756.0,402826.0,3.9713325356357334,3.9713325356357334
q2-adaptive-budget,100,4,106726.0,59709.0,1.7874357299569579,1.7874357299569579
q2-adaptive-budget,001,5,233110.0,47502.0,4.9073723211654245,4.9073723211654245
q2-adaptive-budget,002,5,240813.0,59810.0,4.026299949841164,4.026299949841164
q2-adaptive-budget,003,5,566163.0,515736.0,1.0977767695099818,1.0977767695099818
q2-adaptive-budget,004,5,386417.0,83319.0,4.637801701892726,4.637801701892726
q2-adaptive-budget,005,5,90450.0,66385.0,1.3625065903442042,1.3625065903442042
q2-adaptive-budget,006,5,69275.0,31789.0,2.179212935292082,2.179212935292082
q2-adaptive-budget,007,5,979262.0,196870.0,4.974155534108803,4.974155534108803
q2-adaptive-budget,008,5,250437.0,52291.0,4.789294524870437,4.789294524870437
q2-adaptive-budget,009,5,139915.0,87425.0,1.6004003431512726,1.6004003431512726
q2-adaptive-budget,010,5,71470.0,31024.0,2.30370036101083,2.30370036101083
q2-adaptive-budget,011,5,184697.0,46777.0,3.9484575753041025,3.9484575753041025
q2-adaptive-budget,012,5,51401.0,12661.0,4.059789906010583,4.059789906010583
q2-adaptive-budget,013,5,263949.0,54117.0,4.8773767947225455,4.8773767947225455
q2-adaptive-budget,014,5,18021184.0,3666823.0,4.914658820455746,4.914658820455746
q2-adaptive-budget,015,5,160641.0,40828.0,3.934579210345841,3.934579210345841
q2-adaptive-budget,016,5,7715523.0,2240622.0,3.4434737318476745,3.4434737318476745
q2-adaptive-budget,017,5,130072.0,28510.0,4.562329007365837,4.562329007365837
q2-adaptive-budget,018,5,1020703.0,196504.0,5.19431156617677,5.19431156617677
q2-adaptive-budget,019,5,64148.0,24346.0,2.6348476135710177,2.6348476135710177
q2-adaptive-budget,020,5,532746.0,110112.0,4.838219267654751,4.838219267654751
q2-adaptive-budget,021,5,6560801.0,1272517.0,5.155766877770592,5.155766877770592
q2-adaptive-budget,022,5,54123.0,12863.0,4.2076498484023945,4.2076498484023945
q2-adaptive-budget,023,5,88278.0,19530.0,4.520122887864823,4.520122887864823
q2-adaptive-budget,024,5,2555343.0,746832.0,3.421576740150395,3.421576740150395
q2-adaptive-budget,025,5,4703066.0,942938.0,4.987672572321828,4.987672572321828
q2-adaptive-budget,026,5,95694.0,46161.0,2.0730486774549943,2.0730486774549943
q2-adaptive-budget,027,5,2363952.0,558753.0,4.230763861670542,4.230763861670542
q2-adaptive-budget,028,5,40612073.0,8089360.0,5.020430911716131,5.020430911716131
q2-adaptive-budget,029,5,37555.0,11624.0,3.2308155540261527,3.2308155540261527
q2-adaptive-budget,030,5,2820990.0,558860.0,5.047757935797875,5.047757935797875
q2-adaptive-budget,031,5,1421235.0,336697.0,4.2211097811979315,4.2211097811979315
q2-adaptive-budget,032,5,34103.0,10714.0,3.1830315475079334,3.1830315475079334
q2-adaptive-budget,033,5,1792938.0,352730.0,5.083032347688033,5.083032347688033
q2-adaptive-budget,034,5,805560.0,164609.0,4.893778590478042,4.893778590478042
q2-adaptive-budget,035,5,152994.0,88584.0,1.7271064752099703,1.7271064752099703
q2-adaptive-budget,036,5,931510.0,187182.0,4.976493466252097,4.976493466252097
q2-adaptive-budget,037,5,210533.0,46194.0,4.557583235918084,4.557583235918084
q2-adaptive-budget,038,5,1353582.0,270889.0,4.996814193267353,4.996814193267353
q2-adaptive-budget,039,5,1425374.0,449653.0,3.1699421553953826,3.1699421553953826
q2-adaptive-budget,040,5,244334.0,104200.0,2.344856046065259,2.344856046065259
q2-adaptive-budget,041,5,6000284.0,1204582.0,4.981216720820998,4.981216720820998
q2-adaptive-budget,042,5,1800662.0,406208.0,4.432857058452813,4.432857058452813
q2-adaptive-budget,043,5,616415.0,264790.0,2.327939121568035,2.327939121568035
q2-adaptive-budget,044,5,74523.0,43795.0,1.701632606461925,1.701632606461925
q2-adaptive-budget,045,5,125614.0,29103.0,4.31618733463904,4.31618733463904
q2-adaptive-budget,046,5,209667.0,77846.0,2.6933561133520025,2.6933561133520025
q2-adaptive-budget,047,5,314219.0,161273.0,1.9483670546216663,1.9483670546216663
q2-adaptive-budget,048,5,208057.0,119150.0,1.7461770877045741,1.7461770877045741
q2-adaptive-budget,049,5,176170.0,152030.0,1.1587844504374136,1.1587844504374136
q2-adaptive-budget,050,5,141465.0,103125.0,1.3717818181818182,1.3717818181818182
q2-adaptive-budget,051,5,607628.0,182999.0,3.3203897289056226,3.3203897289056226
q2-adaptive-budget,052,5,156852.0,32160.0,4.8772388059701495,4.8772388059701495
q2-adaptive-budget,053,5,1451270.0,476886.0,3.0432220698447847,3.0432220698447847
q2-adaptive-budget,054,5,796552.0,501842.0,1.5872565468812894,1.5872565468812894
q2-adaptive-budget,055,5,97795.0,21144.0,4.625189178963299,4.625189178963299
q2-adaptive-budget,056,5,260878.0,253392.0,1.0295431584264696,1.0295431584264696
q2-adaptive-budget,057,5,55200.0,16210.0,3.405305367057372,3.405305367057372
q2-adaptive-budget,058,5,4519395.0,1082199.0,4.176121951692803,4.176121951692803
q2-adaptive-budget,059,5,826573.0,150867.0,5.478819092313097,5.478819092313097
q2-adaptive-budget,060,5,864899.0,172962.0,5.000514563892647,5.000514563892647
q2-adaptive-budget,061,5,73918.0,22503.0,3.2848064702484114,3.2848064702484114
q2-adaptive-budget,062,5,2619177.0,617306.0,4.242915183069661,4.242915183069661
q2-adaptive-budget,063,5,982413.0,232764.0,4.220639789658194,4.220639789658194
q2-adaptive-budget,064,5,17829.0,13697.0,1.3016718989559757,1.3016718989559757
q2-adaptive-budget,065,5,41549.0,9429.0,4.406511825220066,4.406511825220066
q2-adaptive-budget,066,5,346060.0,248898.0,1.3903687454298548,1.3903687454298548
q2-adaptive-budget,067,5,60623154.0,12592585.0,4.814194543852593,4.814194543852593
q2-adaptive-budget,068,5,341673.0,295114.0,1.1577661513855662,1.1577661513855662
q2-adaptive-budget,069,5,24009.0,19824.0,1.2111077481840193,1.2111077481840193
q2-adaptive-budget,070,5,98267.0,29585.0,3.3215142808855838,3.3215142808855838
q2-adaptive-budget,071,5,18205.0,11332.0,1.6065125308859867,1.6065125308859867
q2-adaptive-budget,072,5,23753369.0,5087361.0,4.669094447985901,4.669094447985901
q2-adaptive-budget,073,5,8210935.0,1846409.0,4.446975182638299,4.446975182638299
q2-adaptive-budget,074,5,1725175.0,369653.0,4.667012035611776,4.667012035611776
q2-adaptive-budget,075,5,1390602.0,415695.0,3.3452459134702126,3.3452459134702126
q2-adaptive-budget,076,5,6309740.0,1223373.0,5.157658375654849,5.157658375654849
q2-adaptive-budget,077,5,482049.0,113920.0,4.231469452247191,4.231469452247191
q2-adaptive-budget,078,5,2061245.0,516480.0,3.990948342627014,3.990948342627014
q2-adaptive-budget,079,5,31304177.0,6212296.0,5.039067198343415,5.039067198343415
q2-adaptive-budget,080,5,295392.0,110852.0,2.6647421787608705,2.6647421787608705
q2-adaptive-budget,081,5,151795.0,40036.0,3.791462683584774,3.791462683584774
q2-adaptive-budget,082,5,703323.0,237977.0,2.955424263689348,2.955424263689348
q2-adaptive-budget,083,5,835336.0,184594.0,4.525260842714281,4.525260842714281
q2-adaptive-budget,084,5,1266708.0,254640.0,4.974505183788878,4.974505183788878
q2-adaptive-budget,085,5,3143505.0,1021521.0,3.0772788811977434,3.0772788811977434
q2-adaptive-budget,086,5,112029.0,102180.0,1.0963887257780387,1.0963887257780387
q2-adaptive-budget,087,5,4091707.0,898591.0,4.553469821086567,4.553469821086567
q2-adaptive-budget,088,5,229958.0,200888.0,1.1447074987057464,1.1447074987057464
q2-adaptive-budget,089,5,589412.0,119306.0,4.9403382897758705,4.9403382897758705
q2-adaptive-budget,090,5,840883.0,260978.0,3.2220455364053673,3.2220455364053673
q2-adaptive-budget,091,5,9402402.0,1851628.0,5.077910897869335,5.077910897869335
q2-adaptive-budget,092,5,4180541.0,791297.0,5.2831503215606785,5.2831503215606785
q2-adaptive-budget,093,5,74205.0,15630.0,4.747600767754319,4.747600767754319
q2-adaptive-budget,094,5,84458.0,20349.0,4.15047422477763,4.15047422477763
q2-adaptive-budget,095,5,1070301.0,216624.0,4.940823731442499,4.940823731442499
q2-adaptive-budget,096,5,75620.0,27053.0,2.7952537611355486,2.7952537611355486
q2-adaptive-budget,097,5,11491509.0,2102348.0,5.466035594487687,5.466035594487687
q2-adaptive-budget,098,5,163731.0,90511.0,1.8089624465534575,1.8089624465534575
q2-adaptive-budget,099,5,1599756.0,325402.0,4.916245136784654,4.916245136784654
q2-adaptive-budget,100,5,106726.0,61671.0,1.730570284250296,1.730570284250296
