cores,n,mean,median,p95_nearest_rank,p95_linear,max,mean_scheduled_copy_bytes,mean_extra_ddr_bytes
all,500,2.8253411915691102,0.6693823540117592,13.163887834001798,13.169086750599668,25.551509333017748,12864768.192,10457467.652
