case,cores,status,makespan_cycles,baseline_cycles,fixed64_cycles,singlecore_speedup,fixed64_speedup,solver_wall_seconds,evaluation_wall_seconds,extra_ddr_bytes,spill_bytes,base_selected,attempt_id,run_id,reused
025,3,ok,1626688,4863026,3459730,2.989525957036629,2.1268553035370026,0.5214703329838812,3.8501432499906514,552960,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-025-k3-r0,20260924T1459Z-bounded400,False
025,4,ok,1221396,4863026,3456900,3.9815309694808234,2.830286000609139,0.5058151669800282,3.825026375008747,525312,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-025-k4-r0,20260924T1439Z-boundedfull4-99,True
025,5,ok,975282,4863026,3456900,4.986276789687495,3.5445132792361593,0.34511866699904203,14.150174334004987,110592,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-025-k5-r0,20260924T1459Z-bounded400,False
026,1,ok,99203,99203,106263,1.0,1.0711672026047598,0.039775250013917685,0.12358099999255501,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-026-k1-r0,20260924T1459Z-bounded400,False
026,2,ok,58112,99203,106263,1.707100082599119,1.8285896200440528,0.07676949998131022,0.13316120801027864,288,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-026-k2-r0,20260924T1459Z-bounded400,False
026,3,ok,41655,99203,106263,2.3815388308726444,2.551026287360461,0.038845292001497,0.1321917500172276,95664,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-026-k3-r0,20260924T1459Z-bounded400,False
026,4,ok,42226,99203,106263,2.3493345332259743,2.5165300999384264,0.0779908330005128,0.18101341699366458,170832,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-026-k4-r0,20260924T1439Z-boundedfull4-99,True
026,5,ok,44114,99203,106263,2.2487872330779344,2.4088271297093895,0.04006570900673978,0.12731308297952637,211680,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-026-k5-r0,20260924T1459Z-bounded400,False
027,1,ok,2363952,2363952,2505431,1.0,1.0598485079223268,0.0763155419845134,0.4000919999962207,1400832,1400832,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-027-k1-r0,20260924T1459Z-bounded400,False
027,2,ok,1120962,2363952,1529314,2.10886006840553,1.3642871033986879,0.07675141701474786,0.29246966599021107,1744896,638976,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-027-k2-r0,20260924T1459Z-bounded400,False
027,3,ok,837049,2363952,1319758,2.8241500796249683,1.5766795014389838,0.07571358297718689,0.3379644590022508,3686400,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-027-k3-r0,20260924T1459Z-bounded400,False
027,4,ok,559196,2363952,1123538,4.227412213249022,2.0092024978719447,0.07584224999300204,0.29277454101247713,3317760,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-027-k4-r0,20260924T1439Z-boundedfull4-99,True
027,5,ok,558753,2363952,1123161,4.230763861670542,2.0101207510295245,0.06795037499978207,0.34329987497767434,5529600,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-027-k5-r0,20260924T1459Z-bounded400,False
028,1,ok,43896686,43836040,40047633,0.9986184378474493,0.9123156358546064,0.45086162502411753,4.519764415977988,281067912,240246792,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-028-k1-r0,20260924T1459Z-bounded400,False
028,2,ok,23721639,43836040,40047633,1.8479347063666216,1.6882321242642635,0.5015218750049826,5.325914707995253,280672992,239851872,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-028-k2-r0,20260924T1459Z-bounded400,False
028,3,ok,16885878,43836040,40047633,2.5960178084906214,2.3716642391944323,0.4513995829911437,4.944861416995991,280624032,237654432,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-028-k3-r0,20260924T1459Z-bounded400,False
028,4,ok,13736020,43836040,40047633,3.1913203387880915,2.9155194153765063,0.3954630000225734,4.6528720000060275,280672992,239851872,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-028-k4-r0,20260924T1439Z-boundedfull4-99,True
028,5,ok,11491035,43836040,40047633,3.814803453300769,3.4851197476989673,0.2930959170043934,19.80653837500722,277818912,269224992,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-028-k5-r0,20260924T1459Z-bounded400,False
029,1,ok,37555,37555,39323,1.0,1.0470776194914126,0.07771500002127141,0.18672175001120195,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-029-k1-r0,20260924T1459Z-bounded400,False
029,2,ok,19740,37555,39323,1.9024822695035462,1.992046605876393,0.04112195799825713,0.18216620798921213,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-029-k2-r0,20260924T1459Z-bounded400,False
029,3,ok,12743,37555,39323,2.9471082162756024,3.0858510554814407,0.07306508300825953,0.12885625002672896,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-029-k3-r0,20260924T1459Z-bounded400,False
029,4,ok,11028,37555,39323,3.405422560754443,3.5657417482771128,0.040943500003777444,0.12898666600813158,0,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-029-k4-r0,20260924T1439Z-boundedfull4-99,True
029,5,ok,9383,37555,39323,4.002451241607162,4.190877118192476,0.07670362500357442,0.1253295420028735,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-029-k5-r0,20260924T1459Z-bounded400,False
030,1,ok,2792105,2808034,3390137,1.0057050146753077,1.2141867873880101,0.29099208299885504,2.0447273750032764,7456768,670720,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-030-k1-r0,20260924T1459Z-bounded400,False
030,2,ok,1398487,2808034,2392531,2.007908546879592,1.71079959985327,0.23793120798654854,3.655374916997971,9063424,951296,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-030-k2-r0,20260924T1459Z-bounded400,False
030,3,ok,933857,2808034,2237393,3.0069207598165457,2.3958625356987207,0.18031295901164412,18.994827540998813,9242624,5341184,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-030-k3-r0,20260924T1459Z-bounded400,False
030,4,ok,700342,2808034,2204660,4.009518206818954,3.1479762744487694,0.18127608401118778,14.533784999977797,10404864,4585472,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-030-k4-r0,20260924T1439Z-boundedfull4-99,True
030,5,ok,561102,2808034,2203311,5.004498290863337,3.9267566324839334,0.17960833298275247,18.48349508299725,11479040,4015104,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-030-k5-r0,20260924T1459Z-bounded400,False
031,1,ok,1405775,1414369,1562276,1.006113353843965,1.1113272038555246,0.18213124998146668,1.1395746670023073,4586496,801792,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-031-k1-r0,20260924T1459Z-bounded400,False
031,2,ok,737122,1414369,1373307,1.9187719264924938,1.8630660867536175,0.130536916985875,2.925450832990464,5466624,2545152,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-031-k2-r0,20260924T1459Z-bounded400,False
031,3,ok,485202,1414369,1373307,2.9150106553559136,2.8303819852350154,0.1323922500014305,5.538548791984795,7348224,3886080,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-031-k3-r0,20260924T1459Z-bounded400,False
031,4,ok,400883,1414369,1373307,3.5281341438773905,3.4257052556481566,0.12579058299888857,4.026939667004626,7641600,2718720,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-031-k4-r0,20260924T1439Z-boundedfull4-99,True
031,5,ok,306213,1414369,1373307,4.618905794332703,4.484809593322296,0.12569866600097157,4.684528374986257,8059392,1810944,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-031-k5-r0,20260924T1459Z-bounded400,False
032,1,ok,41443,41443,42166,1.0,1.017445648239751,0.07578383301733993,0.18395400000736117,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-032-k1-r0,20260924T1459Z-bounded400,False
032,2,ok,21880,41443,42166,1.8941042047531993,1.9271480804387568,0.0734327919781208,0.1797412500018254,6216,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-032-k2-r0,20260924T1459Z-bounded400,False
032,3,ok,15402,41443,42166,2.690754447474354,2.737696403064537,0.0401378330134321,0.12663704101578332,12360,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-032-k3-r0,20260924T1459Z-bounded400,False
032,4,ok,14274,41443,42166,2.9033907804399606,2.9540423146980523,0.04095254099229351,0.12383933298406191,12360,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-032-k4-r0,20260924T1439Z-boundedfull4-99,True
032,5,ok,10415,41443,42166,3.9791646663466156,4.048583773403744,0.03713283297838643,0.12647825002204627,12360,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-032-k5-r0,20260924T1459Z-bounded400,False
033,1,ok,1774196,1774196,1953972,1.0,1.1013281508920096,0.12773658300284296,1.907049375004135,4592640,4592640,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-033-k1-r0,20260924T1459Z-bounded400,False
033,2,ok,904907,1774196,1640546,1.960639049095653,1.8129443136145482,0.07357766697532497,2.2762004579999484,6645792,4586496,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-033-k2-r0,20260924T1459Z-bounded400,False
033,3,ok,607519,1774196,1566073,2.9203959053132493,2.5778173192937177,0.07049095799447969,2.2146767909871414,6972480,3019776,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-033-k3-r0,20260924T1459Z-bounded400,False
033,4,ok,461829,1774196,1493259,3.8416730001797204,3.233359100446269,0.07518200000049546,1.7083582920022309,7177824,1953792,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-033-k4-r0,20260924T1439Z-boundedfull4-99,True
033,5,ok,373638,1774196,1496745,4.748435651620017,4.005869317360654,0.07527174998540431,1.7272372920124326,7816320,1307136,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-033-k5-r0,20260924T1459Z-bounded400,False
034,1,ok,842996,842996,965325,1.0,1.1451121950756586,0.13203645800240338,1.9543672919971868,1079832,1079832,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-034-k1-r0,20260924T1459Z-bounded400,False
034,2,ok,419315,842996,842370,2.010412219930124,2.0089193088728043,0.12746399999014102,2.171627208008431,1991168,752640,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-034-k2-r0,20260924T1459Z-bounded400,False
034,3,ok,279005,842996,842370,3.0214368918119745,3.01919320442286,0.1283087079937104,2.1179798749799374,2705920,417280,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-034-k3-r0,20260924T1459Z-bounded400,False
034,4,ok,211980,842996,842370,3.976771393527691,3.9738182847438437,0.07728162498096935,1.8041787080001086,3116544,57344,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-034-k4-r0,20260924T1439Z-boundedfull4-99,True
034,5,ok,178384,842996,842370,4.725737734325948,4.722228450982151,0.13024662499083206,1.840113875019597,3512320,49152,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-034-k5-r0,20260924T1459Z-bounded400,False
035,1,ok,169571,169571,185073,1.0,1.091418933662006,0.07451270800083876,1.5274187499890104,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-035-k1-r0,20260924T1459Z-bounded400,False
035,2,ok,95406,169571,185073,1.7773620107750037,1.939846550531413,0.07747941600973718,1.465705665992573,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-035-k2-r0,20260924T1459Z-bounded400,False
035,3,ok,95424,169571,185073,1.77702674379611,1.939480633802817,0.07776316700619645,1.1553138330054935,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-035-k3-r0,20260924T1459Z-bounded400,False
035,4,ok,95442,169571,185073,1.7766916032773832,1.939114855095241,0.07557537499815226,0.942188500019256,4608,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-035-k4-r0,20260924T1439Z-boundedfull4-99,True
035,5,ok,95460,169571,185073,1.7763565891472868,1.9387492143306098,0.07440533299813978,1.0392952910042368,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-035-k5-r0,20260924T1459Z-bounded400,False
036,1,ok,931510,931510,1011715,1.0,1.0861021352427778,0.07812520899460651,1.1481300829909742,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-036-k1-r0,20260924T1459Z-bounded400,False
036,2,ok,466068,931510,1011715,1.998656848356892,2.1707454706180216,0.07854458401561715,0.7155098329822067,1152,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-036-k2-r0,20260924T1459Z-bounded400,False
036,3,ok,311345,931510,1011715,2.991890025534375,3.249498145144454,0.07262783299665898,0.7043362090189476,2304,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-036-k3-r0,20260924T1459Z-bounded400,False
036,4,ok,233584,931510,1011715,3.987901568600589,4.331268408795123,0.07769654100411572,0.39870237500872463,3456,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-036-k4-r0,20260924T1439Z-boundedfull4-99,True
036,5,ok,187182,931510,1011715,4.976493466252097,5.404980179718136,0.13117379197501577,0.5570315410150215,4608,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-036-k5-r0,20260924T1459Z-bounded400,False
037,1,ok,210001,210001,240609,1.0,1.145751686896729,0.07719879102660343,0.1883523750002496,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-037-k1-r0,20260924T1459Z-bounded400,False
037,2,ok,105374,210001,240609,1.992910964754114,2.2833810997020136,0.04128187501919456,0.13101437501609325,204800,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-037-k2-r0,20260924T1459Z-bounded400,False
037,3,ok,74038,210001,240609,2.836394824279424,3.2498041546233014,0.07240941599593498,0.17601587501121685,1064960,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-037-k3-r0,20260924T1459Z-bounded400,False
037,4,ok,53320,210001,240609,3.938503375843961,4.5125468867216805,0.039802541985409334,0.12923454100382514,614400,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-037-k4-r0,20260924T1439Z-boundedfull4-99,True
037,5,ok,43800,210001,240609,4.794543378995434,5.493356164383561,0.040999207994900644,0.18576516601024196,1925120,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-037-k5-r0,20260924T1459Z-bounded400,False
038,1,ok,1349031,1364555,1536384,1.0115075191007472,1.1388796847514995,0.18201041599968448,1.2551372090238146,7127040,724992,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-038-k1-r0,20260924T1459Z-bounded400,False
038,2,ok,681518,1364555,1139781,2.002228847954126,1.6724151086251573,0.13059787501697429,6.865914208989125,6790656,4273152,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-038-k2-r0,20260924T1459Z-bounded400,False
038,3,ok,462369,1364555,1082156,2.9512251037591186,2.3404596761461085,0.1277477080002427,7.159951125009684,8093184,3161088,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-038-k3-r0,20260924T1459Z-bounded400,False
038,4,ok,345206,1364555,1085379,3.9528716186856543,3.1441487112043243,0.12372570901061408,5.50253724999493,9295872,2781696,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-038-k4-r0,20260924T1439Z-boundedfull4-99,True
038,5,ok,283932,1364555,1090543,4.805921840440669,3.8408597833284026,0.12852612498681992,6.498435917019378,9667584,1108992,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-038-k5-r0,20260924T1459Z-bounded400,False
039,1,ok,1408153,1435262,1743064,1.019251459180927,1.2378370816239428,0.13087637498392724,1.1595832500024699,10416128,3723264,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-039-k1-r0,20260924T1459Z-bounded400,False
039,2,ok,708561,1435262,1388446,2.025601183243221,1.959529243071521,0.13278258297941647,6.178921791986795,11067392,6864896,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-039-k2-r0,20260924T1459Z-bounded400,False
039,3,ok,485565,1435262,1390996,2.9558596686334475,2.8646957667871447,0.13091150001855567,5.983257749991026,14323712,5918720,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-039-k3-r0,20260924T1459Z-bounded400,False
039,4,ok,395323,1435262,1393064,3.6306058590064327,3.5238627653842554,0.1281240840035025,4.185909749998245,17604608,4997120,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-039-k4-r0,20260924T1439Z-boundedfull4-99,True
039,5,ok,431161,1435262,1391150,3.3288307615948565,3.2265209515702953,0.12798016602755524,5.079369459010195,20480000,3670016,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-039-k5-r0,20260924T1459Z-bounded400,False
040,1,ok,253454,253454,278611,1.0,1.0992566698493613,0.07260216597933322,0.9348742089932784,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-040-k1-r0,20260924T1459Z-bounded400,False
040,2,ok,143799,253454,278611,1.762557458674956,1.9375030424411852,0.07542558299610391,0.9964814579871017,53760,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-040-k2-r0,20260924T1459Z-bounded400,False
040,3,ok,110105,253454,278611,2.301929975932065,2.5304118795695016,0.07574416699935682,0.8313050419965293,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-040-k3-r0,20260924T1459Z-bounded400,False
040,4,ok,110202,253454,278611,2.2999038129979494,2.528184606449974,0.07082404100219719,0.7207701670122333,53760,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-040-k4-r0,20260924T1439Z-boundedfull4-99,True
040,5,ok,110337,253454,278611,2.2970898248094476,2.5250913111648856,0.07790662499610335,0.758858582994435,66048,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-040-k5-r0,20260924T1459Z-bounded400,False
041,1,ok,5963927,6003957,6686039,1.006712020452296,1.1210799528565658,0.3438309589982964,3.711362125002779,30996480,5434368,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-041-k1-r0,20260924T1459Z-bounded400,False
041,2,ok,2973041,6003957,4441541,2.019466600023343,1.4939386977845244,0.3956170419987757,7.235246583994012,34403328,4389888,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-041-k2-r0,20260924T1459Z-bounded400,False
041,3,ok,1999093,6003957,3831951,3.0033405149235177,1.9168447891118623,0.3440142079780344,9.85156579199247,35810304,6349824,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-041-k3-r0,20260924T1459Z-bounded400,False
041,4,ok,1493783,6003957,3681021,4.019296644827261,2.4642274011687104,0.3464745410019532,26.655014291987754,39226368,15461376,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-041-k4-r0,20260924T1439Z-boundedfull4-99,True
041,5,timeout,,6003957,3664879,,,0.34169604201451875,60.01489591601421,,,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-041-k5-r0,20260924T1459Z-bounded400,False
042,1,ok,1673390,1686740,1958329,1.0079778174842684,1.1702765045805221,0.18102304200874642,0.923838832997717,8245824,2353152,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-042-k1-r0,20260924T1459Z-bounded400,False
042,2,ok,840111,1686740,1340989,2.007758498579354,1.5962045491607657,0.13048358302330598,3.893309875013074,7262496,5210112,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-042-k2-r0,20260924T1459Z-bounded400,False
042,3,ok,571947,1686740,1155940,2.9491194114139945,2.0210613920520606,0.13096870799199678,3.575461707980139,8251680,4300800,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-042-k3-r0,20260924T1459Z-bounded400,False
042,4,ok,446658,1686740,1120543,3.77635685468524,2.5087270350021718,0.12623058300232515,2.9061518749804236,8844576,2841600,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-042-k4-r0,20260924T1439Z-boundedfull4-99,True
042,5,ok,370832,1686740,1090518,4.5485287138111055,2.940733270052207,0.13022162500419654,3.3085790410113987,9815040,2528256,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-042-k5-r0,20260924T1459Z-bounded400,False
043,1,ok,677890,677656,746000,0.9996548112525631,1.1004735281535352,0.23912583399214782,3.3982577080023475,509960,49160,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-043-k1-r0,20260924T1459Z-bounded400,False
043,2,ok,355922,677656,726247,1.9039452464303976,2.040466731474874,0.3375459579983726,6.368184624996502,648200,49160,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-043-k2-r0,20260924T1459Z-bounded400,False
043,3,ok,268777,677656,726247,2.521257399256633,2.7020429575447302,0.23422287500579841,6.989190124993911,279560,49160,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-043-k3-r0,20260924T1459Z-bounded400,False
043,4,ok,269194,677656,726247,2.517351798331315,2.6978573073694063,0.1834459160163533,5.997220874996856,648200,49160,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-043-k4-r0,20260924T1439Z-boundedfull4-99,True
043,5,ok,269612,677656,726247,2.5134489562779105,2.6936746138895895,0.24116450001019984,6.105318957997952,1062920,49160,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-043-k5-r0,20260924T1459Z-bounded400,False
044,1,ok,154407,154407,131407,1.0,0.8510430226608897,0.07298304099822417,0.289411250007106,4438112,4438112,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-044-k1-r0,20260924T1459Z-bounded400,False
044,2,ok,131105,154407,131407,1.1777354029213225,1.0023034971969031,0.07611454199650325,0.2290831669815816,4672992,3742592,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-044-k2-r0,20260924T1459Z-bounded400,False
044,3,ok,123553,154407,131407,1.2497227910289512,1.063567861565482,0.07764195799245499,0.18564725000760518,5161216,3300416,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-044-k3-r0,20260924T1459Z-bounded400,False
044,4,ok,124268,154407,131407,1.2425322689670713,1.05744841793543,0.07505979199777357,0.17879095900570974,5678624,2887424,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-044-k4-r0,20260924T1439Z-boundedfull4-99,True
044,5,ok,132892,154407,131407,1.161898383649881,0.9888255124461969,0.06947745900833979,0.18218616698868573,6196032,2474432,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-044-k5-r0,20260924T1459Z-bounded400,False
045,1,ok,125614,125614,204380,1.0,1.6270479405161844,0.07867245899979025,0.2877735829970334,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-045-k1-r0,20260924T1459Z-bounded400,False
045,2,ok,63059,125614,204380,1.99200748505368,3.241091676049414,0.07747441699029878,0.23752945801243186,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-045-k2-r0,20260924T1459Z-bounded400,False
045,3,ok,42601,125614,204380,2.94861622966597,4.797539963850614,0.07256141598918475,0.18610154199996032,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-045-k3-r0,20260924T1459Z-bounded400,False
045,4,ok,31878,125614,204380,3.940460505677897,6.411318150448586,0.07575325001380406,0.18805337499361485,0,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-045-k4-r0,20260924T1439Z-boundedfull4-99,True
045,5,ok,26164,125614,204380,4.801024308209754,7.811496713040819,0.07363945900578983,0.18606479099253193,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-045-k5-r0,20260924T1459Z-bounded400,False
046,1,ok,276455,276455,249868,1.0,0.9038288329022807,0.07744725001975894,0.18855237498064525,3176288,3176288,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-046-k1-r0,20260924T1459Z-bounded400,False
046,2,ok,166578,276455,249868,1.6596129140702853,1.500006003193699,0.0763954590074718,0.18320608302019536,3521632,2591232,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-046-k2-r0,20260924T1459Z-bounded400,False
046,3,ok,142176,276455,249868,1.9444561670042764,1.7574555480531173,0.07612174999667332,0.18576287498581223,4021280,2160480,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-046-k3-r0,20260924T1459Z-bounded400,False
046,4,ok,124612,276455,249868,2.218526305652746,2.00516804160113,0.040011667006183416,0.13171804198645987,4513952,1722752,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-046-k4-r0,20260924T1439Z-boundedfull4-99,True
046,5,ok,131039,276455,249868,2.10971542823129,1.906821633254222,0.07622449999325909,0.1784934580209665,5013664,1292064,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-046-k5-r0,20260924T1459Z-bounded400,False
047,1,ok,326508,326508,358012,1.0,1.0964876817719627,0.34260270799859427,16.949639416998252,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-047-k1-r0,20260924T1459Z-bounded400,False
047,2,ok,326508,326508,358012,1.0,1.0964876817719627,0.341007749986602,17.128614165994804,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-047-k2-r0,20260924T1459Z-bounded400,False
047,3,ok,326508,326508,358012,1.0,1.0964876817719627,0.3407600419886876,17.148156292008935,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-047-k3-r0,20260924T1459Z-bounded400,False
047,4,ok,326508,326508,358012,1.0,1.0964876817719627,0.3432416249997914,14.29371137500857,0,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-047-k4-r0,20260924T1439Z-boundedfull4-99,True
047,5,ok,326508,326508,358012,1.0,1.0964876817719627,0.34507579100318253,16.04046625000774,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-047-k5-r0,20260924T1459Z-bounded400,False
048,1,ok,222220,222220,226990,1.0,1.0214652146521466,0.07803687499836087,0.34370399999897927,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-048-k1-r0,20260924T1459Z-bounded400,False
048,2,ok,222220,222220,226990,1.0,1.0214652146521466,0.07510887499665841,0.34559741700650193,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-048-k2-r0,20260924T1459Z-bounded400,False
048,3,ok,222220,222220,226990,1.0,1.0214652146521466,0.07433262502308935,0.3433381670038216,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-048-k3-r0,20260924T1459Z-bounded400,False
048,4,ok,222220,222220,226990,1.0,1.0214652146521466,0.07245500001590699,0.29512708299444057,0,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-048-k4-r0,20260924T1439Z-boundedfull4-99,True
048,5,ok,222220,222220,226990,1.0,1.0214652146521466,0.0750161659962032,0.3472606249852106,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-048-k5-r0,20260924T1459Z-bounded400,False
049,1,ok,196483,196276,215266,0.9989464737407308,1.095596056656301,0.12747866599238478,1.4569725419860333,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-049-k1-r0,20260924T1459Z-bounded400,False
049,2,ok,160206,196276,215266,1.2251476224361135,1.3436825087699587,0.12690304100397043,1.5864019169821404,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-049-k2-r0,20260924T1459Z-bounded400,False
049,3,ok,160224,196276,215266,1.2250099860195727,1.3435315558218495,0.1305574589932803,1.5842766249843407,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-049-k3-r0,20260924T1459Z-bounded400,False
049,4,ok,160242,196276,215266,1.2248723805244568,1.34338063678686,0.07753220800077543,1.3641693749814294,0,0,component-pack,nikolastarx-20260924T1439Z-boundedfull4-99-P1-049-k4-r0,20260924T1439Z-boundedfull4-99,True
049,5,ok,160260,196276,215266,1.224734805940347,1.343229751653563,0.12735795800108463,1.6282888749847189,0,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-049-k5-r0,20260924T1459Z-bounded400,False
050,1,ok,149860,149690,163376,0.9988656079007073,1.0901908447884692,0.13274533301591873,1.5299581669969484,3456,0,component-pack,nikolastarx-20260924T1459Z-bounded400-P1-050-k1-r0,20260924T1459Z-bounded400,False
