case,cores,status,old_makespan_cycles,new_makespan_cycles,delta_makespan_cycles,old_ddr_bytes,new_ddr_bytes,delta_ddr_bytes,old_extra_ddr_bytes,new_extra_ddr_bytes,delta_extra_ddr_bytes,old_spill_bytes,new_spill_bytes,delta_spill_bytes,old_solver_wall_seconds,new_solver_wall_seconds,delta_solver_wall_seconds,old_evaluation_wall_seconds,new_evaluation_wall_seconds,delta_evaluation_wall_seconds,makespan_new_over_old,makespan_reduction_percent,quality_vs_direct,fang_makespan_cycles,new_over_fang,history_makespan_cycles,new_over_history,frozen_history_record_id
016,2,ok,9260226,4170750,-5089476,420227818,398094,-419829724,419834600,4876,-419829724,379715584,0,-379715584,0.5035342500195839,0.7914841669844463,0.2879499169648625,6.074971417023335,4.143342915980611,-1.9316285010427237,0.45039397526583047,54.960602473416955,win,7717119,0.5404542809304872,7717119,0.5404542809304872,a71301c059b9fdcd6c9ea8ea8be2adcd648be6f1c3dc013cb726084f264d5be4
016,4,ok,2250687,2552270,301583,932770,405406,-527364,539552,12188,-527364,0,0,0,0.5877250830235425,0.5759387500002049,-0.011786333023337647,4.306207790999906,4.014563583012205,-0.2916442079877015,1.1339959754510511,-13.399597545105113,loss,7720311,0.33059160440557384,2556787,0.9982333295655836,42b80d2dcfa7712071349f12ec794f885d1b933497949d10c0c81a306454eb1b
016,5,ok,2240622,2243707,3085,674854,405402,-269452,281636,12184,-269452,0,0,0,0.629152959008934,0.5772172080178279,-0.05193575099110603,3.876789625006495,3.884823625005083,0.008033999998588115,1.0013768498211657,-0.13768498211657043,loss,7719719,0.290646200982186,7719719,0.290646200982186,8b3f47f6405e49f1fe89de582aacd3cfa8b12719b8efe8151cdc6fdf2a77dca4
