case,cores,status,bounded_makespan_cycles,makespan_cycles,bounded_over_new,extra_ddr_bytes,ddr_bytes,spill_bytes,solver_wall_seconds,evaluation_wall_seconds
044,5,ok,132892,64624,2.0563877197326073,1051488,2026944,0,0.07858958299038932,0.18236620799871162
046,5,ok,131039,103846,1.261858906457639,3143456,4204928,0,0.07534487498924136,0.13086504201055504
090,5,ok,542638,319844,1.696570828278786,8838528,11066880,0,0.07452583301346749,0.24099562500487082
