case_id,cores,B,U,L0,L_plus,graph_sha256
047,3,326508,103539,86457,86610,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f
047,4,326508,84379,64843,65039,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f
047,5,326508,73805,51874,52157,7c6328650b8e50e4d15a0ddf1ad0715a40d64d51f3c86c2c3b9c22e4cbb6a83f
048,1,222220,145921,139536,139616,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764
048,2,222220,102124,75960,77428,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764
048,3,222220,99499,75960,76318,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764
048,4,222220,96571,75960,75960,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764
048,5,222220,96956,75960,75960,9932aaca8ab23d020c5f5102fa3d436dd3cdf3ca8d1ee458d4c235c556c11764
049,1,196276,166533,165715,165715,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08
049,2,196276,85784,82858,82858,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08
049,3,196276,59814,55239,55239,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08
049,4,196276,47413,41429,41429,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08
049,5,196276,39725,33143,33143,444854fe118a208ddfa10fa0ddd48d7b5e6cfd3780a8049f2145fc1a9b674a08
050,1,149690,140768,133411,133411,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa
050,2,149690,69933,66706,66706,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa
050,3,149690,51432,44471,44471,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa
050,4,149690,43441,33353,33353,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa
050,5,149690,35930,26683,26683,3b6b1abd65fbfbb2a40972bdbd643c43107c4b232512741740ff351c366367aa
051,1,607628,607628,607080,607080,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b
051,2,607628,317125,303540,303547,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b
051,3,607628,228013,202360,202373,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b
051,4,607628,178800,151770,151787,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b
051,5,607628,157299,121416,121437,884e8b12ac1f7a9b569958909680e8c2f6055966a59c9f929ffd5cee48aae43b
052,1,180301,142046,141528,141589,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0
052,2,180301,73755,70764,70825,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0
052,3,180301,51544,47176,47237,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0
052,4,180301,40833,35382,35443,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0
052,5,180301,34181,28306,28367,6196e8c72258ff26d0ab4dcee50c4f5b39f78142729a2223cfcbd4a9181ab7d0
053,1,1472686,1212974,1212726,1212831,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc
053,2,1472686,610490,606363,606468,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc
053,3,1472686,413676,404242,404347,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc
053,4,1472686,324108,303182,303287,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc
053,5,1472686,281654,242546,242651,f3593af4c9aa960385c5fdfaf8ad98c396f05746d9e1fe6cc731adeae7019dbc
054,1,815051,602970,574216,574313,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828
054,2,815051,314005,287108,287205,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828
054,3,815051,217923,191406,191503,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828
054,4,815051,170548,143554,143651,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828
054,5,815051,145966,114844,114941,4c874b67351e0a6d336af3117c1289099c54993581f90de11e8f49fb33bb9828
055,1,118835,70981,69049,69049,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134
055,2,118835,38646,34525,34525,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134
055,3,118835,31699,23017,23017,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134
055,4,118835,25738,17263,17263,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134
055,5,118835,23526,13810,13810,1121ee10f030be119d0930fe518d63aedd8cf65167627c7f66f1a7ffffd9d134
056,1,277285,246016,245953,245953,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d
056,2,277285,124302,122977,122977,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d
056,3,277285,83591,81985,81985,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d
056,4,277285,66638,61489,61489,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d
056,5,277285,58375,49191,49191,fda213426382a3810afd172eadc10b9221330b906888537cb13b16369be3369d
057,1,59726,51663,47565,47565,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525
057,2,59726,25891,23783,23783,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525
057,3,59726,18243,15855,15855,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525
057,4,59726,15351,11892,11892,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525
057,5,59726,14610,9513,9513,89778038db7db919a13c5885aa555c8ae054a3f43845c73fe346b6123d12a525
058,1,4539717,4465061,4358970,4359008,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d
058,2,4539717,2244734,2179485,2179744,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d
058,3,4539717,1554831,1452990,1453028,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d
058,4,4539717,1142629,1089743,1089872,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d
058,5,4539717,1004819,871794,871832,95027788c05772259091802889106c7104efdecdaaabd002ed11a87f8f2f209d
059,1,829473,765830,737792,737868,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9
059,2,829473,369318,368896,368972,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9
059,3,829473,259753,245931,246280,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9
059,4,829473,185216,184448,184524,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9
059,5,829473,150736,147559,147768,50b062952359dc9aa22880856093e8ec7a69c66d358607de49fd5f559ac232e9
060,1,888789,746296,720232,720281,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96
060,2,888789,405081,360116,360165,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96
060,3,888789,288958,240078,240127,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96
060,4,888789,221692,180058,180107,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96
060,5,888789,178553,144047,144096,29889cfaea8c831c2620d19191abf871694e61d4850ced26a9710847096c1e96
061,1,77191,73915,71456,71505,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3
061,2,77191,37327,35728,35789,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3
061,3,77191,25961,23819,23894,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3
061,4,77191,19735,17864,17946,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3
061,5,77191,17600,14292,14378,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3
062,1,2854809,2855025,2618400,2618544,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4
062,2,2854809,1514152,1309200,1309344,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4
062,3,2854809,1006775,872800,873000,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4
062,4,2854809,838050,654600,654744,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4
062,5,2854809,588101,523680,523836,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4
063,1,1070397,1070589,981600,981780,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d
063,2,1070397,566944,490800,490980,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d
063,3,1070397,399623,327200,327424,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d
063,4,1070397,293826,245400,245649,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d
063,5,1070397,232381,196320,196584,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d
064,1,19116,16128,15744,15744,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280
064,2,19116,9721,7872,7882,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280
064,3,19116,8421,5248,5318,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280
064,4,19116,7016,3936,4074,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280
064,5,19116,6981,3528,3699,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280
065,1,53068,32594,29518,29518,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400
065,2,53068,18257,14759,14759,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400
065,3,53068,13480,9840,9840,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400
065,4,53068,12461,7380,7380,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400
065,5,53068,11270,5904,5904,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400
066,1,359070,282276,269694,269743,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465
066,2,359070,144024,134847,134896,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465
066,3,359070,103554,89898,89947,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465
066,4,359070,88752,67424,67473,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465
066,5,359070,75024,53939,53988,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465
067,1,63834834,60434601,58915232,58917376,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542
067,2,63834834,30302509,29457616,29459760,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542
067,3,63834834,20191133,19638411,19640555,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542
067,4,63834834,15165583,14728808,14730952,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542
067,5,63834834,12237901,11783047,11785191,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542
068,1,362095,262159,249101,249144,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d
068,2,362095,145710,124551,124594,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d
068,3,362095,112078,83034,83077,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d
068,4,362095,117885,62276,62319,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d
068,5,362095,116345,49821,50812,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d
069,1,25144,19742,16674,16796,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52
069,2,25144,11398,8337,8504,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52
069,3,25144,10236,5558,5740,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52
069,4,25144,9370,4169,4376,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52
069,5,25144,9143,3335,3770,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52
070,1,117300,93082,91832,91873,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0
070,2,117300,47872,45916,45957,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0
070,3,117300,32986,30611,30652,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0
070,4,117300,30249,22958,22999,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0
070,5,117300,25196,18367,18408,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0
071,1,18919,14543,12534,12656,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897
071,2,18919,9191,6267,6434,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897
071,3,18919,7904,4178,4360,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897
071,4,18919,7506,3134,3417,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897
071,5,18919,7782,2507,3033,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897
072,1,23897828,22953928,22928094,22928161,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f
072,2,23897828,11629446,11464047,11464114,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f
072,3,23897828,7751062,7642698,7642765,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f
072,4,23897828,5835812,5732024,5732096,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f
072,5,23897828,4732990,4585619,4585695,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f
073,1,10081626,8697220,8160672,8161280,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9
073,2,10081626,4407019,4080336,4080944,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9
073,3,10081626,3253412,2720224,2720832,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9
073,4,10081626,2336728,2040168,2040776,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9
073,5,10081626,1927127,1632135,1632743,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9
074,1,1682239,1579934,1579424,1579590,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e
074,2,1682239,792027,789712,789878,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e
074,3,1682239,533553,526475,526641,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e
074,4,1682239,404377,394856,395022,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e
074,5,1682239,331285,315885,316051,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e
075,1,1441809,1124605,1107520,1107632,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c
075,2,1441809,597858,553760,553872,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c
075,3,1441809,417833,369174,369286,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c
075,4,1441809,357355,276880,279170,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c
075,5,1441809,303632,221504,225872,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c
076,1,6185113,6087717,6061644,6061746,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307
076,2,6185113,3042276,3030822,3030924,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307
076,3,6185113,2028362,2020548,2020650,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307
076,4,6185113,1520314,1515411,1515513,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307
076,5,6185113,1227997,1212329,1212431,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307
077,1,495320,433422,415406,415473,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6
077,2,495320,226575,207703,207770,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6
077,3,495320,163520,138469,138536,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6
077,4,495320,137173,103852,103919,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6
077,5,495320,127813,83082,83149,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6
078,1,2296143,2058994,2037888,2038704,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd
078,2,2296143,1051555,1018944,1019760,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd
078,3,2296143,700285,679296,680112,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd
078,4,2296143,539973,509472,510288,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd
078,5,2296143,464886,407578,408394,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd
079,1,31052251,29922768,29424384,29424792,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5
079,2,31052251,14960916,14712192,14712600,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5
079,3,31052251,9971923,9808128,9808536,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5
079,4,31052251,7604032,7356096,7356504,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5
079,5,31052251,6075472,5884877,5885496,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5
080,1,292138,291826,289044,289196,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c
080,2,292138,145674,144522,144674,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c
080,3,292138,100325,96348,96500,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c
080,4,292138,83124,72261,72520,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c
080,5,292138,68814,57809,58016,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c
081,1,151795,151795,151725,151725,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e
081,2,151795,76938,75863,75863,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e
081,3,151795,52151,50575,50575,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e
081,4,151795,39937,37932,37932,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e
081,5,151795,31626,30345,30345,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e
082,1,721041,596380,567936,568048,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c
082,2,721041,301288,283968,284080,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c
082,3,721041,207030,189312,189805,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c
082,4,721041,167701,141984,142758,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c
082,5,721041,139941,113588,115155,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c
083,1,1057993,836631,810836,810976,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549
083,2,1057993,419095,405418,405558,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549
083,3,1057993,286012,270279,270419,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549
083,4,1057993,228896,202709,202849,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549
083,5,1057993,213988,162168,162308,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549
084,1,2507412,1266708,1266552,1266552,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee
084,2,2507412,634124,633276,633276,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee
084,3,2507412,422652,422184,422184,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee
084,4,2507412,317988,316638,316932,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee
084,5,2507412,254640,253311,253428,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee
085,1,3187899,2697812,2565216,2565328,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6
085,2,3187899,1322089,1282608,1282720,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6
085,3,3187899,898379,855072,855184,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6
085,4,3187899,692413,641304,641416,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6
085,5,3187899,571252,513044,513353,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6
086,1,118403,92778,79182,79218,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a
086,2,118403,48279,39591,39668,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a
086,3,118403,38370,26394,26516,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a
086,4,118403,34684,19796,19940,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a
086,5,118403,32662,15837,16152,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a
087,1,3974071,3603774,3593280,3593403,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83
087,2,3974071,1814963,1796640,1796763,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83
087,3,3974071,1230405,1197760,1197883,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83
087,4,3974071,939085,898320,898443,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83
087,5,3974071,794300,718656,718779,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83
088,1,243623,186847,173608,173641,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825
088,2,243623,105026,86804,86837,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825
088,3,243623,82484,57870,57903,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825
088,4,243623,83118,43402,43437,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825
088,5,243623,85789,34722,34759,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825
089,1,693092,591236,589120,589272,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84
089,2,693092,296816,294560,294712,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84
089,3,693092,208450,196374,196526,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84
089,4,693092,149816,147280,147432,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84
089,5,693092,120500,117824,117976,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84
090,1,1178363,875740,840528,840768,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312
090,2,1178363,450790,420264,420504,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312
090,3,1178363,321050,280176,280416,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312
090,4,1178363,295964,210132,210372,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312
090,5,1178363,283714,168106,168346,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312
091,1,9186769,9012897,8981360,8981613,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3
091,2,9186769,4510546,4490680,4490933,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3
091,3,9186769,3013103,2993787,2994040,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3
091,4,9186769,2262825,2245340,2245593,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3
091,5,9186769,1802904,1796272,1796525,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3
092,1,4815554,3856866,3714152,3714292,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d
092,2,4815554,1926496,1857076,1857216,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d
092,3,4815554,1295301,1238051,1238191,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d
092,4,4815554,991644,928538,928678,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d
092,5,4815554,828965,742831,742971,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d
093,1,74205,74205,73968,74100,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36
093,2,74205,37827,36984,37116,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36
093,3,74205,25103,24656,24788,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36
093,4,74205,19743,18492,18624,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36
093,5,74205,15630,14794,15008,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36
094,1,94892,71319,70944,70997,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec
