case_id,status,singlecore_cycles,bounded_cycles,overload_cycles,bounded_speedup,overload_speedup,delta_speedup,comparison,bounded_extra_ddr_bytes,overload_extra_ddr_bytes,bounded_spill_bytes,overload_spill_bytes,bounded_task_count,overload_task_count,plan_bytes_equal,selected,bounded_solver_wall_seconds,overload_solver_wall_seconds,bounded_attempt_id,overload_attempt_id,delta_common94_mean,delta_full100_known_contribution
069,ok,25144,25144,14135,1.0,1.7788468340997523,0.7788468340997524,win,0,349570,0,0,1,19,False,heavy-suffix-fallback,0.07219083400559612,0.2818067089829128,nikolastarx-20260924T1459Z-bounded400-P1-069-k5-r0,nikolastarx-s59ee-p1-overload-069-k5-r0,0.008285604618082473,0.007788468340997524
070,ok,117300,26669,26669,4.3983651430499835,4.3983651430499835,0.0,tie,462848,462848,0,0,5,5,True,heavy-suffix-fallback,0.0773569589946419,0.2858795000065584,nikolastarx-20260924T1459Z-bounded400-P1-070-k5-r0,nikolastarx-s59ee-p1-overload-070-k5-r0,0.0,0.0
071,ok,18919,18919,10760,1.0,1.758271375464684,0.758271375464684,win,0,294370,0,0,1,19,False,heavy-suffix-fallback,0.07645954200415872,0.28427266600192524,nikolastarx-20260924T1459Z-bounded400-P1-071-k5-r0,nikolastarx-s59ee-p1-overload-071-k5-r0,0.008066716760262596,0.00758271375464684
072,ok,23897828,4764999,4764999,5.015284997961174,5.015284997961174,0.0,tie,136946352,136946352,18202624,18202624,26,26,True,heavy-suffix-fallback,0.7237141249934211,1.40327924999292,nikolastarx-20260924T1459Z-bounded400-P1-072-k5-r0,nikolastarx-s59ee-p1-overload-072-k5-r0,0.0,0.0
073,ok,10081626,3517515,3517515,2.8661216796516857,2.8661216796516857,0.0,tie,139772800,139772800,124886400,124886400,5,5,True,heavy-suffix-fallback,0.12868699998944066,0.2837667080166284,nikolastarx-20260924T1459Z-bounded400-P1-073-k5-r0,nikolastarx-s59ee-p1-overload-073-k5-r0,0.0,0.0
074,ok,1682239,345470,345470,4.869421367991432,4.869421367991432,0.0,tie,8392712,8392712,1273864,1273864,5,5,True,heavy-suffix-fallback,0.07680666600936092,0.286756791989319,nikolastarx-20260924T1459Z-bounded400-P1-074-k5-r0,nikolastarx-s59ee-p1-overload-074-k5-r0,0.0,0.0
075,ok,1441809,1441809,378832,1.0,3.805932444988808,2.805932444988808,win,0,5454896,0,0,1,107,False,heavy-suffix-fallback,0.1856148749939166,0.5669003749790136,nikolastarx-20260924T1459Z-bounded400-P1-075-k5-r0,nikolastarx-s59ee-p1-overload-075-k5-r0,0.029850345159455404,0.028059324449888078
076,ok,6185113,1231527,1231527,5.022312137695723,5.022312137695723,0.0,tie,46854144,46854144,184320,184320,35,35,True,heavy-suffix-fallback,0.8324333330092486,1.408484125015093,nikolastarx-20260924T1459Z-bounded400-P1-076-k5-r0,nikolastarx-s59ee-p1-overload-076-k5-r0,0.0,0.0
077,ok,495320,121081,140494,4.090815239385205,3.5255598103833616,-0.5652554290018433,loss,172032,1249546,0,0,5,38,False,overload-list,0.1308698749926407,0.18023699999321252,nikolastarx-20260924T1459Z-bounded400-P1-077-k5-r0,nikolastarx-20260924T1636Z-overload16-P1-077-k5-r0,-0.006013355627679184,-0.0056525542900184335
078,ok,2296143,663941,663941,3.458353980248245,3.458353980248245,0.0,tie,13620024,13620024,5026104,5026104,5,5,True,heavy-suffix-fallback,0.03981345900683664,0.28209445800166577,nikolastarx-20260924T1459Z-bounded400-P1-078-k5-r0,nikolastarx-s59ee-p1-overload-078-k5-r0,0.0,0.0
079,timeout,31052251,6075976,,5.110660575354478,,,unavailable,47677440,,24428544,,5,5,True,heavy-suffix-fallback,0.3048129999951925,0.5782917500182521,nikolastarx-20260924T1524Z-timeout4-P1-079-k5-r0,nikolastarx-s59ee-p1-overload-079-k5-r0,,
