group,label,case,problem,cores,assignment,method,gamma,makespan,original_graph_copy_bytes,scheduled_copy_bytes,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,wall_s,e0_cli_wall_s,graph_sha256,plan_sha256,result_sha256,trace_sha256
candidate,synthetic1_c10010_q2_k4_component_stage_tail_g0.5_h8,10010,2,4,component,stage_tail,0.5,3356,133120,139264,6144,6144,0,0.7085581940000338,0.7065977569998267,24377e1739ac86efc6cae37ad4e34aac51ce453cd162097077eb7232795b5043,95c633b02668ad91df3b9327ed7a8b7884af2f2300f5abc877db16ed74cde62d,a97062758683d57fae199afbd3f9cfb7c6f318e1a3df81fe879317a5dc0d0deb,af233812f8a89bd154afd0b081359534cecc8da4aa13a5d2df8f004ae3968e9f
candidate,synthetic1_c10010_q2_k4_component_unguarded_g1_h8,10010,2,4,component,unguarded,1,3356,133120,139264,6144,6144,0,0.6372757189999447,0.635621054000012,24377e1739ac86efc6cae37ad4e34aac51ce453cd162097077eb7232795b5043,c58281e97cd2e1459396b910e1ac18bb1022cfe3fdffb5d70f56c217d7b9fab4,abfd59062e0d736557463d1635dc3308db7410ce53a42413255ecc5a7ca3a828,b3d35af27d1441e19b55b5549885bc60eae09a7db9f4db76c3ca766b1a780178
candidate,synthetic1_c10011_q2_k4_component_coarse_g1_h8,10011,2,4,component,coarse,1,10520,32768,32768,0,0,0,0.6582007219999468,0.6576716239999314,04116c642dd4c6d71a0ed1147c78b8028f2d07633b5fbd0e84f651237ed28644,60286caeff23104cf94a1ebb72c6218dcd7dbf524a6e216e6610785cf36f3071,0c915f35db396419e5313e29514873e33250b24c7168d6aba3ee1828a43abe37,dd59d33b36cbf72585bbc3fe52225b69e759451324a442632b7cfce9f0be04a1
candidate,synthetic1_c10011_q2_k4_component_frontier_g1_h8,10011,2,4,component,frontier,1,9496,32768,32768,0,0,0,0.6320250940000278,0.6301926200001162,04116c642dd4c6d71a0ed1147c78b8028f2d07633b5fbd0e84f651237ed28644,185e968f88a02a65f5da555068ffdd7f641aade8c42658c7736168c492efa22d,da4eac2a8b2a2fdf2da6f4d579a68ba0a4970dcbcfe6d5b0ef6d22fedd736945,3273b06dc87ae67e21d5b7c63f603bb77a275c7cad90622886ef47d5f6d011f3
candidate,synthetic1_c10011_q2_k4_component_id_g1_h8,10011,2,4,component,id,1,10520,32768,32768,0,0,0,0.7458619200001522,0.7450965149998865,04116c642dd4c6d71a0ed1147c78b8028f2d07633b5fbd0e84f651237ed28644,5d147744003751e09f9b56062deb709c521c9bdc8dcc69e3d87693652522edeb,eceaabb8e5b62a3383318fa90f7b98c6841a9413f109fbb4948b5238770799ab,d452bad0316f64552d71847651eb59a31bbb9c20c4bf6739265207c70b87e9bc
candidate,synthetic1_c10011_q2_k4_component_stage_tail_g0.5_h8,10011,2,4,component,stage_tail,0.5,9496,32768,32768,0,0,0,0.6790658539998731,0.6770805789999486,04116c642dd4c6d71a0ed1147c78b8028f2d07633b5fbd0e84f651237ed28644,814095fe1015a78deb2e3f252337b427e25fa0d7d32c8b9c4b31c9112c4c1c42,309de6f0df2ec4b06572577c79bb2dce903edf195376513a03a5a562906d3c15,c766f2d8168f057af219d62a103485b926e08e4c6945bcba495e5c20a5351387
candidate,synthetic1_c10011_q2_k4_component_unguarded_g1_h8,10011,2,4,component,unguarded,1,9496,32768,32768,0,0,0,0.7007620679999036,0.6986494020000009,04116c642dd4c6d71a0ed1147c78b8028f2d07633b5fbd0e84f651237ed28644,185e968f88a02a65f5da555068ffdd7f641aade8c42658c7736168c492efa22d,da4eac2a8b2a2fdf2da6f4d579a68ba0a4970dcbcfe6d5b0ef6d22fedd736945,3273b06dc87ae67e21d5b7c63f603bb77a275c7cad90622886ef47d5f6d011f3
candidate,synthetic1_c10012_q2_k4_component_coarse_g1_h8,10012,2,4,component,coarse,1,41032,32768,32768,0,0,0,0.6510875860001306,0.6498056919999726,3a4224b089dbe47cdb3a2cf82878ac4bde3dfed275b42190d49bbd70a05d5e16,249e4ec233d8178ea4b85031e2b30295db936fadc770ec9453848d2f72afee83,4ca631a346d5c7ea3262eebd36c0d04e0c895877f4de9561f6dce6a9b11248f7,7b6ae0492315b6e5ce0647d7f5d69b69c465d6265e685ff1fe5d0b9fd6709b77
candidate,synthetic1_c10012_q2_k4_component_frontier_g1_h8,10012,2,4,component,frontier,1,33864,32768,32768,0,0,0,0.6848202740000033,0.6722125040000719,3a4224b089dbe47cdb3a2cf82878ac4bde3dfed275b42190d49bbd70a05d5e16,5bd7a2fd8b3986b06406b85108fbf4cf8fafa55e61f713e89024f6f666690d0e,d2b9df22105b1813f3b0c447558b2552e182bcb4ee9a63f94796ea55f4aea52a,ec280d53dbf30b48555ecc81505cb8852679131cc7e0fd5ccd98f63c698308c1
candidate,synthetic1_c10012_q2_k4_component_id_g1_h8,10012,2,4,component,id,1,41032,32768,32768,0,0,0,0.7701168300000063,0.767928548999862,3a4224b089dbe47cdb3a2cf82878ac4bde3dfed275b42190d49bbd70a05d5e16,9d35fde49a44443f756927d700affea45580e1d7c77984107f516a11e3f8ff69,ce88bf755556ccf1498343a501c646c7910ff3dce4c1aab2e7d8018c927281db,9aa00956ad8c55a87e88565f6c8030717b8a7205569059bf8d6eeca297fb3734
candidate,synthetic1_c10012_q2_k4_component_stage_tail_g0.5_h8,10012,2,4,component,stage_tail,0.5,33864,32768,32768,0,0,0,0.706006355999989,0.6406007779999072,3a4224b089dbe47cdb3a2cf82878ac4bde3dfed275b42190d49bbd70a05d5e16,efce2e7e9fcc2b1cce0691073826d520300cf431b86d4843137b0cedc6d9e5a3,70fc2468b50d3eceb5704190a9373895c2a72bd2deda4d56b9763b3d7960af4d,a24ec31e208ede1927e04c3349426a44ff50f115f142ca20c1a5387f1ceebdf6
candidate,synthetic1_c10012_q2_k4_component_unguarded_g1_h8,10012,2,4,component,unguarded,1,33864,32768,32768,0,0,0,0.6663657890001105,0.6528683679998721,3a4224b089dbe47cdb3a2cf82878ac4bde3dfed275b42190d49bbd70a05d5e16,5bd7a2fd8b3986b06406b85108fbf4cf8fafa55e61f713e89024f6f666690d0e,d2b9df22105b1813f3b0c447558b2552e182bcb4ee9a63f94796ea55f4aea52a,ec280d53dbf30b48555ecc81505cb8852679131cc7e0fd5ccd98f63c698308c1
