case_id,cores,full_contiguous_cycles,singlecore_cycles,speedup_B_over_M,speedup_over_k,known_reported_envelope_cycles,envelope_source,contiguous_over_known_envelope,extra_ddr_bytes,spill_bytes,eligible_ops,weak_components,max_component_ops,largest_component_fraction,homogeneous_word_guard,structure_class
040,3,257821,253454,0.9830618917776287,0.3276872972592096,257821,contiguous-full500,1.0,73614,0,3083,28,2194,0.7116445021083361,False,multiple-components
035,3,170494,169571,0.9945863197531878,0.3315287732510626,170494,contiguous-full500,1.0,69200,0,3857,16,2430,0.6300233341975628,False,multiple-components
056,3,278387,277285,0.9960414818220679,0.3320138272740226,278387,contiguous-full500,1.0,156108,0,7678,19,7464,0.9721281583745767,False,dominant-component
051,3,609726,607628,0.9965591101576774,0.33218637005255913,609726,contiguous-full500,1.0,786440,0,1416,1,1416,1.0,False,single-component
024,3,2558535,2555343,0.9987524110477285,0.33291747034924285,2558535,contiguous-full500,1.0,917560,0,5959,1,5959,1.0,False,single-component
016,3,7718715,7715523,0.9995864596632988,0.33319548655443293,7718715,contiguous-full500,1.0,917560,0,17995,1,17995,1.0,False,single-component
054,3,814579,815051,1.0005794404225987,0.3335264801408662,814579,contiguous-full500,1.0,135656,0,15751,24,15390,0.97708082026538,False,dominant-component
047,3,326103,326508,1.0012419388966063,0.33374731296553545,326103,contiguous-full500,1.0,93324,0,13710,1,13710,1.0,False,single-component
075,3,1435762,1441809,1.004211700825067,0.33473723360835567,1435762,contiguous-full500,1.0,188684,0,7410,1,7410,1.0,False,single-component
003,3,599323,602212,1.004820439062075,0.33494014635402497,599323,contiguous-full500,1.0,257356,0,13455,10,13194,0.9806020066889632,False,dominant-component
039,3,1423132,1435262,1.0085234539030814,0.33617448463436045,1423132,contiguous-full500,1.0,9076736,5931008,5250,70,75,0.014285714285714285,False,multiple-components
088,3,240010,243623,1.0150535394358569,0.3383511798119523,240010,contiguous-full500,1.0,110812,0,3309,31,2798,0.8455726805681475,False,dominant-component
085,3,3131831,3187899,1.0179026262911377,0.33930087543037923,3131831,contiguous-full500,1.0,135436,0,19737,1,19737,1.0,False,single-component
068,3,354876,362095,1.020342316752894,0.340114105584298,354876,contiguous-full500,1.0,214284,0,5351,32,4176,0.7804148757241637,False,multiple-components
021,3,6420625,6567937,1.0229435607904216,0.3409811869301405,6420625,contiguous-full500,1.0,5730304,3072000,3920,80,49,0.0125,False,multiple-components
009,3,147534,153261,1.0388181707267476,0.34627272357558253,147534,contiguous-full500,1.0,74050,0,5671,25,4774,0.8418268383001234,False,dominant-component
048,3,213388,222220,1.0413893939677958,0.3471297979892653,213388,contiguous-full500,1.0,18572,0,1728,1,1728,1.0,False,single-component
049,3,187624,196276,1.0461135036029505,0.3487045012009835,187624,contiguous-full500,1.0,180906,0,4303,11,3952,0.918429003021148,False,dominant-component
086,3,113009,118403,1.0477307117132264,0.34924357057107547,113009,contiguous-full500,1.0,67788,0,5274,1,5274,1.0,False,single-component
005,3,91156,95618,1.0489490543683355,0.3496496847894452,91156,contiguous-full500,1.0,58572,0,4113,1,4113,1.0,False,single-component
050,3,142435,149690,1.0509355144451855,0.35031183814839517,142435,contiguous-full500,1.0,77738,0,4555,23,4011,0.8805708013172339,False,dominant-component
066,3,341548,359070,1.051301720402403,0.35043390680080105,341548,contiguous-full500,1.0,255752,0,5962,28,3675,0.6164038913116404,False,multiple-components
064,3,18010,19116,1.06141032759578,0.3538034425319267,18010,contiguous-full500,1.0,7244,0,906,1,906,1.0,False,single-component
082,3,678953,721041,1.0619895633423815,0.35399652111412716,678953,contiguous-full500,1.0,102668,0,4113,1,4113,1.0,False,single-component
030,3,2610189,2808034,1.0757971932300687,0.3585990644100229,2610189,contiguous-full500,1.0,4421932,1114112,10070,486,57,0.005660377358490566,False,multiple-components
041,3,5146750,6003957,1.1665530674697624,0.3888510224899208,5146750,contiguous-full500,1.0,26672440,22026240,16594,494,182,0.010967819693865252,False,multiple-components
091,3,7807912,9186769,1.1765974052986252,0.39219913509954174,7807912,contiguous-full500,1.0,41213568,35711616,31554,513,147,0.004658680357482411,False,multiple-components
038,3,1158369,1364555,1.1779968213928378,0.39266560713094595,1158369,contiguous-full500,1.0,3953328,2480640,5907,130,116,0.019637717961740308,False,multiple-components
044,3,130112,154407,1.1867237456960158,0.39557458189867195,130112,contiguous-full500,1.0,5126400,3249216,1364,11,124,0.09090909090909091,False,multiple-components
098,3,148577,177430,1.194195602280299,0.3980652007600997,148577,contiguous-full500,1.0,278668,0,1365,27,389,0.28498168498168497,False,multiple-components
033,3,1414934,1774196,1.2539072493840702,0.4179690831280234,1414934,contiguous-full500,1.0,6110288,2801664,3465,95,64,0.01847041847041847,False,multiple-components
026,3,77165,99203,1.2855958012052096,0.42853193373506987,77165,contiguous-full500,1.0,126636,0,636,31,198,0.3113207547169811,False,multiple-components
077,3,379332,495320,1.3057690888192928,0.4352563629397643,379332,contiguous-full500,1.0,288638,0,4486,41,2096,0.4672313865358894,False,multiple-components
034,3,636000,842996,1.3254654088050315,0.4418218029350105,636000,contiguous-full500,1.0,682252,0,3745,155,94,0.025100133511348464,False,multiple-components
043,3,508398,677656,1.3329242050519474,0.4443080683506491,508398,contiguous-full500,1.0,289508,49160,9309,38,4910,0.5274465570952841,False,multiple-components
014,3,12955715,17698626,1.3660863950773847,0.4553621316924616,12955715,contiguous-full500,1.0,68973668,61186464,35705,1340,124,0.0034729029547682397,False,multiple-components
010,3,63069,86969,1.378950038846343,0.459650012948781,63069,contiguous-full500,1.0,66856,0,667,36,133,0.19940029985007496,False,multiple-components
057,3,42215,59726,1.4148051640412176,0.4716017213470725,42215,contiguous-full500,1.0,426060,0,865,21,193,0.223121387283237,False,multiple-components
052,3,125328,180301,1.4386330269373164,0.4795443423124388,125328,contiguous-full500,1.0,101540,0,1008,52,120,0.11904761904761904,False,multiple-components
062,3,1930300,2854809,1.4789457597264675,0.4929819199088225,1930300,contiguous-full500,1.0,4594176,0,19636,1,19636,1.0,False,single-component
063,3,723470,1070397,1.4795319778290739,0.4931773259430246,723470,contiguous-full500,1.0,1720320,0,7360,1,7360,1.0,False,single-component
061,3,51830,77191,1.489311209724098,0.49643706990803266,51830,contiguous-full500,1.0,123048,0,1115,40,167,0.14977578475336323,False,multiple-components
053,3,980716,1472686,1.501643697053989,0.5005478990179963,980716,contiguous-full500,1.0,5870686,4763168,11670,39,9853,0.8443016281062553,False,dominant-component
037,3,139413,210001,1.5063229397545423,0.5021076465848474,139413,contiguous-full500,1.0,933888,0,780,20,39,0.05,False,multiple-components
002,3,166834,261945,1.5700936259994964,0.5233645419998322,166834,contiguous-full500,1.0,425472,0,1798,1,1798,1.0,False,single-component
100,3,93487,151223,1.6175831933851765,0.5391943977950588,93487,contiguous-full500,1.0,393532,0,1394,43,275,0.19727403156384504,False,multiple-components
022,3,34611,56780,1.6405189101730664,0.5468396367243554,34611,contiguous-full500,1.0,144574,0,1356,32,183,0.13495575221238937,False,multiple-components
090,3,713971,1178363,1.6504353818292339,0.5501451272764113,713971,contiguous-full500,1.0,21376728,17055192,1664,13,128,0.07692307692307693,False,multiple-components
046,3,166793,276455,1.6574736349846817,0.5524912116615606,166793,contiguous-full500,1.0,4003040,2076704,992,8,124,0.125,False,multiple-components
015,3,106978,177362,1.6579296677821609,0.5526432225940536,106978,contiguous-full500,1.0,474236,180256,1013,46,145,0.14313919052319843,False,multiple-components
076,3,3550669,6185113,1.7419570790743941,0.5806523596914647,3550669,contiguous-full500,1.0,24366104,18508800,32528,809,122,0.003750614854894245,False,multiple-components
099,3,904913,1622999,1.7935414785730783,0.5978471595243594,904913,contiguous-full500,1.0,3661852,1843200,6296,202,117,0.01858322744599746,False,multiple-components
078,3,1261655,2296143,1.81994523066924,0.60664841022308,1261655,contiguous-full500,1.0,12548256,8152992,1024,8,128,0.125,False,multiple-components
072,3,13021103,23897828,1.8353151802884902,0.6117717267628301,13021103,contiguous-full500,1.0,95260720,83349552,29666,476,6140,0.2069709431672622,False,multiple-components
012,3,31199,59088,1.893906855988974,0.631302285329658,31199,contiguous-full500,1.0,51280,0,972,50,98,0.10082304526748971,False,multiple-components
019,3,42619,81144,1.9039395574743658,0.634646519158122,42619,contiguous-full500,1.0,44864,0,647,31,170,0.26275115919629055,False,multiple-components
017,3,85156,162810,1.9119028606322515,0.6373009535440838,85156,contiguous-full500,1.0,132188,0,1373,60,162,0.11798980335032774,False,multiple-components
006,3,43259,82837,1.9149078804410642,0.6383026268136881,43259,contiguous-full500,1.0,254012,0,678,27,136,0.20058997050147492,False,multiple-components
065,3,27278,53068,1.9454505462277294,0.6484835154092431,27278,contiguous-full500,1.0,105260,0,704,42,61,0.08664772727272728,False,multiple-components
083,3,537684,1057993,1.9676854806912611,0.6558951602304204,537684,contiguous-full500,1.0,14831616,12905280,3844,31,124,0.03225806451612903,False,multiple-components
018,3,483060,1004367,2.0791764998136877,0.6930588332712292,483060,contiguous-full500,1.0,2027640,331776,2727,126,59,0.021635496883021636,False,multiple-components
074,3,809029,1682239,2.079330901611685,0.6931103005372283,809029,contiguous-full500,1.0,7458948,4034560,3609,73,269,0.07453588251593239,False,multiple-components
060,3,426873,888789,2.082092331911365,0.6940307773037883,426873,contiguous-full500,1.0,1886420,393216,5281,89,183,0.03465252793031623,False,multiple-components
092,3,2258126,4815554,2.1325444195762326,0.7108481398587442,2258126,contiguous-full500,1.0,66784224,64857888,17608,142,124,0.007042253521126761,False,multiple-components
073,3,4515227,10081626,2.232806013961203,0.744268671320401,4515227,contiguous-full500,1.0,140671616,133228416,4836,39,124,0.02564102564102564,False,multiple-components
027,3,1011638,2363952,2.336756824081341,0.778918941360447,1011638,contiguous-full500,1.0,2441216,315392,1424,16,89,0.0625,False,multiple-components
055,3,50589,118835,2.349028444918856,0.7830094816396187,50589,contiguous-full500,1.0,73848,0,1236,24,183,0.14805825242718446,False,multiple-components
031,3,601166,1414369,2.352709567740025,0.7842365225800084,601166,contiguous-full500,1.0,3065856,976896,6135,107,2147,0.34995925020374896,False,multiple-components
032,3,17287,41443,2.3973506102851854,0.7991168700950618,17287,contiguous-full500,1.0,168052,0,827,25,189,0.22853688029020555,False,multiple-components
042,3,693028,1686740,2.4338699157898382,0.8112899719299461,693028,contiguous-full500,1.0,8054784,4967424,4733,104,258,0.054510881047961125,False,multiple-components
023,3,49341,122614,2.48503273139985,0.82834424379995,49341,contiguous-full500,1.0,100996,0,1011,43,127,0.12561819980217606,False,multiple-components
087,3,1587656,3974071,2.5031058365288197,0.8343686121762732,1587656,contiguous-full500,1.0,7345172,4313088,27556,196,12693,0.4606256350704021,False,multiple-components
070,3,45926,117300,2.55410878369551,0.85136959456517,45926,contiguous-full500,1.0,165964,0,1191,38,285,0.23929471032745592,False,multiple-components
067,3,24430186,63834834,2.6129491605180575,0.8709830535060191,24430186,contiguous-full500,1.0,263407744,255833472,8804,71,124,0.014084507042253521,False,multiple-components
028,3,16770711,43836040,2.613845054034978,0.8712816846783259,16770711,contiguous-full500,1.0,277369056,273072096,19584,153,128,0.006535947712418301,False,multiple-components
096,3,30689,84194,2.743458568216625,0.9144861894055416,30689,contiguous-full500,1.0,114016,0,1198,50,397,0.3313856427378965,False,multiple-components
089,3,250245,693092,2.7696537393354514,0.9232179131118171,250245,contiguous-full500,1.0,510208,0,5120,40,128,0.025,False,multiple-components
011,3,66294,184697,2.786028901559719,0.9286763005199062,66294,contiguous-full500,1.0,843776,0,688,16,43,0.0625,False,multiple-components
059,3,297623,829473,2.786992268742671,0.9289974229142236,297623,contiguous-full500,1.0,2410496,845824,2752,64,43,0.015625,False,multiple-components
094,3,33854,94892,2.802977491581497,0.9343258305271657,33854,contiguous-full500,1.0,115268,0,647,40,44,0.06800618238021638,False,multiple-components
045,3,44585,125614,2.817404956824044,0.9391349856080146,44585,contiguous-full500,1.0,77824,0,1651,68,28,0.016959418534221685,False,multiple-components
081,3,53571,151795,2.8335293349013457,0.9445097783004486,53571,contiguous-full500,1.0,20502,0,3485,85,41,0.011764705882352941,False,multiple-components
097,3,4019779,11491509,2.858741488027078,0.9529138293423594,4019779,contiguous-full500,1.0,11970560,7825408,6592,64,103,0.015625,False,multiple-components
001,3,81054,233110,2.8759839119599278,0.9586613039866426,81054,contiguous-full500,1.0,26880,0,600,200,3,0.005,False,multiple-components
080,3,101509,292138,2.8779517087154836,0.9593172362384945,101509,contiguous-full500,1.0,786432,24576,1098,18,61,0.05555555555555555,False,multiple-components
004,3,134043,392357,2.927098020784375,0.9756993402614583,134043,contiguous-full500,1.0,221184,0,777,111,7,0.009009009009009009,False,multiple-components
029,3,12743,37555,2.9471082162756024,0.9823694054252008,12743,contiguous-full500,1.0,0,0,861,21,41,0.047619047619047616,False,multiple-components
093,3,25103,74205,2.956021192686133,0.9853403975620444,25103,contiguous-full500,1.0,16384,0,552,69,8,0.014492753623188406,False,multiple-components
036,3,313854,931510,2.967972369318218,0.9893241231060727,313854,contiguous-full500,1.0,26880,0,2400,800,3,0.00125,False,multiple-components
058,3,1526307,4539717,2.9743144727764466,0.9914381575921488,1526307,contiguous-full500,1.0,29601792,25006080,16575,255,65,0.00392156862745098,False,multiple-components
008,3,163359,487605,2.984867684057811,0.994955894685937,163359,contiguous-full500,1.0,0,0,864,108,8,0.009259259259259259,True,multiple-components
013,3,88351,263949,2.98750438591527,0.99583479530509,88351,contiguous-full500,1.0,16384,0,1968,246,8,0.0040650406504065045,False,multiple-components
025,3,1625238,4863026,2.9921931434042275,0.9973977144680758,1625238,contiguous-full500,1.0,82944,0,18662,2666,7,0.00037509377344336085,False,multiple-components
020,3,177950,532746,2.993796010115201,0.9979320033717336,177950,contiguous-full500,1.0,0,0,7008,288,28,0.003995433789954338,False,multiple-components
007,3,338094,1012562,2.994912657426633,0.998304219142211,338094,contiguous-full500,1.0,55296,0,3885,555,7,0.0018018018018018018,False,multiple-components
095,3,695775,2084853,2.9964471273040854,0.9988157091013617,695775,contiguous-full500,1.0,0,0,3696,462,8,0.0021645021645021645,True,multiple-components
084,3,836220,2507412,2.998507569778288,0.9995025232594293,836220,contiguous-full500,1.0,0,0,8616,1077,8,0.0009285051067780873,True,multiple-components
079,3,10315104,31052251,3.010367224605782,1.0034557415352607,10315104,contiguous-full500,1.0,32661504,28336128,18720,288,65,0.003472222222222222,False,multiple-components
064,4,20304,19116,0.9414893617021277,0.23537234042553193,16615,captain-feedback6,1.2220282876918447,41360,0,906,1,906,1.0,False,single-component
035,4,172085,169571,0.9853909405235785,0.2463477351308946,172085,contiguous-full500,1.0,83988,0,3857,16,2430,0.6300233341975628,False,multiple-components
040,4,256748,253454,0.987170299281786,0.2467925748204465,256748,contiguous-full500,1.0,323420,0,3083,28,2194,0.7116445021083361,False,multiple-components
051,4,610775,607628,0.9948475297777414,0.24871188244443534,207134,captain-feedback6,2.9486950476503133,1179660,0,1416,1,1416,1.0,False,single-component
088,4,244782,243623,0.9952651747268999,0.24881629368172498,244782,contiguous-full500,1.0,161472,0,3309,31,2798,0.8455726805681475,False,dominant-component
048,4,222988,222220,0.9965558684772274,0.24913896711930686,222988,contiguous-full500,1.0,117074,0,1728,1,1728,1.0,False,single-component
024,4,2560131,2555343,0.9981297832025002,0.24953244580062506,2560131,contiguous-full500,1.0,1376340,0,5959,1,5959,1.0,False,single-component
056,4,277701,277285,0.9985019859489163,0.24962549648722906,277701,contiguous-full500,1.0,233970,0,7678,19,7464,0.9721281583745767,False,dominant-component
016,4,7720311,7715523,0.9993798177301406,0.24984495443253515,2556787,captain-feedback6,3.019536238255279,1376340,0,17995,1,17995,1.0,False,single-component
058,4,4531591,4539717,1.0017931891911693,0.25044829729779233,4531591,contiguous-full500,1.0,30089216,22753280,16575,255,65,0.00392156862745098,False,multiple-components
085,4,3171436,3187899,1.005191023876881,0.25129775596922027,3171436,contiguous-full500,1.0,677394,0,19737,1,19737,1.0,False,single-component
005,4,95087,95618,1.005584359586484,0.251396089896621,95087,contiguous-full500,1.0,270640,0,4113,1,4113,1.0,False,single-component
086,4,117594,118403,1.006879602700818,0.2517199006752045,117594,contiguous-full500,1.0,323824,0,5274,1,5274,1.0,False,single-component
047,4,323365,326508,1.0097196666305877,0.2524299166576469,323365,contiguous-full500,1.0,105298,0,13710,1,13710,1.0,False,single-component
069,4,24889,25144,1.0102454899754911,0.2525613724938728,24889,contiguous-full500,1.0,184424,0,1032,1,1032,1.0,False,single-component
066,4,355372,359070,1.0104059970960009,0.2526014992740002,355372,contiguous-full500,1.0,337870,0,5962,28,3675,0.6164038913116404,False,multiple-components
003,4,595214,602212,1.0117571159280527,0.2529392789820132,595214,contiguous-full500,1.0,309008,0,13455,10,13194,0.9806020066889632,False,dominant-component
075,4,1422203,1441809,1.0137856550717443,0.2534464137679361,1422203,contiguous-full500,1.0,272530,0,7410,1,7410,1.0,False,single-component
082,4,710172,721041,1.0153047430763251,0.2538261857690813,710172,contiguous-full500,1.0,499984,0,4113,1,4113,1.0,False,single-component
068,4,353907,362095,1.023136021610197,0.25578400540254925,353907,contiguous-full500,1.0,264208,0,5351,32,4176,0.7804148757241637,False,multiple-components
054,4,788458,815051,1.0337278586811218,0.25843196467028046,788458,contiguous-full500,1.0,366340,0,15751,24,15390,0.97708082026538,False,dominant-component
049,4,187793,196276,1.045172077766477,0.26129301944161926,187793,contiguous-full500,1.0,244432,0,4303,11,3952,0.918429003021148,False,dominant-component
041,4,5582506,6003957,1.0754949479678122,0.26887373699195305,5582506,contiguous-full500,1.0,26494264,18613248,16594,494,182,0.010967819693865252,False,multiple-components
061,4,70442,77191,1.0958093183044206,0.27395232957610516,70442,contiguous-full500,1.0,147632,0,1115,40,167,0.14977578475336323,False,multiple-components
030,4,2524309,2808034,1.1123970956012121,0.27809927390030303,2524309,contiguous-full500,1.0,4794668,823296,10070,486,57,0.005660377358490566,False,multiple-components
043,4,605858,677656,1.11850631666166,0.279626579165415,605858,contiguous-full500,1.0,396336,49160,9309,38,4910,0.5274465570952841,False,multiple-components
072,4,21179552,23897828,1.1283443578032246,0.28208608945080615,21179552,contiguous-full500,1.0,93351984,78221360,29666,476,6140,0.2069709431672622,False,multiple-components
071,4,16663,18919,1.1353897857528656,0.2838474464382164,16663,contiguous-full500,1.0,150920,0,741,1,741,1.0,False,single-component
009,4,133204,153261,1.150573556349659,0.28764338908741477,133204,contiguous-full500,1.0,195052,0,5671,25,4774,0.8418268383001234,False,dominant-component
094,4,79907,94892,1.1875305042111455,0.29688262605278637,79907,contiguous-full500,1.0,176708,0,647,40,44,0.06800618238021638,False,multiple-components
044,4,125648,154407,1.2288854577868331,0.3072213644467083,66901,captain-feedback6,1.8781184137755789,5343264,2527488,1364,11,124,0.09090909090909091,False,multiple-components
050,4,118352,149690,1.264786399891848,0.316196599972962,118352,contiguous-full500,1.0,117404,0,4555,23,4011,0.8805708013172339,False,dominant-component
093,4,57341,74205,1.2941002075303885,0.3235250518825971,57341,contiguous-full500,1.0,61440,0,552,69,8,0.014492753623188406,False,multiple-components
098,4,134871,177430,1.3155533806377946,0.32888834515944865,134871,contiguous-full500,1.0,393368,0,1365,27,389,0.28498168498168497,False,multiple-components
055,4,86552,118835,1.3729896478417598,0.34324741196043995,86552,contiguous-full500,1.0,239766,0,1236,24,183,0.14805825242718446,False,multiple-components
077,4,352795,495320,1.4039881517595203,0.3509970379398801,352795,contiguous-full500,1.0,487484,0,4486,41,2096,0.4672313865358894,False,multiple-components
053,4,1042809,1472686,1.4122298522548233,0.35305746306370583,1042809,contiguous-full500,1.0,6346174,4265728,11670,39,9853,0.8443016281062553,False,dominant-component
026,4,69701,99203,1.4232650894535228,0.3558162723633807,69701,contiguous-full500,1.0,266056,0,636,31,198,0.3113207547169811,False,multiple-components
014,4,12197041,17698626,1.451058990455144,0.362764747613786,12197041,contiguous-full500,1.0,70145636,56916384,35705,1340,124,0.0034729029547682397,False,multiple-components
052,4,122099,180301,1.4766787606778107,0.36916969016945267,122099,contiguous-full500,1.0,234536,0,1008,52,120,0.11904761904761904,False,multiple-components
091,4,5874135,9186769,1.563935626266676,0.390983906566669,5874135,contiguous-full500,1.0,40977024,33384576,31554,513,147,0.004658680357482411,False,multiple-components
060,4,564135,888789,1.5754899093302135,0.3938724773325534,564135,contiguous-full500,1.0,2321620,259072,5281,89,183,0.03465252793031623,False,multiple-components
096,4,52364,84194,1.607860362080819,0.40196509052020474,52364,contiguous-full500,1.0,138656,0,1198,50,397,0.3313856427378965,False,multiple-components
034,4,522073,842996,1.6147090540977986,0.40367726352444966,522073,contiguous-full500,1.0,840024,0,3745,155,94,0.025100133511348464,False,multiple-components
017,4,98177,162810,1.6583313810770344,0.4145828452692586,98177,contiguous-full500,1.0,326762,0,1373,60,162,0.11798980335032774,False,multiple-components
006,4,49336,82837,1.6790376195881305,0.4197594048970326,49336,contiguous-full500,1.0,349228,0,678,27,136,0.20058997050147492,False,multiple-components
031,4,840898,1414369,1.6819745082043245,0.4204936270510811,840898,contiguous-full500,1.0,3756032,761856,6135,107,2147,0.34995925020374896,False,multiple-components
090,4,665339,1178363,1.7710715890696322,0.44276789726740806,665339,contiguous-full500,1.0,21399480,14917176,1664,13,128,0.07692307692307693,False,multiple-components
019,4,45704,81144,1.7754244705058637,0.44385611762646593,45704,contiguous-full500,1.0,82112,0,647,31,170,0.26275115919629055,False,multiple-components
100,4,78518,151223,1.9259660205303242,0.48149150513258104,78518,contiguous-full500,1.0,441904,0,1394,43,275,0.19727403156384504,False,multiple-components
045,4,64427,125614,1.9497105250904123,0.4874276312726031,64427,contiguous-full500,1.0,65536,0,1651,68,28,0.016959418534221685,False,multiple-components
039,4,733876,1435262,1.9557282156658617,0.48893205391646544,733876,contiguous-full500,1.0,9265152,5029888,5250,70,75,0.014285714285714285,False,multiple-components
063,4,543019,1070397,1.971196219653456,0.492799054913364,543019,contiguous-full500,1.0,1938432,0,7360,1,7360,1.0,False,single-component
012,4,29934,59088,1.9739426738825416,0.4934856684706354,29934,contiguous-full500,1.0,165748,0,972,50,98,0.10082304526748971,False,multiple-components
002,4,132209,261945,1.9812947681322755,0.49532369203306886,72056,captain-joint2-reported,1.8348090374153436,485376,0,1798,1,1798,1.0,False,single-component
080,4,147244,292138,1.9840400967102225,0.49601002417755563,111466,fang-round1-component,1.3209768001004791,1929216,0,1098,18,61,0.05555555555555555,False,multiple-components
013,4,132998,263949,1.9846087911096408,0.4961521977774102,132998,contiguous-full500,1.0,49152,0,1968,246,8,0.0040650406504065045,False,multiple-components
062,4,1433409,2854809,1.9916220701837368,0.4979055175459342,1433409,contiguous-full500,1.0,5180928,0,19636,1,19636,1.0,False,single-component
070,4,58876,117300,1.9923228480195665,0.4980807120048916,58876,contiguous-full500,1.0,202540,0,1191,38,285,0.23929471032745592,False,multiple-components
038,4,674342,1364555,2.0235355353811566,0.5058838838452892,674342,contiguous-full500,1.0,4742320,1870848,5907,130,116,0.019637717961740308,False,multiple-components
076,4,3020428,6185113,2.047760449843532,0.511940112460883,3020428,contiguous-full500,1.0,24089624,16971776,32528,809,122,0.003750614854894245,False,multiple-components
065,4,25664,53068,2.067799251870324,0.516949812967581,25664,contiguous-full500,1.0,120388,0,704,42,61,0.08664772727272728,False,multiple-components
015,4,83651,177362,2.1202615629221406,0.5300653907305352,83651,contiguous-full500,1.0,410760,147480,1013,46,145,0.14313919052319843,False,multiple-components
010,4,40963,86969,2.1231111002612115,0.5307777750653029,40963,contiguous-full500,1.0,234564,0,667,36,133,0.19940029985007496,False,multiple-components
033,4,829700,1774196,2.1383584428106546,0.5345896107026636,829700,contiguous-full500,1.0,6736976,2191872,3465,95,64,0.01847041847041847,False,multiple-components
099,4,745736,1622999,2.176372067326775,0.5440930168316938,745736,contiguous-full500,1.0,4010012,1454080,6296,202,117,0.01858322744599746,False,multiple-components
083,4,480097,1057993,2.2037067509274166,0.5509266877318542,480097,contiguous-full500,1.0,14810944,11921440,3844,31,124,0.03225806451612903,False,multiple-components
046,4,124612,276455,2.218526305652746,0.5546315764131865,124612,contiguous-full500,1.0,4513952,1722752,992,8,124,0.125,False,multiple-components
074,4,747504,1682239,2.250474913846615,0.5626187284616537,747504,contiguous-full500,1.0,7528580,3268608,3609,73,269,0.07453588251593239,False,multiple-components
032,4,18002,41443,2.3021330963226307,0.5755332740806577,18002,contiguous-full500,1.0,111746,0,827,25,189,0.22853688029020555,False,multiple-components
073,4,4135366,10081626,2.437904166160867,0.6094760415402167,4135366,contiguous-full500,1.0,140178688,128964736,4836,39,124,0.02564102564102564,False,multiple-components
092,4,1918830,4815554,2.5096303476597717,0.6274075869149429,1918830,contiguous-full500,1.0,66661472,63804736,17608,142,124,0.007042253521126761,False,multiple-components
029,4,14686,37555,2.55719733079123,0.6392993326978075,14686,contiguous-full500,1.0,43034,0,861,21,41,0.047619047619047616,False,multiple-components
022,4,21311,56780,2.664351743231195,0.6660879358077988,21311,contiguous-full500,1.0,198080,0,1356,32,183,0.13495575221238937,False,multiple-components
057,4,20344,59726,2.9358041683051512,0.7339510420762878,20344,contiguous-full500,1.0,352408,0,865,21,193,0.223121387283237,False,multiple-components
028,4,13906223,43836040,3.1522606821420887,0.7880651705355222,13906223,contiguous-full500,1.0,277447800,270854904,19584,153,128,0.006535947712418301,False,multiple-components
087,4,1253447,3974071,3.170513791169471,0.7926284477923677,1253447,contiguous-full500,1.0,8216084,4096512,27556,196,12693,0.4606256350704021,False,multiple-components
042,4,520004,1686740,3.2437058176475566,0.8109264544118892,520004,contiguous-full500,1.0,8635392,4224000,4733,104,258,0.054510881047961125,False,multiple-components
067,4,19455518,63834834,3.2810657624227737,0.8202664406056934,19455518,contiguous-full500,1.0,263195904,251834496,8804,71,124,0.014084507042253521,False,multiple-components
078,4,690924,2296143,3.3232931552529656,0.8308232888132414,690924,contiguous-full500,1.0,13146912,6701472,1024,8,128,0.125,False,multiple-components
004,4,113282,392357,3.463542310340566,0.8658855775851415,113282,contiguous-full500,1.0,384000,0,777,111,7,0.009009009009009009,False,multiple-components
081,4,43246,151795,3.510035610229848,0.877508902557462,43246,contiguous-full500,1.0,43034,0,3485,85,41,0.011764705882352941,False,multiple-components
018,4,282505,1004367,3.5552184917081116,0.8888046229270279,282505,contiguous-full500,1.0,2596984,196608,2727,126,59,0.021635496883021636,False,multiple-components
023,4,34226,122614,3.58248115467773,0.8956202886694326,34226,contiguous-full500,1.0,158340,0,1011,43,127,0.12561819980217606,False,multiple-components
097,4,3006668,11491509,3.8220079503290685,0.9555019875822671,3006668,contiguous-full500,1.0,10584064,5472256,6592,64,103,0.015625,False,multiple-components
089,4,178160,693092,3.8902784014369107,0.9725696003592277,178160,contiguous-full500,1.0,716160,0,5120,40,128,0.025,False,multiple-components
007,4,259822,1012562,3.8971372709008474,0.9742843177252118,259822,contiguous-full500,1.0,109056,0,3885,555,7,0.0018018018018018018,False,multiple-components
037,4,53320,210001,3.938503375843961,0.9846258439609903,53320,contiguous-full500,1.0,1105920,0,780,20,39,0.05,False,multiple-components
011,4,46880,184697,3.9397824232081913,0.9849456058020478,46880,contiguous-full500,1.0,1081344,0,688,16,43,0.0625,False,multiple-components
001,4,58984,233110,3.952088702020887,0.9880221755052218,58984,contiguous-full500,1.0,3456,0,600,200,3,0.005,False,multiple-components
008,4,123060,487605,3.962335446123842,0.9905838615309605,63768,captain-feedback6,1.9298080541964622,0,0,864,108,8,0.009259259259259259,True,multiple-components
095,4,526154,2084853,3.962438753672879,0.9906096884182197,269686,fang-round1-resource_word,1.9509874446578614,73728,0,3696,462,8,0.0021645021645021645,True,multiple-components
084,4,632665,2507412,3.963253854725645,0.9908134636814112,317988,fang-round1-affine_eighth,1.9895876573958766,18432,0,8616,1077,8,0.0009285051067780873,True,multiple-components
