case_id,cores,full_contiguous_cycles,singlecore_cycles,speedup_B_over_M,speedup_over_k,known_reported_envelope_cycles,envelope_source,contiguous_over_known_envelope,extra_ddr_bytes,spill_bytes,eligible_ops,weak_components,max_component_ops,largest_component_fraction,homogeneous_word_guard,structure_class
066,2,355332,359070,1.010519739286076,0.505259869643038,355332,contiguous-full500,1.0,111622,0,5962,28,3675,0.6164038913116404,False,multiple-components
088,2,235627,243623,1.0339349904722295,0.5169674952361147,235627,contiguous-full500,1.0,57590,0,3309,31,2798,0.8455726805681475,False,dominant-component
041,2,5664496,6003957,1.059927838240154,0.529963919120077,5664496,contiguous-full500,1.0,28466176,25061376,16594,494,182,0.010967819693865252,False,multiple-components
072,2,21107486,23897828,1.1321967950138638,0.5660983975069319,21107486,contiguous-full500,1.0,96923696,89845808,29666,476,6140,0.2069709431672622,False,multiple-components
094,2,81051,94892,1.170769021973819,0.5853845109869095,81051,contiguous-full500,1.0,27716,0,647,40,44,0.06800618238021638,False,multiple-components
038,2,1156741,1364555,1.1796547368857853,0.5898273684428926,1156741,contiguous-full500,1.0,4047536,3082752,5907,130,116,0.019637717961740308,False,multiple-components
074,2,1422902,1682239,1.1822592139163484,0.5911296069581742,1422902,contiguous-full500,1.0,6787204,5025792,3609,73,269,0.07453588251593239,False,multiple-components
010,2,73020,86969,1.191029854834292,0.595514927417146,73020,contiguous-full500,1.0,34600,0,667,36,133,0.19940029985007496,False,multiple-components
023,2,100582,122614,1.2190451571851821,0.6095225785925911,100582,contiguous-full500,1.0,24692,0,1011,43,127,0.12561819980217606,False,multiple-components
044,2,125741,154407,1.2279765549820663,0.6139882774910331,125741,contiguous-full500,1.0,4533728,3595136,1364,11,124,0.09090909090909091,False,multiple-components
031,2,1147129,1414369,1.2329642089076294,0.6164821044538147,1147129,contiguous-full500,1.0,3025408,1847808,6135,107,2147,0.34995925020374896,False,multiple-components
061,2,60714,77191,1.2713871594689858,0.6356935797344929,60714,contiguous-full500,1.0,25644,0,1115,40,167,0.14977578475336323,False,multiple-components
022,2,44538,56780,1.2748664062149175,0.6374332031074588,44538,contiguous-full500,1.0,14744,0,1356,32,183,0.13495575221238937,False,multiple-components
