case_id,baseline_cycles,baseline_source_commit,result_path,result_sha256,graph_sha256,config_sha256,official_sha256
061,77191,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/061/result.json.gz,5fd33250f6d338cfeaadebc8066d4f202a6ed4dfc43f3efc660735c61d7b3bf1,5da175170152a6beab3dcbda84a0910f72b079091c2ad1fdd489aaf5e31fcaf3,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
062,2854809,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/062/result.json.gz,13f64782982efba14c2b31cfb7266b967fc78c7cb7d3ff4e30650488f8dd7cb9,fa99943eab55b174047687337a4bcd81c3967e052e22eaabf3fb7740914df2b4,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
063,1070397,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/063/result.json.gz,4a9f6f8cc267c0444c1dee1b02b109c603b592c5c2686c5925012dcd457630ad,511c05c1ec9c19bb3cc108e173a46e7952b92fca9b1ac21728c43713056d429d,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
064,19116,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/064/result.json.gz,2425bbefc1b6c20c04c35fcac843129bdb691bbf5b00765b33d435ebe554f35b,871f65b73fc1da6a48501998fbfde6684fc78e5dd022ddc68085d1384d2e2280,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
065,53068,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/065/result.json.gz,db490ea21ebf97b856cee40fd308a500fb642edc2b3959c6811fa71af52034fe,23342b7c3e75f58cec3d0bdaff89bf8d6f18de4930d35ec2ceade91670f0a400,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
066,359070,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/066/result.json.gz,b20ccee2ea230bd9bbe91e91cf0ebee7ac76bda970504e69399259feb1fc4f5b,30e61f8760d7d595b0fc4ad76262b179c72509a0cb5b2be72333ebd9b926b465,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
067,63834834,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/067/result.json.gz,c5de45b5249b832029602816cb1005c3e685c1ef8092ad22882b428cdaf5699a,f49b5087689e18c6bf231843f8f3bbaca238a547ea5309b2492c76d5f170b542,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
068,362095,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/068/result.json.gz,848d8edfaec1aa230c09a16ef322a0ab4cd168817e4dec5b28510a910f17b671,dfd9a58ef9d26a8a4567026b50af8b4499d87eebb3d98f8208b909b11e963c6d,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
069,25144,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/069/result.json.gz,a255f440c21f43b045890a66c405288df6705a6b1eafaea6b26ecada92ebc147,9632392d98cfc04291ba0546accf1f4c3ede8ff71befd3cd0ae67caf27659e52,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
070,117300,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/070/result.json.gz,6cf567fd0b407a18f988a6af71ef7dac1326fa8b77594f02c0bf1fec0d512896,b645c07133b0d98a63ab192cdfe8b35bdc089ad49eb5a8f1e476196344b97aa0,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
071,18919,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/071/result.json.gz,d2e46fd00db3766c4ca574084cde6d94b1aa062cab5b5199474c86013e51daa5,437cc74cae9e0fc0cb89b05403c62062ceff8d5bc2224c8834c519e69524e897,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
072,23897828,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/072/result.json.gz,399bb579292469603d2a8b5ae647c4e77d56390aef266587faf9d55eb9c7360f,09ecc7be74ccdd06b00843fa6cd0696fb76ed623ca2ea3c9f36590450bc2749f,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
073,10081626,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/073/result.json.gz,ab3a57d0c50f0e1d5e35ae36b6e6a5f621d81c8fc5847f1af2bf8bf612795e87,aabaff04d990bac77150639be7f410acc46db644d19fd046367dc70725aea7f9,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
074,1682239,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/074/result.json.gz,db60b9fc79656feab13140d1f3ecc2a55db4eada79b5dfb6e01d37ae488be593,a8a94915cbac32e098d7c54cfc73af8ea2050eb51199b949a92cfe18ae62162e,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
075,1441809,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/075/result.json.gz,58784813755a0a2007d093a0fa270c41a2809c64aa0edd6f81ec07592e1017d5,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
076,6185113,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/076/result.json.gz,ae195279b14f018cb1b62fafef0b14385fef2f06856742004e2d4e9d38967b79,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
077,495320,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/077/result.json.gz,9d30c6acd8d863b1cdcb8dc149993bcfe4300ba3b697d94bf64b924e751c710c,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
078,2296143,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/078/result.json.gz,ab19f8879ab78c48c86f5dcfd18af65f6071e471c0f9580bdf1c93c25bb0f1e7,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
079,31052251,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/079/result.json.gz,b1be3b65549ebcfd22f19f19a54cbe681170fc94f28666ef7875ad4d38e1ebd8,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
080,292138,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/080/result.json.gz,ac2a1d25f8319d6fa55747be8c4f0f506ffd72194c5ed26452f53fa3d2f23cb3,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
081,151795,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/081/result.json.gz,54c01d9f4554e2783e7c821c02d15710fd07378452c127142189fa0accb6eda3,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
082,721041,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/082/result.json.gz,b151858b2a5713d3dc763f6369a3736b1912e677806f26c42da56c90e19946c6,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
083,1057993,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/083/result.json.gz,8582b0d92ebd73a2ba41d8659a769bc6edc2f1ac4b53753e7874292222640e5a,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
084,2507412,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/084/result.json.gz,3cdf79e5f0cfb89108c8e763e855538e6d702c54e02c657aded96bc229d837d4,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
085,3187899,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/085/result.json.gz,c5fc551ed610a15089f26c0b153a5d765edf926c87de21a0bd79b9e767640ed6,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
086,118403,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/086/result.json.gz,df014e5a1560b5c843a028dc500d61dba54caa34b05521dbc7fdb15013e6a832,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
087,3974071,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/087/result.json.gz,fd31b62f31cd4e8ed19b77214c1cae2a7d6683dd56e9a62d409b1c1282b3ae59,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
088,243623,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/088/result.json.gz,01dd2341d82589e8ddaa451a08d88c81be3ba9168481c960c334f94f32085f27,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
089,693092,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/089/result.json.gz,c6c45c230150b85b784cb07590dbd9d5e7d6851b0508429b482ba76f16598cfe,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
090,1178363,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/090/result.json.gz,6db414a3150b9be0297b72301e29bab9635e47312714f4f058821d52bb7de6c6,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
091,9186769,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/091/result.json.gz,28ab4e4193a12bb42e468c18c8bbe287b9d8c00769bc53fb25ae6a131a8022b2,6fa7e61f09003382ba36061d74d4be90ed3acbe750a3d46c3b6d1e1fc27579f3,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
092,4815554,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/092/result.json.gz,e967c8a93049a41af1879483fe06bde35a3653f85e9a538fdb74f5cd8a2d11f1,ddb267b7178d1b240f76fb7ed508799fbc7621b45156064b2a229c5c0d90996d,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
093,74205,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/093/result.json.gz,e9b96b60b15b0d7e1970b3590f357b269861590d102b74eb6a932fef59da1fc2,3a68ca960cc21b10a94b0524f5c16d2ee4995f2e5a75e667d58099571a7cdc36,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
094,94892,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/094/result.json.gz,0e9ebed97c092861f0c6749b9226b49035cf5faa2ab0e67c204d4f85e30a8095,06e7b0eb1eecb9a98b6691dfe5f8039c6f7b21ab0f3ea8e6a072ade002a68fec,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
095,2084853,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/095/result.json.gz,c1599219b8e0683743e9adb0c4d43407dbac16684fe88b8091364862e49bb111,99875b1d3025c71f87e04818e28c08915928813f495d080ae6436879f6cb540f,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
096,84194,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/096/result.json.gz,c35f8187d2c96abe68175903d357bc048dca57239938e21394589e4983607bd8,c26df1f4c6e282279a2f86c24d13be04e5c0e8b24b36149899bf7e7a91cf579a,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
097,11491509,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/097/result.json.gz,bfd1fddfe03ac16242562d8849fc9e21f82a179ee1b25c13d7b21126888af534,7dc5c8ebf92052dbdd1bf59794a8fcef74e3ab3c59d5f0b4e753bf38a741ffaf,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
098,177430,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/098/result.json.gz,e7ab69f323dc088de1a884285dcb249cdd008ca41d75ebfb190c9d548286ad71,8cc92ed83866234532487abacb106e0298a00cf309ef75fa12e413bfb17d58f8,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
099,1622999,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/099/result.json.gz,fa8e26576aa78b9b46e5e6009ddfd152994fe78f413e4a313139cf4320603233,6a07bc2eba4657ec873f015cb53404696202df8fe912a94340cbdc674cbd7938,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
100,151223,b0937de5b97cb2e85fda68d702c8076457993588,results/benchmark-board/official-singlecore-20260924/100/result.json.gz,f1ab1c4c0e6fb39f72dae950007f0cb1e2dfa07096846ac297ae5b244e99f9e0,bb78167d482a9e1663bb947945def049c2d66392c3897613ce5cb145d3a2eb19,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,de11a83db8d7c47ed328b15a7df71d613a833b16cd23ee9fe877999578a1ace0
