batch,problem,case_id,cores,status,makespan_cycles,singlecore_cycles,speedup,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate,cache_speedup,algorithm_id,source,case_no
B-lyx-p123-multicore,P1,023,2,ok,63270.0,122614.0,1.93794847479058,32.55592620000061,0.7659999999996217,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),23
B-lyx-p123-multicore,P1,023,3,ok,42228.0,122614.0,2.9036184522118025,32.487041899999895,0.8430000000007567,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),23
B-lyx-p123-multicore,P1,023,4,ok,31180.0,122614.0,3.9324567030147533,30.511555200000657,0.8440000000009604,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),23
B-lyx-p123-multicore,P1,023,5,ok,25249.0,122614.0,4.856192324448493,36.25620540000091,0.9369999999998981,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),23
B-lyx-p123-multicore,P1,024,1,ok,2555343.0,2555343.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),24
B-lyx-p123-multicore,P1,024,2,ok,2555343.0,2555343.0,1.0,70.82038999999895,21.03099999999904,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),24
B-lyx-p123-multicore,P1,024,3,ok,2555343.0,2555343.0,1.0,71.0465949999998,20.85900000000038,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),24
B-lyx-p123-multicore,P1,024,4,ok,2555343.0,2555343.0,1.0,65.67461589999948,16.42200000000048,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),24
B-lyx-p123-multicore,P1,024,5,ok,2555343.0,2555343.0,1.0,66.36409910000111,16.67200000000048,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),24
B-lyx-p123-multicore,P1,025,1,timeout,,,,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),25
B-lyx-p123-multicore,P1,025,2,error,,,,62.24444989999938,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),25
B-lyx-p123-multicore,P1,025,3,error,,,,62.30754049999996,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),25
B-lyx-p123-multicore,P1,025,4,error,,,,62.371451300001354,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),25
B-lyx-p123-multicore,P1,025,5,error,,,,62.39224130000002,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),25
B-lyx-p123-multicore,P1,026,1,ok,99203.0,99203.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),26
B-lyx-p123-multicore,P1,026,2,ok,53367.0,99203.0,1.8588828302134277,35.04277259999981,0.5619999999998981,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),26
B-lyx-p123-multicore,P1,026,3,ok,41647.0,99203.0,2.3819963022546644,23.231192199998986,0.6409999999996217,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),26
B-lyx-p123-multicore,P1,026,4,ok,41302.0,99203.0,2.401893370781076,29.37060599999859,0.6409999999996217,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),26
B-lyx-p123-multicore,P1,026,5,ok,42682.0,99203.0,2.324235040532309,22.715939799998523,0.6560000000008586,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),26
B-lyx-p123-multicore,P1,027,1,ok,2363952.0,2363952.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),27
B-lyx-p123-multicore,P1,027,2,ok,1124556.0,2363952.0,2.1021203034797735,40.05866600000081,1.2190000000009604,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),27
B-lyx-p123-multicore,P1,027,3,ok,843187.0,2363952.0,2.803591611350744,39.770372200000565,1.3280000000013388,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),27
B-lyx-p123-multicore,P1,027,4,ok,565244.0,2363952.0,4.182179731231114,41.83354279999912,1.2340000000003783,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),27
B-lyx-p123-multicore,P1,027,5,ok,564286.0,2363952.0,4.189279904162074,40.720367399999304,1.3279999999995198,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),27
B-lyx-p123-multicore,P1,028,1,timeout,,,,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),28
B-lyx-p123-multicore,P1,028,2,error,,,,61.192065100000036,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),28
B-lyx-p123-multicore,P1,028,3,error,,,,61.21684770000138,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),28
B-lyx-p123-multicore,P1,028,4,error,,,,61.27281369999946,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),28
B-lyx-p123-multicore,P1,028,5,error,,,,61.36593769999854,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),28
B-lyx-p123-multicore,P1,029,1,ok,37555.0,37555.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),29
B-lyx-p123-multicore,P1,029,2,ok,20250.0,37555.0,1.854567901234568,28.34806050000043,0.6869999999998981,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),29
B-lyx-p123-multicore,P1,029,3,ok,13312.0,37555.0,2.8211388221153846,29.537107899999683,0.6560000000008586,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),29
B-lyx-p123-multicore,P1,029,4,ok,11321.0,37555.0,3.317286458793393,30.022074200000134,0.7030000000013388,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),29
B-lyx-p123-multicore,P1,029,5,ok,9582.0,37555.0,3.919327906491338,28.588675899998634,0.7969999999986612,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),29
B-lyx-p123-multicore,P1,030,1,ok,2808034.0,2808034.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),30
B-lyx-p123-multicore,P1,030,2,error,,2808034.0,,52.12818399999924,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),30
B-lyx-p123-multicore,P1,030,3,error,,2808034.0,,53.57654290000028,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),30
B-lyx-p123-multicore,P1,030,4,error,,2808034.0,,52.92268739999963,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),30
B-lyx-p123-multicore,P1,030,5,error,,2808034.0,,54.30633119999948,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),30
B-lyx-p123-multicore,P1,031,1,ok,1414369.0,1414369.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),31
B-lyx-p123-multicore,P1,031,2,ok,715350.0,1414369.0,1.9771706157824842,59.85825250000016,5.625,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),31
B-lyx-p123-multicore,P1,031,3,ok,478779.0,1414369.0,2.9541166174790456,61.82636210000055,5.890999999999622,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),31
B-lyx-p123-multicore,P1,031,4,ok,361856.0,1414369.0,3.908651507782101,61.583829699999114,6.860000000000582,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),31
B-lyx-p123-multicore,P1,031,5,ok,291008.0,1414369.0,4.8602409555751045,61.4786894000008,6.436999999999898,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),31
B-lyx-p123-multicore,P1,032,1,ok,41443.0,41443.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),32
B-lyx-p123-multicore,P1,032,2,ok,21288.0,41443.0,1.9467775272453964,27.873987499999203,0.625,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),32
B-lyx-p123-multicore,P1,032,3,ok,14487.0,41443.0,2.8607026989714917,29.264484899998934,0.6719999999986612,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),32
B-lyx-p123-multicore,P1,032,4,ok,11490.0,41443.0,3.606875543951262,29.088625799999136,0.6569999999992433,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),32
B-lyx-p123-multicore,P1,032,5,ok,9857.0,41443.0,4.204423252510906,27.748154400000203,0.75,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),32
B-lyx-p123-multicore,P1,033,1,ok,1774196.0,1774196.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),33
B-lyx-p123-multicore,P1,033,2,ok,888170.0,1774196.0,1.9975860477160905,54.07834870000079,2.5,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),33
B-lyx-p123-multicore,P1,033,3,ok,594539.0,1774196.0,2.9841541093183124,54.09696310000072,2.764999999999418,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),33
B-lyx-p123-multicore,P1,033,4,ok,446758.0,1774196.0,3.971268561503096,54.71354229999997,2.811999999999898,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),33
B-lyx-p123-multicore,P1,033,5,ok,358312.0,1774196.0,4.95153944048762,55.74295110000094,3.188000000000102,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),33
B-lyx-p123-multicore,P1,034,1,ok,842996.0,842996.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),34
B-lyx-p123-multicore,P1,034,2,ok,415239.0,842996.0,2.0301464939468596,53.92332499999975,2.5,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),34
B-lyx-p123-multicore,P1,034,3,ok,276592.0,842996.0,3.0477960317001216,53.76826270000129,2.625,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),34
B-lyx-p123-multicore,P1,034,4,ok,207454.0,842996.0,4.063532156526266,56.70431370000006,2.9059999999990396,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),34
B-lyx-p123-multicore,P1,034,5,ok,169450.0,842996.0,4.974895249336087,56.42498119999982,3.3289999999997235,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),34
B-lyx-p123-multicore,P1,035,1,ok,169571.0,169571.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),35
B-lyx-p123-multicore,P1,035,2,ok,95406.0,169571.0,1.7773620107750037,54.13816709999992,5.390999999999622,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),35
B-lyx-p123-multicore,P1,035,3,ok,95424.0,169571.0,1.77702674379611,54.31261700000141,5.389999999999418,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),35
B-lyx-p123-multicore,P1,035,4,ok,95442.0,169571.0,1.7766916032773832,54.82409439999901,5.07799999999952,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),35
B-lyx-p123-multicore,P1,035,5,ok,95442.0,169571.0,1.7766916032773832,54.966993599999114,5.21900000000096,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),35
B-lyx-p123-multicore,P1,036,1,ok,931510.0,931510.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),36
B-lyx-p123-multicore,P1,036,2,ok,470479.0,931510.0,1.9799183385443346,52.22347709999849,1.8280000000013388,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),36
B-lyx-p123-multicore,P1,036,3,ok,315069.0,931510.0,2.956526982978332,52.67610229999991,1.9069999999992433,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),36
B-lyx-p123-multicore,P1,036,4,ok,931510.0,931510.0,1.0,56.57306199999948,6.235000000000582,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),36
B-lyx-p123-multicore,P1,036,5,ok,931510.0,931510.0,1.0,56.076628799999526,6.25,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),36
B-lyx-p123-multicore,P1,037,1,ok,210001.0,210001.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),37
B-lyx-p123-multicore,P1,037,2,ok,106947.0,210001.0,1.9635987919249722,33.663238099999944,0.8430000000007567,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),37
B-lyx-p123-multicore,P1,037,3,ok,75628.0,210001.0,2.77676257470778,36.6617454999996,0.9219999999986612,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),37
B-lyx-p123-multicore,P1,037,4,ok,53994.0,210001.0,3.8893395562469903,38.00903939999989,0.8130000000001019,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),37
B-lyx-p123-multicore,P1,037,5,ok,44462.0,210001.0,4.723156853043048,37.35454740000023,1.0,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),37
B-lyx-p123-multicore,P1,038,1,ok,1364555.0,1364555.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),38
B-lyx-p123-multicore,P1,038,2,ok,685456.0,1364555.0,1.990725881748792,62.02709279999908,5.031999999999243,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),38
B-lyx-p123-multicore,P1,038,3,ok,460108.0,1364555.0,2.9657276117781044,64.22311830000035,5.5,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),38
B-lyx-p123-multicore,P1,038,4,ok,346327.0,1364555.0,3.9400768637732546,70.62268099999892,8.031999999999243,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),38
B-lyx-p123-multicore,P1,038,5,ok,314368.0,1364555.0,4.340629453379479,72.83368520000113,10.593999999999141,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),38
B-lyx-p123-multicore,P1,039,1,ok,1435262.0,1435262.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),39
B-lyx-p123-multicore,P1,039,2,ok,715580.0,1435262.0,2.0057324128678835,67.5379983999992,6.281000000000859,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),39
B-lyx-p123-multicore,P1,039,3,ok,578102.0,1435262.0,2.4827141231132224,67.96884769999997,6.343000000000757,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),39
B-lyx-p123-multicore,P1,039,4,ok,569788.0,1435262.0,2.518940377824735,70.0905058999997,7.313000000000102,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),39
B-lyx-p123-multicore,P1,039,5,error,,1435262.0,,49.90854670000044,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),39
B-lyx-p123-multicore,P1,040,1,ok,253454.0,253454.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),40
B-lyx-p123-multicore,P1,040,2,ok,134507.0,253454.0,1.8843182882675251,52.859121600000435,4.218999999999141,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),40
B-lyx-p123-multicore,P1,040,3,ok,110105.0,253454.0,2.301929975932065,54.04683479999949,5.25,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),40
B-lyx-p123-multicore,P1,040,4,ok,110202.0,253454.0,2.2999038129979494,54.34151290000045,5.235000000000582,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),40
B-lyx-p123-multicore,P1,040,5,ok,110337.0,253454.0,2.2970898248094476,53.86574060000021,4.860000000000582,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),40
B-lyx-p123-multicore,P1,041,1,timeout,,,,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),41
B-lyx-p123-multicore,P1,041,2,error,,,,62.547750599998835,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),41
B-lyx-p123-multicore,P1,041,3,error,,,,62.46356370000103,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),41
B-lyx-p123-multicore,P1,041,4,error,,,,62.20117819999905,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),41
B-lyx-p123-multicore,P1,041,5,error,,,,62.15991440000107,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),41
B-lyx-p123-multicore,P1,042,1,ok,1686740.0,1686740.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),42
B-lyx-p123-multicore,P1,042,2,ok,843620.0,1686740.0,1.9994073160901829,61.419762499999706,4.438000000000102,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),42
B-lyx-p123-multicore,P1,042,3,ok,564415.0,1686740.0,2.9884747924842534,61.46308929999941,5.328000000001339,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),42
B-lyx-p123-multicore,P1,042,4,ok,427713.0,1686740.0,3.9436257490419977,62.82974579999973,6.04700000000048,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),42
B-lyx-p123-multicore,P1,042,5,ok,349267.0,1686740.0,4.829371226024789,62.980974099999,6.218999999999141,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),42
B-lyx-p123-multicore,P1,043,1,ok,677656.0,677656.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),43
B-lyx-p123-multicore,P1,043,2,error,,677656.0,,96.24464590000025,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),43
B-lyx-p123-multicore,P1,043,3,error,,677656.0,,89.85579759999928,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),43
B-lyx-p123-multicore,P1,043,4,error,,677656.0,,90.19129379999868,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),43
B-lyx-p123-multicore,P1,043,5,error,,677656.0,,90.6014608000005,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),43
B-lyx-p123-multicore,P1,044,1,ok,154407.0,154407.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),44
B-lyx-p123-multicore,P1,044,2,ok,131807.0,154407.0,1.171462820639268,49.20545569999922,1.2340000000003783,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),44
B-lyx-p123-multicore,P1,044,3,ok,132707.0,154407.0,1.1635181263987582,48.27923929999997,1.125,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),44
B-lyx-p123-multicore,P1,044,4,ok,116227.0,154407.0,1.3284951001058274,48.198657099999764,1.0309999999990396,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),44
B-lyx-p123-multicore,P1,044,5,ok,116227.0,154407.0,1.3284951001058274,45.66040210000028,1.2659999999996217,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),44
B-lyx-p123-multicore,P1,045,1,ok,125614.0,125614.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),45
B-lyx-p123-multicore,P1,045,2,ok,64915.0,125614.0,1.9350535315412463,32.562574399998994,0.9529999999995198,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),45
B-lyx-p123-multicore,P1,045,3,ok,43663.0,125614.0,2.8768980601424547,34.324123899999904,1.0939999999991414,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),45
B-lyx-p123-multicore,P1,045,4,ok,32830.0,125614.0,3.826195552848005,36.57374709999931,1.2970000000004802,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),45
B-lyx-p123-multicore,P1,045,5,ok,26893.0,125614.0,4.670880898375041,36.8699927000016,1.2189999999991414,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),45
B-lyx-p123-multicore,P1,046,1,ok,276455.0,276455.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),46
B-lyx-p123-multicore,P1,046,2,ok,140489.0,276455.0,1.9678053086006733,37.16823699999986,0.9219999999986612,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),46
B-lyx-p123-multicore,P1,046,3,ok,144702.0,276455.0,1.91051263977001,36.94248139999945,0.9840000000003783,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),46
B-lyx-p123-multicore,P1,046,4,ok,138253.0,276455.0,1.999631111078964,34.08647519999977,0.9690000000009604,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),46
B-lyx-p123-multicore,P1,046,5,ok,135075.0,276455.0,2.0466777716083655,34.60475380000025,1.0159999999996217,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),46
B-lyx-p123-multicore,P1,047,1,ok,326508.0,326508.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),47
B-lyx-p123-multicore,P1,047,2,error,,326508.0,,49.35712909999893,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),47
B-lyx-p123-multicore,P1,047,3,error,,326508.0,,49.90086970000084,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),47
B-lyx-p123-multicore,P1,047,4,error,,326508.0,,50.327720999999656,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),47
B-lyx-p123-multicore,P1,047,5,error,,326508.0,,50.43884980000075,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),47
B-lyx-p123-multicore,P1,048,1,ok,222220.0,222220.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),48
B-lyx-p123-multicore,P1,048,2,ok,221543.0,222220.0,1.0030558401754963,48.54955080000036,1.3909999999996217,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),48
B-lyx-p123-multicore,P1,048,3,ok,162328.0,222220.0,1.3689566803016116,49.91251300000113,2.640000000001237,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),48
B-lyx-p123-multicore,P1,048,4,ok,161146.0,222220.0,1.3789979273453887,49.9684785999998,2.561999999999898,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),48
B-lyx-p123-multicore,P1,048,5,ok,152596.0,222220.0,1.4562635979973262,50.556441599999744,2.5,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),48
B-lyx-p123-multicore,P1,049,1,ok,196276.0,196276.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),49
B-lyx-p123-multicore,P1,049,2,ok,160206.0,196276.0,1.2251476224361135,56.96570249999968,7.860000000000582,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),49
B-lyx-p123-multicore,P1,049,3,ok,160224.0,196276.0,1.2250099860195727,59.48506120000093,9.188000000000102,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),49
B-lyx-p123-multicore,P1,049,4,ok,160242.0,196276.0,1.2248723805244568,57.528657799999564,7.843000000000757,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),49
B-lyx-p123-multicore,P1,049,5,ok,160260.0,196276.0,1.224734805940347,57.87451080000028,8.031000000000859,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),49
B-lyx-p123-multicore,P1,050,1,ok,149690.0,149690.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),50
B-lyx-p123-multicore,P1,050,2,ok,108121.0,149690.0,1.3844674022622803,60.71577129999969,10.078000000001339,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),50
B-lyx-p123-multicore,P1,050,3,ok,108134.0,149690.0,1.384300959920099,60.3015749999995,9.84400000000096,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),50
B-lyx-p123-multicore,P1,050,4,ok,108147.0,149690.0,1.384134557592906,59.61499299999923,9.45299999999952,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),50
B-lyx-p123-multicore,P1,050,5,ok,108160.0,149690.0,1.3839681952662721,60.31243770000037,9.42200000000048,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),50
B-lyx-p123-multicore,P1,051,1,ok,607628.0,607628.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),51
B-lyx-p123-multicore,P1,051,2,ok,444776.0,607628.0,1.3661438566829145,49.15761899999961,2.1410000000014406,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),51
B-lyx-p123-multicore,P1,051,3,ok,376313.0,607628.0,1.614687773210067,49.533911099999386,2.109999999998763,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),51
B-lyx-p123-multicore,P1,051,4,ok,339956.0,607628.0,1.7873724834978644,50.49894730000051,3.1089999999985594,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),51
B-lyx-p123-multicore,P1,051,5,ok,319668.0,607628.0,1.9008095899495727,50.728525500000615,3.061999999999898,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),51
B-lyx-p123-multicore,P1,052,1,ok,180301.0,180301.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),52
B-lyx-p123-multicore,P1,052,2,ok,89338.0,180301.0,2.0181893483176254,36.77646079999977,0.8600000000005821,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),52
B-lyx-p123-multicore,P1,052,3,ok,61730.0,180301.0,2.920800259193261,37.25507060000018,1.110000000000582,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),52
B-lyx-p123-multicore,P1,052,4,ok,46576.0,180301.0,3.871113878392305,34.04306849999921,0.9060000000008586,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),52
B-lyx-p123-multicore,P1,052,5,ok,37386.0,180301.0,4.8226876370834,36.07942649999859,1.1090000000003783,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),52
B-lyx-p123-multicore,P1,053,1,ok,1472686.0,1472686.0,1.0,,,,,,,,official_singlecore_baseline,fd0a78b3 (snapshot 20260924T121711Z),53
B-lyx-p123-multicore,P1,053,2,error,,1472686.0,,49.3602551999993,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),53
B-lyx-p123-multicore,P1,053,3,error,,1472686.0,,49.294686700000966,,,,,,,q1_search_32_seed0,fd0a78b3 (snapshot 20260924T121711Z),53
