case,problem,cores,algorithm,status,makespan_cycles,singlecore_cycles,multicore_speedup,solver_wall_seconds,e0_wall_seconds,data_movement_bytes,cache_hit_rate,no_cache_makespan_cycles,cache_speedup,error,source_commit,result_path,slot_kind,capture_state,source_status,status_reason,multicore_ratio_missing_reason,cache_ratio_missing_reason,baseline_status,baseline_summary_sha256,pair_status,pair_reported_makespan_cycles,pair_plan_identity,pair_wall_seconds,pair_eval_seconds,cell_wall_seconds,baseline_wall_seconds,baseline_eval_seconds,source_receipt,source_receipt_sha256,harness_sha256,harness_lineage_basis,plan_sha256,timing_note,result_path_base
044,P1,3,q1_search_32_seed0,ok,132707,154407,1.1635181263987582,48.27923929999997,1.125,"{""original_graph_copy_bytes"":975456,""scheduled_copy_bytes"":4184288,""added_copy_bytes"":3208832,""partition_added_copy_bytes"":3208832,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/044/k3/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,968e28c6e5be19fbf02ebd547369f4293c71c426c17b2d6d391c959eaab55ad3,,,,,,48.37694509999892,1.523292500000025,1.0294887000000017,cells/P1/044/k3/cell.json,d2055f715b20be7976185035884a1f2de5e1056bdd855d1a3351d396213872f0,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,cb82526bd2fd0ad2934ddc704db909fe6f1214826d358ec90f71db869c438745,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
044,P1,4,q1_search_32_seed0,ok,116227,154407,1.3284951001058274,48.198657099999764,1.0309999999990396,"{""original_graph_copy_bytes"":975456,""scheduled_copy_bytes"":3823488,""added_copy_bytes"":2848032,""partition_added_copy_bytes"":2771232,""spill_added_copy_bytes"":76800}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/044/k4/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,968e28c6e5be19fbf02ebd547369f4293c71c426c17b2d6d391c959eaab55ad3,,,,,,48.30708170000071,1.523292500000025,1.0294887000000017,cells/P1/044/k4/cell.json,79c752ebdeae441123839b02a1d56ac9d38fa6b7740d0b27bc9d6ae604d3aae5,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,921792c31eaf1710c901297980f08d8420a44158e2625dd4cd947d6b1c599333,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
044,P1,5,q1_search_32_seed0,ok,116227,154407,1.3284951001058274,45.66040210000028,1.2659999999996217,"{""original_graph_copy_bytes"":975456,""scheduled_copy_bytes"":3823488,""added_copy_bytes"":2848032,""partition_added_copy_bytes"":2771232,""spill_added_copy_bytes"":76800}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/044/k5/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,968e28c6e5be19fbf02ebd547369f4293c71c426c17b2d6d391c959eaab55ad3,,,,,,45.768742699998256,1.523292500000025,1.0294887000000017,cells/P1/044/k5/cell.json,46cdb4a5ec2e9c929ad66b894d3d91b581717265bfeefba1267eb43353b74fe8,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,f87c3077660ee110f09e483b32a17ecaf303222b81e8736218582d1c66c25548,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
045,P1,1,official_singlecore_baseline,ok,125614,125614,1.0,,,"{""original_graph_copy_bytes"": 557056, ""scheduled_copy_bytes"": 557056, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/045/e0/result.json.gz,reused_baseline_anchor,final_receipt,ok,,,not_applicable,ok,56945924e2d832981973febb13385de21d928fa4fd279af25fc96c5aac930bad,,,,,,,1.4771756999998615,0.973445200000242,baselines/045/e0/summary.json,56945924e2d832981973febb13385de21d928fa4fd279af25fc96c5aac930bad,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,Reused official baseline; no P1/P2 solver execution for this anchor.,source_run_directory
045,P1,2,q1_search_32_seed0,ok,64915,125614,1.9350535315412463,32.562574399998994,0.9529999999995198,"{""original_graph_copy_bytes"":557056,""scheduled_copy_bytes"":557056,""added_copy_bytes"":0,""partition_added_copy_bytes"":0,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/045/k2/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,56945924e2d832981973febb13385de21d928fa4fd279af25fc96c5aac930bad,,,,,,32.70547400000032,1.4771756999998615,0.973445200000242,cells/P1/045/k2/cell.json,3a4fff76b1086058811e7d9fb2a729a5be452ae5bd505e935a5f2ac8963b100c,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,5c2160e51bd939939a06051c3e2d2c439723f1061e84ec5566bfe1bc902cc3b7,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
045,P1,3,q1_search_32_seed0,ok,43663,125614,2.8768980601424547,34.324123899999904,1.0939999999991414,"{""original_graph_copy_bytes"":557056,""scheduled_copy_bytes"":557056,""added_copy_bytes"":0,""partition_added_copy_bytes"":0,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/045/k3/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,56945924e2d832981973febb13385de21d928fa4fd279af25fc96c5aac930bad,,,,,,34.457287900000665,1.4771756999998615,0.973445200000242,cells/P1/045/k3/cell.json,1214639082ea947211fd38013b77616a2429c1c9e1ae742c2d37b32c37d07457,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,b998c8e80f27c8770949d4305b4c03a26636d0749841e5746b7c2ba858031376,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
045,P1,4,q1_search_32_seed0,ok,32830,125614,3.826195552848005,36.57374709999931,1.2970000000004802,"{""original_graph_copy_bytes"":557056,""scheduled_copy_bytes"":557056,""added_copy_bytes"":0,""partition_added_copy_bytes"":0,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/045/k4/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,56945924e2d832981973febb13385de21d928fa4fd279af25fc96c5aac930bad,,,,,,36.71946579999894,1.4771756999998615,0.973445200000242,cells/P1/045/k4/cell.json,050623000abfed3545527d0541319b7fda30375fd4fdf07cd741551a1a459d3e,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,de721992928f7341e3449b8ec54ffe605f60ac235398ae6c702371b47ead1871,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
045,P1,5,q1_search_32_seed0,ok,26893,125614,4.670880898375041,36.8699927000016,1.2189999999991414,"{""original_graph_copy_bytes"":557056,""scheduled_copy_bytes"":557056,""added_copy_bytes"":0,""partition_added_copy_bytes"":0,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/045/k5/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,56945924e2d832981973febb13385de21d928fa4fd279af25fc96c5aac930bad,,,,,,36.94907609999973,1.4771756999998615,0.973445200000242,cells/P1/045/k5/cell.json,e9621e84b2047927cf4487ddf8fd92e2ad446d0ddc790b3257294fdb549d0aa8,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,8fab621976c5c603f2b3ecf73efd6bb4b688f7bd5d5ce66397e0731836475d1c,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
046,P1,1,official_singlecore_baseline,ok,276455,276455,1.0,,,"{""original_graph_copy_bytes"": 1061472, ""scheduled_copy_bytes"": 4237760, ""added_copy_bytes"": 3176288, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 3176288}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/046/e0/result.json.gz,reused_baseline_anchor,final_receipt,ok,,,not_applicable,ok,a1e69989542963fe81a4ff5ae7942034fc84c44b64cc766becf0d1a40a6ec360,,,,,,,1.1161718999992445,0.5859286000004431,baselines/046/e0/summary.json,a1e69989542963fe81a4ff5ae7942034fc84c44b64cc766becf0d1a40a6ec360,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,Reused official baseline; no P1/P2 solver execution for this anchor.,source_run_directory
046,P1,2,q1_search_32_seed0,ok,140489,276455,1.9678053086006733,37.16823699999986,0.9219999999986612,"{""original_graph_copy_bytes"":1061472,""scheduled_copy_bytes"":7704320,""added_copy_bytes"":6642848,""partition_added_copy_bytes"":6642848,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/046/k2/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,a1e69989542963fe81a4ff5ae7942034fc84c44b64cc766becf0d1a40a6ec360,,,,,,37.26791980000053,1.1161718999992445,0.5859286000004431,cells/P1/046/k2/cell.json,b8a018f8ef0cf488b49cda79f12525ed0ae56dd1fc98dce0cdbaf1c887de7b0f,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,c532601e997a2ecbce06d34dc085fc854ace81c216f365051b8b16f70073e421,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
046,P1,3,q1_search_32_seed0,ok,144702,276455,1.91051263977001,36.94248139999945,0.9840000000003783,"{""original_graph_copy_bytes"":1061472,""scheduled_copy_bytes"":7638784,""added_copy_bytes"":6577312,""partition_added_copy_bytes"":6577312,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/046/k3/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,a1e69989542963fe81a4ff5ae7942034fc84c44b64cc766becf0d1a40a6ec360,,,,,,37.038368999999875,1.1161718999992445,0.5859286000004431,cells/P1/046/k3/cell.json,01efd46a7ae125e4d004f3d0242fcd3f7dec1db274738503e0517b81224c1852,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,ea2bc1dac920a52f20850c7cc95fde301e056911e04903026dca157c7d9f76ea,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
046,P1,4,q1_search_32_seed0,ok,138253,276455,1.999631111078964,34.08647519999977,0.9690000000009604,"{""original_graph_copy_bytes"":1061472,""scheduled_copy_bytes"":7622400,""added_copy_bytes"":6560928,""partition_added_copy_bytes"":6560928,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/046/k4/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,a1e69989542963fe81a4ff5ae7942034fc84c44b64cc766becf0d1a40a6ec360,,,,,,34.18833029999951,1.1161718999992445,0.5859286000004431,cells/P1/046/k4/cell.json,ed605180f7b9a4684c94abe1d7d6cb9022ae818a3785d11a6e2b0ccd87ee1014,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,b650c90bd6d2d6f91e21253d474a2e15955936bd3d124bce47ce2822cf7dc9ab,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
046,P1,5,q1_search_32_seed0,ok,135075,276455,2.0466777716083655,34.60475380000025,1.0159999999996217,"{""original_graph_copy_bytes"":1061472,""scheduled_copy_bytes"":7639808,""added_copy_bytes"":6578336,""partition_added_copy_bytes"":6578336,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/046/k5/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,a1e69989542963fe81a4ff5ae7942034fc84c44b64cc766becf0d1a40a6ec360,,,,,,34.70454090000021,1.1161718999992445,0.5859286000004431,cells/P1/046/k5/cell.json,87b4a5f73111ca36f52eacba167a9d9b2589967f6633bb461dde29103dfe8c80,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,8c8738c3e3a881c60ec322574fe23d7c08fdd1e2cf258149f583dc021fb7079b,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
047,P1,1,official_singlecore_baseline,ok,326508,326508,1.0,,,"{""original_graph_copy_bytes"": 463942, ""scheduled_copy_bytes"": 463942, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/047/e0/result.json.gz,reused_baseline_anchor,final_receipt,ok,,,not_applicable,ok,8237051c2c271e7de1257ce9ee18e0f2181cadddcb791906821ce41858de3abf,,,,,,,82.97061630000007,82.03720599999997,baselines/047/e0/summary.json,8237051c2c271e7de1257ce9ee18e0f2181cadddcb791906821ce41858de3abf,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,Reused official baseline; no P1/P2 solver execution for this anchor.,source_run_directory
047,P1,2,q1_search_32_seed0,error,,326508,,49.35712909999893,,,,,,RuntimeError: P1 exact incumbent was not confirmed by official E0,4dff90ef699fd51845cf482951e8477066f5f566,,solver,final_receipt,error,final_receipt_error,cell_status_error,not_applicable,ok,8237051c2c271e7de1257ce9ee18e0f2181cadddcb791906821ce41858de3abf,,,,,,49.39025969999966,82.97061630000007,82.03720599999997,cells/P1/047/k2/cell.json,970ce9d04f3671ccda137ae7b61d8d8582032846f64aa3df8ab332e3c899bcb1,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,,source_run_directory
047,P1,3,q1_search_32_seed0,error,,326508,,49.90086970000084,,,,,,RuntimeError: P1 exact incumbent was not confirmed by official E0,4dff90ef699fd51845cf482951e8477066f5f566,,solver,final_receipt,error,final_receipt_error,cell_status_error,not_applicable,ok,8237051c2c271e7de1257ce9ee18e0f2181cadddcb791906821ce41858de3abf,,,,,,49.93364990000009,82.97061630000007,82.03720599999997,cells/P1/047/k3/cell.json,0971ebf999953b3b4657e2cc758b091ed8e5abcf89909bf27a4b911f52300ed0,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,,source_run_directory
047,P1,4,q1_search_32_seed0,error,,326508,,50.327720999999656,,,,,,RuntimeError: P1 exact incumbent was not confirmed by official E0,4dff90ef699fd51845cf482951e8477066f5f566,,solver,final_receipt,error,final_receipt_error,cell_status_error,not_applicable,ok,8237051c2c271e7de1257ce9ee18e0f2181cadddcb791906821ce41858de3abf,,,,,,50.36327150000034,82.97061630000007,82.03720599999997,cells/P1/047/k4/cell.json,e4f479f1b9fa0198c173804686e1cde4b9f83755341039fb38f87259b262ecbb,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,,source_run_directory
047,P1,5,q1_search_32_seed0,error,,326508,,50.43884980000075,,,,,,RuntimeError: P1 exact incumbent was not confirmed by official E0,4dff90ef699fd51845cf482951e8477066f5f566,,solver,final_receipt,error,final_receipt_error,cell_status_error,not_applicable,ok,8237051c2c271e7de1257ce9ee18e0f2181cadddcb791906821ce41858de3abf,,,,,,50.47402440000042,82.97061630000007,82.03720599999997,cells/P1/047/k5/cell.json,5389dfa55495610314e92ac13434d25b1b4306d46ad15772bf9bacaf99ef0873,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,,source_run_directory
048,P1,1,official_singlecore_baseline,ok,222220,222220,1.0,,,"{""original_graph_copy_bytes"": 414790, ""scheduled_copy_bytes"": 414790, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/048/e0/result.json.gz,reused_baseline_anchor,final_receipt,ok,,,not_applicable,ok,607c53c5fb94659b84c6184982c8315f4a1c33840a8605903ce9b4b4fe5f4226,,,,,,,1.7556906999998318,1.2730805000001055,baselines/048/e0/summary.json,607c53c5fb94659b84c6184982c8315f4a1c33840a8605903ce9b4b4fe5f4226,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,Reused official baseline; no P1/P2 solver execution for this anchor.,source_run_directory
048,P1,2,q1_search_32_seed0,ok,221543,222220,1.0030558401754963,48.54955080000036,1.3909999999996217,"{""original_graph_copy_bytes"":414790,""scheduled_copy_bytes"":439692,""added_copy_bytes"":24902,""partition_added_copy_bytes"":24902,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/048/k2/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,607c53c5fb94659b84c6184982c8315f4a1c33840a8605903ce9b4b4fe5f4226,,,,,,48.660479699999996,1.7556906999998318,1.2730805000001055,cells/P1/048/k2/cell.json,c2ea825c31af50d923e59cd8167e012e19213e8cee171ee4523fbb7103a99e44,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,37e626fc1915fce0b553353db5a8e1c6670aad2443902f3502b044e77aa89296,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
048,P1,3,q1_search_32_seed0,ok,162328,222220,1.3689566803016116,49.91251300000113,2.640000000001237,"{""original_graph_copy_bytes"":414790,""scheduled_copy_bytes"":2053920,""added_copy_bytes"":1639130,""partition_added_copy_bytes"":1639130,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/048/k3/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,607c53c5fb94659b84c6184982c8315f4a1c33840a8605903ce9b4b4fe5f4226,,,,,,50.0781463000003,1.7556906999998318,1.2730805000001055,cells/P1/048/k3/cell.json,2a6b35c76da06465afac597b05d9b6b818fdf51ca278d9db3f37d1daadcdc6ca,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,e2c8a99f10d1d3fc6b1f4f225cbbb7a8e8221a0056ec18e8cfb22cb3900016ec,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
048,P1,4,q1_search_32_seed0,ok,161146,222220,1.3789979273453887,49.9684785999998,2.561999999999898,"{""original_graph_copy_bytes"":414790,""scheduled_copy_bytes"":1978910,""added_copy_bytes"":1564120,""partition_added_copy_bytes"":1564120,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/048/k4/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,607c53c5fb94659b84c6184982c8315f4a1c33840a8605903ce9b4b4fe5f4226,,,,,,50.139432199999646,1.7556906999998318,1.2730805000001055,cells/P1/048/k4/cell.json,110f24035c5cd859ff02ff46aa178ebfe1bd11f07ee8647b6ed8ea9725cbf363,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,c61d6cd7264c884095d15a462400a5c7727105c507ac3fb3ded733fce8318bf4,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
048,P1,5,q1_search_32_seed0,ok,152596,222220,1.4562635979973262,50.556441599999744,2.5,"{""original_graph_copy_bytes"":414790,""scheduled_copy_bytes"":1987486,""added_copy_bytes"":1572696,""partition_added_copy_bytes"":1572696,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/048/k5/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,607c53c5fb94659b84c6184982c8315f4a1c33840a8605903ce9b4b4fe5f4226,,,,,,50.73486039999989,1.7556906999998318,1.2730805000001055,cells/P1/048/k5/cell.json,f3dcf08407a9dbc93cfec4f629350f9e9cf94b2a4bd9edb8779bf8512c7b0a2f,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,497251b5fd468f7a191c9538ff810dc3a7f81f305657f9255c5e490ef0c19305,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
049,P1,1,official_singlecore_baseline,ok,196276,196276,1.0,,,"{""original_graph_copy_bytes"": 152540, ""scheduled_copy_bytes"": 152540, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/049/e0/result.json.gz,reused_baseline_anchor,final_receipt,ok,,,not_applicable,ok,3b2babae64ce01af9ad15bdf45e681baf278ec199758f3b3a30b457e375b3559,,,,,,,7.5937014000001,7.038860500000737,baselines/049/e0/summary.json,3b2babae64ce01af9ad15bdf45e681baf278ec199758f3b3a30b457e375b3559,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,Reused official baseline; no P1/P2 solver execution for this anchor.,source_run_directory
049,P1,2,q1_search_32_seed0,ok,160206,196276,1.2251476224361135,56.96570249999968,7.860000000000582,"{""original_graph_copy_bytes"":152540,""scheduled_copy_bytes"":152540,""added_copy_bytes"":0,""partition_added_copy_bytes"":0,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/049/k2/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,3b2babae64ce01af9ad15bdf45e681baf278ec199758f3b3a30b457e375b3559,,,,,,57.150998099999924,7.5937014000001,7.038860500000737,cells/P1/049/k2/cell.json,1099b8b2de7805c5b3acae42298419373a14379a29f5194771aa76409b647cff,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,7c2be87ca206755a1250b4b2542c8e01e09abdc5a46ef25d21909377e476538c,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
049,P1,3,q1_search_32_seed0,ok,160224,196276,1.2250099860195727,59.48506120000093,9.188000000000102,"{""original_graph_copy_bytes"":152540,""scheduled_copy_bytes"":152540,""added_copy_bytes"":0,""partition_added_copy_bytes"":0,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/049/k3/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,3b2babae64ce01af9ad15bdf45e681baf278ec199758f3b3a30b457e375b3559,,,,,,59.72808039999836,7.5937014000001,7.038860500000737,cells/P1/049/k3/cell.json,b67157c48e84fc3b9fbc77c8c2c1be45e95541400dcdc43e24eeafcce83af656,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,cc439e0f23537b889ff33cf3dbe8532cb9773c7679c5941b81e6da671a679d87,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
049,P1,4,q1_search_32_seed0,ok,160242,196276,1.2248723805244568,57.528657799999564,7.843000000000757,"{""original_graph_copy_bytes"":152540,""scheduled_copy_bytes"":152540,""added_copy_bytes"":0,""partition_added_copy_bytes"":0,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/049/k4/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,3b2babae64ce01af9ad15bdf45e681baf278ec199758f3b3a30b457e375b3559,,,,,,57.75715710000077,7.5937014000001,7.038860500000737,cells/P1/049/k4/cell.json,a501a25d9a7304ea4f955e8c42df9bbeb2da36ac681730888fb39e3e76d9f1cd,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,d7edb2f83a3785e0fd76901e4b1a976804485f1ef2a13489ab2bc077bed14d4a,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
049,P1,5,q1_search_32_seed0,ok,160260,196276,1.224734805940347,57.87451080000028,8.031000000000859,"{""original_graph_copy_bytes"":152540,""scheduled_copy_bytes"":152540,""added_copy_bytes"":0,""partition_added_copy_bytes"":0,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/049/k5/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,3b2babae64ce01af9ad15bdf45e681baf278ec199758f3b3a30b457e375b3559,,,,,,58.065802999999505,7.5937014000001,7.038860500000737,cells/P1/049/k5/cell.json,7afa1567514462a45d0ff1ed3c54aadd6667439f30759f83bd717e86deba689c,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,fe4d6bda0a4566fa32aa07bbe8b95db3aa78b8195b14e3595497d5efa6b355a8,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
050,P1,1,official_singlecore_baseline,ok,149690,149690,1.0,,,"{""original_graph_copy_bytes"": 319376, ""scheduled_copy_bytes"": 319376, ""added_copy_bytes"": 0, ""partition_added_copy_bytes"": 0, ""spill_added_copy_bytes"": 0}",,,,,f27ef37bb76dcf556f35d3f2328e405d92241d9c,baselines/050/e0/result.json.gz,reused_baseline_anchor,final_receipt,ok,,,not_applicable,ok,ff7e23c2e3b62fb9fd13828240cbd9cadb9cefd1dc447a40dbdde47a4b5914a0,,,,,,,8.76199590000033,8.155909399999473,baselines/050/e0/summary.json,ff7e23c2e3b62fb9fd13828240cbd9cadb9cefd1dc447a40dbdde47a4b5914a0,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,,Reused official baseline; no P1/P2 solver execution for this anchor.,source_run_directory
050,P1,2,q1_search_32_seed0,ok,108121,149690,1.3844674022622803,60.71577129999969,10.078000000001339,"{""original_graph_copy_bytes"":319376,""scheduled_copy_bytes"":357392,""added_copy_bytes"":38016,""partition_added_copy_bytes"":38016,""spill_added_copy_bytes"":0}",,,,,4dff90ef699fd51845cf482951e8477066f5f566,cells/P1/050/k2/search/e0_best/result.json.gz,solver,final_receipt,ok,,,not_applicable,ok,ff7e23c2e3b62fb9fd13828240cbd9cadb9cefd1dc447a40dbdde47a4b5914a0,,,,,,60.946776700000555,8.76199590000033,8.155909399999473,cells/P1/050/k2/cell.json,7a53da08aea154d8e10a0370194034d82a7f1590d9324fdabb7660c93a066fdb,b622d7b281923b372a74086afa6b88dff1b51927d2b2f6988c5656f915e05c4b,receipt_declared_registered,70494bf778b1143614fc17009ce8195f38bccf4dfa2dc75bf37c0ab0c495348f,"P1 solver wall includes online E1 and both final/stub E0 CLI confirmations; e0_wall is an included subcomponent, do not add it again",source_run_directory
