kind,stage,case_id,cores,attempt_id,bound_cycles,e0_cycles,margin_cycles,u_over_l,bound_le_e0,artifact_commit,result_sha256
official_singlecore,existing,051,1,official-singlecore-20260924-051,607080,607628,548,1.0009026816893984,True,f16746ff2ab112ae8e802711e90d74829c419eb9,9c62a3dec13b1628b296c4847691f252e716a475677f807c80b0b06ef5c58c3f
official_singlecore,existing,052,1,official-singlecore-20260924-052,141528,180301,38773,1.2739599231247527,True,f16746ff2ab112ae8e802711e90d74829c419eb9,ea99c1e1863e9313ee5a58dd6806470471dfc064ee38d0b11fd40adaebb410fb
official_singlecore,existing,053,1,official-singlecore-20260924-053,1212726,1472686,259960,1.2143600450555196,True,f16746ff2ab112ae8e802711e90d74829c419eb9,49dc5e63a19dcda11b1707e69ad3aa7aca1b9c9b4769ea847c17bbb3335a8d41
official_singlecore,existing,054,1,official-singlecore-20260924-054,574216,815051,240835,1.4194153419619098,True,f16746ff2ab112ae8e802711e90d74829c419eb9,d0deccdfe3e316ecc9e23d94e26332042c1cd08b1e9850e4146833ff2702187a
official_singlecore,existing,055,1,official-singlecore-20260924-055,69049,118835,49786,1.721024200205651,True,f16746ff2ab112ae8e802711e90d74829c419eb9,a90156a3a1fcd367d3af1abbb63de2787054ea654307e9c95ca5fb562c69d423
official_singlecore,existing,056,1,official-singlecore-20260924-056,245953,277285,31332,1.12739019243514,True,f16746ff2ab112ae8e802711e90d74829c419eb9,6843cf02d20c0441a9f310be5c799550121466600d915cfbf37a97806b12bd8e
official_singlecore,existing,057,1,official-singlecore-20260924-057,47565,59726,12161,1.2556711867970145,True,f16746ff2ab112ae8e802711e90d74829c419eb9,0aa2303999bc9b3876efafadab8d965a74072b49e0a03c283e60c93f69a18f31
official_singlecore,existing,058,1,official-singlecore-20260924-058,4358970,4539717,180747,1.0414655297008237,True,f16746ff2ab112ae8e802711e90d74829c419eb9,c29308178628d9dda01f7210f2899660817c1593f842eb52d2cd5d18af8fadca
official_singlecore,existing,059,1,official-singlecore-20260924-059,737792,829473,91681,1.1242640202116585,True,f16746ff2ab112ae8e802711e90d74829c419eb9,4684469f0f229cb994fb1d5d0e787d4e3bf249bbbc6f5d7d03b1ce0fe045f9d9
official_singlecore,existing,060,1,official-singlecore-20260924-060,720232,888789,168557,1.2340315342833976,True,f16746ff2ab112ae8e802711e90d74829c419eb9,f5ed34aa8ecac0dfc5d644c2aaa496d6d48dc8b0a6b6ca21cde26fb7edee2ec1
official_singlecore,existing,061,1,official-singlecore-20260924-061,71456,77191,5735,1.0802591804746977,True,f16746ff2ab112ae8e802711e90d74829c419eb9,5fd33250f6d338cfeaadebc8066d4f202a6ed4dfc43f3efc660735c61d7b3bf1
official_singlecore,existing,062,1,official-singlecore-20260924-062,2618436,2854809,236373,1.090272590202701,True,f16746ff2ab112ae8e802711e90d74829c419eb9,13f64782982efba14c2b31cfb7266b967fc78c7cb7d3ff4e30650488f8dd7cb9
official_singlecore,existing,063,1,official-singlecore-20260924-063,981636,1070397,88761,1.0904215004339695,True,f16746ff2ab112ae8e802711e90d74829c419eb9,4a9f6f8cc267c0444c1dee1b02b109c603b592c5c2686c5925012dcd457630ad
official_singlecore,existing,064,1,official-singlecore-20260924-064,15744,19116,3372,1.2141768292682926,True,f16746ff2ab112ae8e802711e90d74829c419eb9,2425bbefc1b6c20c04c35fcac843129bdb691bbf5b00765b33d435ebe554f35b
official_singlecore,existing,065,1,official-singlecore-20260924-065,29518,53068,23550,1.7978182803712988,True,f16746ff2ab112ae8e802711e90d74829c419eb9,db490ea21ebf97b856cee40fd308a500fb642edc2b3959c6811fa71af52034fe
official_singlecore,existing,066,1,official-singlecore-20260924-066,269694,359070,89376,1.331397806402812,True,f16746ff2ab112ae8e802711e90d74829c419eb9,b20ccee2ea230bd9bbe91e91cf0ebee7ac76bda970504e69399259feb1fc4f5b
official_singlecore,existing,067,1,official-singlecore-20260924-067,58915232,63834834,4919602,1.0835030574096696,True,f16746ff2ab112ae8e802711e90d74829c419eb9,c5de45b5249b832029602816cb1005c3e685c1ef8092ad22882b428cdaf5699a
official_singlecore,existing,068,1,official-singlecore-20260924-068,249101,362095,112994,1.4536071713883123,True,f16746ff2ab112ae8e802711e90d74829c419eb9,848d8edfaec1aa230c09a16ef322a0ab4cd168817e4dec5b28510a910f17b671
official_singlecore,existing,069,1,official-singlecore-20260924-069,16674,25144,8470,1.5079764903442485,True,f16746ff2ab112ae8e802711e90d74829c419eb9,a255f440c21f43b045890a66c405288df6705a6b1eafaea6b26ecada92ebc147
official_singlecore,existing,070,1,official-singlecore-20260924-070,91832,117300,25468,1.2773325202543775,True,f16746ff2ab112ae8e802711e90d74829c419eb9,6cf567fd0b407a18f988a6af71ef7dac1326fa8b77594f02c0bf1fec0d512896
official_singlecore,existing,071,1,official-singlecore-20260924-071,12534,18919,6385,1.509414392851444,True,f16746ff2ab112ae8e802711e90d74829c419eb9,d2e46fd00db3766c4ca574084cde6d94b1aa062cab5b5199474c86013e51daa5
official_singlecore,existing,072,1,official-singlecore-20260924-072,22928094,23897828,969734,1.0422945753798811,True,f16746ff2ab112ae8e802711e90d74829c419eb9,399bb579292469603d2a8b5ae647c4e77d56390aef266587faf9d55eb9c7360f
official_singlecore,existing,073,1,official-singlecore-20260924-073,8160672,10081626,1920954,1.235391644217535,True,f16746ff2ab112ae8e802711e90d74829c419eb9,ab3a57d0c50f0e1d5e35ae36b6e6a5f621d81c8fc5847f1af2bf8bf612795e87
official_singlecore,existing,074,1,official-singlecore-20260924-074,1579424,1682239,102815,1.0650965161983104,True,f16746ff2ab112ae8e802711e90d74829c419eb9,db60b9fc79656feab13140d1f3ecc2a55db4eada79b5dfb6e01d37ae488be593
official_singlecore,existing,075,1,official-singlecore-20260924-075,1107520,1441809,334289,1.3018356327650968,True,f16746ff2ab112ae8e802711e90d74829c419eb9,58784813755a0a2007d093a0fa270c41a2809c64aa0edd6f81ec07592e1017d5
official_singlecore,existing,076,1,official-singlecore-20260924-076,6061644,6185113,123469,1.0203688966227644,True,f16746ff2ab112ae8e802711e90d74829c419eb9,ae195279b14f018cb1b62fafef0b14385fef2f06856742004e2d4e9d38967b79
official_singlecore,existing,077,1,official-singlecore-20260924-077,415406,495320,79914,1.1923756517720014,True,f16746ff2ab112ae8e802711e90d74829c419eb9,9d30c6acd8d863b1cdcb8dc149993bcfe4300ba3b697d94bf64b924e751c710c
official_singlecore,existing,078,1,official-singlecore-20260924-078,2037888,2296143,258255,1.1267267877331826,True,f16746ff2ab112ae8e802711e90d74829c419eb9,ab19f8879ab78c48c86f5dcfd18af65f6071e471c0f9580bdf1c93c25bb0f1e7
official_singlecore,existing,079,1,official-singlecore-20260924-079,29424384,31052251,1627867,1.0553237410169742,True,f16746ff2ab112ae8e802711e90d74829c419eb9,b1be3b65549ebcfd22f19f19a54cbe681170fc94f28666ef7875ad4d38e1ebd8
official_singlecore,existing,080,1,official-singlecore-20260924-080,289044,292138,3094,1.0107042526397365,True,f16746ff2ab112ae8e802711e90d74829c419eb9,ac2a1d25f8319d6fa55747be8c4f0f506ffd72194c5ed26452f53fa3d2f23cb3
official_singlecore,existing,081,1,official-singlecore-20260924-081,151725,151795,70,1.0004613610149942,True,f16746ff2ab112ae8e802711e90d74829c419eb9,54c01d9f4554e2783e7c821c02d15710fd07378452c127142189fa0accb6eda3
official_singlecore,existing,082,1,official-singlecore-20260924-082,567936,721041,153105,1.2695814317106153,True,f16746ff2ab112ae8e802711e90d74829c419eb9,b151858b2a5713d3dc763f6369a3736b1912e677806f26c42da56c90e19946c6
official_singlecore,existing,083,1,official-singlecore-20260924-083,810836,1057993,247157,1.304817497003093,True,f16746ff2ab112ae8e802711e90d74829c419eb9,8582b0d92ebd73a2ba41d8659a769bc6edc2f1ac4b53753e7874292222640e5a
official_singlecore,existing,084,1,official-singlecore-20260924-084,1266552,2507412,1240860,1.9797150057794706,True,f16746ff2ab112ae8e802711e90d74829c419eb9,3cdf79e5f0cfb89108c8e763e855538e6d702c54e02c657aded96bc229d837d4
official_singlecore,existing,085,1,official-singlecore-20260924-085,2565216,3187899,622683,1.2427409621645897,True,f16746ff2ab112ae8e802711e90d74829c419eb9,c5fc551ed610a15089f26c0b153a5d765edf926c87de21a0bd79b9e767640ed6
official_singlecore,existing,086,1,official-singlecore-20260924-086,79182,118403,39221,1.4953272208330175,True,f16746ff2ab112ae8e802711e90d74829c419eb9,df014e5a1560b5c843a028dc500d61dba54caa34b05521dbc7fdb15013e6a832
official_singlecore,existing,087,1,official-singlecore-20260924-087,3593280,3974071,380791,1.1059730942203223,True,f16746ff2ab112ae8e802711e90d74829c419eb9,fd31b62f31cd4e8ed19b77214c1cae2a7d6683dd56e9a62d409b1c1282b3ae59
official_singlecore,existing,088,1,official-singlecore-20260924-088,173608,243623,70015,1.4032936270217962,True,f16746ff2ab112ae8e802711e90d74829c419eb9,01dd2341d82589e8ddaa451a08d88c81be3ba9168481c960c334f94f32085f27
official_singlecore,existing,089,1,official-singlecore-20260924-089,589120,693092,103972,1.1764869636067354,True,f16746ff2ab112ae8e802711e90d74829c419eb9,c6c45c230150b85b784cb07590dbd9d5e7d6851b0508429b482ba76f16598cfe
official_singlecore,existing,090,1,official-singlecore-20260924-090,840528,1178363,337835,1.40193188091295,True,f16746ff2ab112ae8e802711e90d74829c419eb9,6db414a3150b9be0297b72301e29bab9635e47312714f4f058821d52bb7de6c6
official_singlecore,existing,091,1,official-singlecore-20260924-091,8981360,9186769,205409,1.022870589754781,True,f16746ff2ab112ae8e802711e90d74829c419eb9,28ab4e4193a12bb42e468c18c8bbe287b9d8c00769bc53fb25ae6a131a8022b2
official_singlecore,existing,092,1,official-singlecore-20260924-092,3714152,4815554,1101402,1.296541983203703,True,f16746ff2ab112ae8e802711e90d74829c419eb9,e967c8a93049a41af1879483fe06bde35a3653f85e9a538fdb74f5cd8a2d11f1
official_singlecore,existing,093,1,official-singlecore-20260924-093,73968,74205,237,1.0032040882543802,True,f16746ff2ab112ae8e802711e90d74829c419eb9,e9b96b60b15b0d7e1970b3590f357b269861590d102b74eb6a932fef59da1fc2
official_singlecore,existing,094,1,official-singlecore-20260924-094,70944,94892,23948,1.3375620207487595,True,f16746ff2ab112ae8e802711e90d74829c419eb9,0e9ebed97c092861f0c6749b9226b49035cf5faa2ab0e67c204d4f85e30a8095
official_singlecore,existing,095,1,official-singlecore-20260924-095,1069992,2084853,1014861,1.948475315703295,True,f16746ff2ab112ae8e802711e90d74829c419eb9,c1599219b8e0683743e9adb0c4d43407dbac16684fe88b8091364862e49bb111
official_singlecore,existing,096,1,official-singlecore-20260924-096,53130,84194,31064,1.5846790890269151,True,f16746ff2ab112ae8e802711e90d74829c419eb9,c35f8187d2c96abe68175903d357bc048dca57239938e21394589e4983607bd8
official_singlecore,existing,097,1,official-singlecore-20260924-097,10303488,11491509,1188021,1.115302798430978,True,f16746ff2ab112ae8e802711e90d74829c419eb9,bfd1fddfe03ac16242562d8849fc9e21f82a179ee1b25c13d7b21126888af534
official_singlecore,existing,098,1,official-singlecore-20260924-098,162701,177430,14729,1.0905280237982558,True,f16746ff2ab112ae8e802711e90d74829c419eb9,e7ab69f323dc088de1a884285dcb249cdd008ca41d75ebfb190c9d548286ad71
official_singlecore,existing,099,1,official-singlecore-20260924-099,1595484,1622999,27515,1.017245550566474,True,f16746ff2ab112ae8e802711e90d74829c419eb9,fa8e26576aa78b9b46e5e6009ddfd152994fe78f413e4a313139cf4320603233
official_singlecore,existing,100,1,official-singlecore-20260924-100,102007,151223,49216,1.482476692775986,True,f16746ff2ab112ae8e802711e90d74829c419eb9,f1ab1c4c0e6fb39f72dae950007f0cb1e2dfa07096846ac297ae5b244e99f9e0
