case_id,cores,variant,status,makespan_cycles,singlecore_cycles,singlecore_speedup,solver_wall_seconds,evaluation_wall_seconds,extra_ddr_bytes,scheduled_copy_bytes,spill_bytes,task_count,stage_g_cycles,stage_g_solver_wall_seconds,stage_g_extra_ddr_bytes,stage_g_attempt_id,stage_g_cycle_difference,stage_c_cycles,stage_c_solver_wall_seconds,stage_c_extra_ddr_bytes,stage_c_attempt_id,model_r_cycles,e0_minus_model_r_cycles,stage_c_cycle_difference
051,5,four-core-start-v1,ok,233539,607628,2.6018266756301944,0.5151504999994359,1.0504760999974678,9045396,9438614,0,143,234536,0.5056320000003325,9045396,fang-q1-stage-g-20260925-fixed-root-four-two-v1-051-k5-r0,-997,253856,1.0622996000001876,9045396,fang-q1-stage-c-20260924-chain-atomic-grain4-051-k5-r0,208152,25387,-20317
051,5,four-core-start-subtrees-v1,ok,231551,607628,2.6241648708059997,0.5779331000012462,1.053712099997938,9044736,9437954,0,143,234536,0.5056320000003325,9045396,fang-q1-stage-g-20260925-fixed-root-four-two-v1-051-k5-r0,-2985,253856,1.0622996000001876,9045396,fang-q1-stage-c-20260924-chain-atomic-grain4-051-k5-r0,206917,24634,-22305
