case,cores,plan_sha256,p2_sha256,p3_sha256,no_l2_makespan,cache_makespan,cache_gain,hit_bytes,miss_bytes,byte_hit_rate,category
055,3,93bc155036e604b19f22a2a80662c0ec74a0a398400b51b58646ca0d9b6d6685,d4b0df259e221a2e5c1991714e265052cf30004fc93744485128951d556e2ef9,54a2860647de0c876ad6074d9e015aec1195d8ee237976c17c8c86db5e15a8fe,33721,31699,1.0637875011830027,478250,861466,0.35697864323483486,positive
056,3,a79ea94c04157eec1e81b59570163ec2b8c1605ff3c48979dcc7d2245a395d1b,91a7f7af4e3db57ff160ace8e44231d7bb8e1b756084af6fe4ebed8ec1056089,4ef41f9c5e5711476b6acc72d5105ce24c58604387b0cf38bdd0b24a7ca45570,83704,83591,1.0013518201720282,237044,526220,0.3105661998993795,positive
057,3,f2cbed526eb8d96108d22cc3125a7e543fc1aa75c2ec392cfbc58ba8f2556669,f5948712a4cb43d22fcb7d5e0db27932b3e3bd6c8aa0a00217ced2a159eb7d1e,95859b3083c4da2a98e4885e08b9fa3470aef56447918464576ae4d431a62eee,19811,18243,1.0859507756399716,414192,423804,0.49426488909254934,positive
058,3,e247f2f22614ff5ac1256dd11224ed234ef54e7c1d0b33a92e7bac08bec4d1f3,609c6afa66480c578ea2224ca26d0a14f9855ca5bf7584b13634b2bc9f23eb28,7fa1b45530e420531919634ae1ed5675638ddf985c1250a516c3b089a620d70f,1554831,1554831,1.0,0,37023744,0.0,parity
059,3,4fce76070260c22e5ba6cd61d72db1a8eed005863d7434a7cec513696eeb1dd1,35e4c422c5aecef0af1ce580b0c19be96e852f22de9dee697fbaa80da917fccb,562e0a893567dd43bda7991c8c26116ce07882f7ad66a235c4129375e1651bc4,260748,259753,1.0038305621109285,2942976,1161216,0.7170658682634731,positive
060,3,e83cfc789c0ddbe4493a6a5d05e4b3e6781236dd4510da6d1b75f46f9c98214b,cd99b6451f5e449ccb4a85734d947a4e410c3e4fc9b967f96474f7c3e212f5ef,3a79923a73b262211e2d06667e306498de38d5dc05fb48f38f22b4cbae81f27b,291456,288958,1.0086448549616207,3138688,2698792,0.5376785873356311,positive
061,3,eb3f45a955b1b80e40769962e095560187d707bb257b56dbb1c4e50637fd5466,9ca11ebeac36103136e06870b15d57bab585c7521ba5955f6bae51692aa3a50c,62c9bccfec660858adf1c2058bb1345792a94248ddbe92c303a5b8b23deed4bd,26314,25961,1.0135973190555063,131494,655508,0.16708216751672803,positive
062,3,41e27d3d912ebdebbfa68625ec38d45d2b5b9f96ccace20c27a7df6ccf6e825e,134b99f2638debe456be8b2c8fec0d8761a3dddcd0051121471f134b0f2f6368,09e2983d695127cb854c7d3a1c369123137ec86aa248642559ef192586182b01,1006775,1006775,1.0,0,13418496,0.0,parity
063,3,f8a4617845d4bd4a060eab647023152baa008aade07765bb4854d30427ec5288,1fb1daacef95654def748223490b1eb710d91f7bf59ef70ebd1d1935650119b8,1a843a34b3da84f715f5998a2bc27b4431814eeb893ce8e99e9c39647eea06fe,399623,399623,1.0,0,5031936,0.0,parity
064,3,6463b7d3a66a63a69e84850d02f2d60721f80c845598aba58d481e3d551c1988,97e6d6574d7c1f1663a461f8ca9311ad113d0da3324208dad55c3051c369593d,f3d9ae3606ff2e53534568301f5051edafdb24956600f4c785cde367b6980fe1,8436,8421,1.001781261132882,22054,57292,0.27794721851133014,positive
065,3,e73940e165ce2d8cc2b11b87018f8a3ee04423f4d23166f16c79defaffde6a4f,a8b8a6a69bc209dacf7c5c6199a27ed0c638ef85abbef05c9f6785b836b74bee,fd7914ec11a293c14f1c35448dd7f48c6b10987e111af8d1a7d529e7675066d6,14618,13480,1.0844213649851633,104232,412408,0.20174976772994735,positive
066,3,8569ef965b8ed70a6f420c26a5d4898b0a4e516550881fbf7355df2129ecb4de,060dd425fea2d8ed2f5306d3e2a9154803a474a728cde6a9892b5f5181c0c497,e9bce5458c1516315015ced904d06e533272e8a3d5836622552d221fc115944a,106535,103554,1.0287869131081369,710678,1933330,0.2687881428497947,positive
067,3,4038da011d9bfa8269dfc48fbbe7bb938a55879a71fa6a312663e4a95c433f16,b8db8ab190d90bf0e0baa57c4fa596d2834bc58877df901994396760e63d05e3,29bd4104b9396d04c346864415b2c2221d5849769f589b2b12a5f36de9900593,21220902,20191133,1.0510010508077976,186642688,23337856,0.8888570552517475,positive
068,3,7fc08568937ba65db5f67cbee8de14469da02538a4b8ad76ffb5dcb7d7a1f58f,8632839b1933d0e7deddbf9047311cdc0fa5c115186f0c0348865ff213e99009,3484f5347d4927028b100ec7abf9e9bf682b51618d7d26542456e7278343311f,117421,112078,1.0476721568907368,623552,4482000,0.12213214163718242,positive
069,3,e8cc21452e1f270ccd46b8e9eb61de4365a43f4f8ad8c0d5c5bba863c43bc448,119f32d708c2ceaa563ff3e62965b170d18e41d3e1f17d5483e9c19e688783b7,bdbb5770fcd9da1898d58d2a796db795a1a95ed88ff33e4d5eb0b2fa71af15a4,10582,10236,1.0338022665103557,97544,221576,0.30566558034595137,positive
070,3,35d5f6df40779e1e882a219ace38a35d35f5a94511a5cacdca3f5c7b6990cf17,6805a3358c084a21f90b0161e5955fbc187ad0dee84ed3c2baf28987708a3cee,4379682a31a0666c8b4f6ce3a810107dad6f975e880dc7de5a972422aa0864a7,33627,32986,1.0194324865094282,284432,559908,0.33686903380154914,positive
071,3,2b2c5d17d0e3f5750cbe66ba39cdab0b7bcf7911454bdaff6f157a2dc7917792,0ca8f2f58138485dc2377e59c598124c0e315ddc77394dd3357d9929f85d6f0c,acc73c52c6a61ac7539c6c919daf5a8cd432dc5a88b106b8ce6fdcd8d4347416,8395,7904,1.0621204453441295,113382,182986,0.38257166765642714,positive
072,3,ba3ba92b4a4a609a21761ab31582619262fd997255e9cfe686c95da6baa3f8f9,6c8a6d59b7f96e5de7b1a627cc4858de7361164453e8070208a40b42125feaa4,c634912d9c12ce9f82494bf5c670265f567f3649b5c49801a95de320b625b767,7802974,7751062,1.0066974048201396,15562198,109921792,0.12401739855419006,positive
073,3,a9275dfeee157ca3aeb95632592f83d1465e17ae424eadec8e43a197538423a7,37c2c12bb6364e0804ee608c841c76681885956233f48588f438e726d7a5dc2e,9b47dd06f8cbb99968354aa2409841b0071befce8a499a7f17c54cbc8dde8957,4465374,3253412,1.3725202956158027,97937664,11680896,0.8934405268596851,positive
074,3,e750e17c836a3c0d0115a0a7c20125ad055b677e97940862e46f8cbff68eb289,a2d4488e0c720b346479c72cf32bd9b542e368a83f242e9ac42b3559f415ed85,c71d2ad7ab5fa77bcd5533ce9fd139b0fe16f1dc3adb0adb65658c1f202f9ee6,539145,533553,1.0104806832685786,4616218,9089234,0.3368161808891819,positive
075,3,766e6f85f585705e439a7642011f22b3e23274b9ab4b0759fea891078dc222eb,c0ac7faa164a98a221f25cb00843e00c27070062ba832637acc435a3ea7f7605,7b693ef8df90ba80e56ccd593eaec3e232a1210d33e663210babdae46321f3ed,420169,417833,1.00559075037156,1546888,3247626,0.3226370806300701,positive
076,3,7fa97cf8095175cad9cfa7c5e42b01c8686d7cf7b58f318b9ab30cffbcc41208,8c6e9497e07971bad77860b0553e4aabcb85afab583562d65c00e11bbe02d1cf,b786f65bcdcddfc14a1b8ab56d77a1376dda2a96c2f1ffdac7240ea269b2f969,2028644,2028362,1.0001390284377247,13026304,15929344,0.44987091982883615,positive
077,3,39ca4cf0cba3d591132df53a548db2ec91d1ee871caaf570214773f38f6081b4,a7ea024b189caf8ac5e22d7dae2490608c7b7c3ee806c836926084f0c80a2121,80f7a3e9188a6a9670a8238f33e00750a8b453ca5ceac874e8c6b97cd36603a5,170250,163520,1.0411570450097847,661542,4036672,0.14080712372829335,positive
078,3,bc461e8d3084768a87afac49c4a3885d2204c7f79ca697274d403797bc6202fb,343b7b2158b393a61b7558ae9b358d37cf52d01ad7301447e10df8e518aafb7f,b793cc44609029865ca09c42f7fd58478d586bb5905637572a4bf79f4c594757,710847,700285,1.0150824307246336,3124488,5271504,0.37214042128672825,positive
079,3,fb06e2146ca04243591209789c9dc49f457b5377980c5a9ab87ed172cd0983a1,8cfefe56d0af0aa4665a403a71ede4e5476b3ee2246245c6e32cb62eac8bf96c,2f6560a1c321e4d68552f6d7da030f115478e9c1b8ee9d626789ad57e6ef0082,9971329,9971923,0.9999404327530407,4444160,126429184,0.033957717165078324,negative
080,3,39aecf86287c51a474faed2ad72e15b6c39796ee3ccef2c367a016dba93255fb,12f5068bd1076035354c5e0aba9529a29c17466c4a66ef0a5a1a578cedc5d756,eb1269172e2b695f692b5fed6d20d553e91308ba0e510611ad67a369ed45d1bd,100325,100325,1.0,0,4952064,0.0,parity
081,3,442c6474a9c6f9a55435729e1f05de35337b88fd8cd5c3984f8176dac404cf2c,3c9d12d348f6ea3512538548d4090f44e1a66e453190861bfdceacab7184ffbb,07fd34fecb54e3a43be05697d57104b095c81fcc57e9b55388c62d3c4496dd20,52151,52151,1.0,0,1044820,0.0,parity
082,3,e90bbe6e4c89191bc2130a52356d9be6e08d46bc40173cf5ea27a02ee8d4c581,1c38c55faabf4e8018be456b72b637f7756390a2db3d921bc0781850bf94063b,c9ab3fb8bc186ab638f811a71e40d371adfdd42e71955b8bae721854b27dd3c1,207910,207030,1.0042505917016857,437900,1278406,0.2551409830181797,positive
083,3,761d63a554848b04abd2dd1fdf571b268b95ef94340dee5adbc6602e38523e0b,0f69311acccc95f6db87c8ec217339efa03138f869e668cec1cde448bdf191c5,c4590b0fbb30ea3f3e2c4bd16856585f1710c82abf7656c551fd0a9e461b2a25,286046,286012,1.0001188761310715,820288,4828384,0.14521784943434493,positive
084,3,567734a3cbe756c4ca6794925047dd2634e32e53517fa0a005e7c1817c40d40d,68694d2b592ee121281c3437d504dfc87314a4d76043491e807763c6747a02f3,2bcb142f1f7caf7342321e0bc29eab411a4dd1953a89cdb6fa87d692046e7353,422652,422652,1.0,0,9927786,0.0,parity
085,3,c2632180681bbb2134d92a1a3474683cabe85ed1521cc51bbc7c92fae26b3679,ecd7cae14f85b4bf8a5934459829cf1eb1cf5f30ed875957ca381164dba630ec,f8a4821f40ac594bf5bb0f3ed6b48f2d561bc9bdac13402d4f972959089116df,900154,898379,1.0019757808230156,1522060,4295174,0.26164668638050315,positive
086,3,a9cddc5a1ebad581329b8b9ba6e45da6626452c8cef46f892cf90088548f8195,bc642ef68fbf6c0bedc1b030191a00323547e1656aef6b9e8c44ab48c1b264fe,3062e3c726dd6b36742002e5145d08812e6f69efbd60ee8bc5cb397347c6d2d5,39931,38370,1.0406828251237947,354728,736714,0.3250085666485255,positive
087,3,02524870b91ee7b6c459df79c3354fcaacdb6da538d187973e4c1c5f70309f2d,cc4386f4f9fd58c02b8b9bb99d2a90990bc7c4eb9ca3a642b5447d9d28bb947a,fa55937d2de515370cc78a23256f5967e4b4a15b811024e01a21ccaeda108915,1241187,1230405,1.0087629682909287,7163160,10165550,0.4133694891310432,positive
088,3,6578d86ab6a80b9d53cfa76ae59bff817d8933d6cc170f3825b3147495a16156,c414cce4eaaed52f1399bd1153141ff445d5169c9f8699596d8f8d7ddcfd3637,b16928799ca5c0f163fbf9f305a72dfe9f5a4deab0e03233f7bcd1bbf4062300,88330,82484,1.0708743513893604,783876,2817676,0.2176495022146008,positive
089,3,4742ee3aa360b46da9fe85dd977396cc847ed7df7dcf16e0386178136eec9771,9c6634326e846e98567fccdfec0924b3d3eff46350047d96eddbfd9999328fd3,85ef667c147349afc7201891e3efbc8c7441c04f8e65fcde7554fce4cdeb07b5,208450,208450,1.0,0,880000,0.0,parity
090,3,748e039ecf84133eee593bee91cc1245ca59f0b408ed6d587931967805d8e2e6,c01ed523eeba4eab5872a1fe47f1fa55e40a75b494e0f209e56b52e0aefa5d33,b18f1d60115060ab5d08ba5f70f191bd1f0f59323e43d0fbe789ad05e9ec1f7e,347451,321050,1.0822332969942376,3140640,5520888,0.36259653031197264,positive
091,3,4c0c62c8c9f6c0c6afac3b814ed26079690525f9ea29d29e82130c6485725245,22c3867d95e480cf8ef8ecf6488fd34cb110f8bd35506e9e18329cbb7ebd56f8,afb413db4b2fd40f29d48d43ae462ae8ddb9a578ebca2dec4d8d56cdf0f823df,3018433,3013103,1.0017689405241041,19827392,26614592,0.42692818635827445,positive
092,3,73d739b161915dbb912eba2c02ca0fb053eed69ec5e5a4fa0acda77ad0d79091,1eb04d6755550282f18eb9699bd2754f46d01fbde83be677035f9748682be87b,d4ead93028e98eda3ee5c7a86e35e5a05262bd0a6a74d044c2c34ea35ad8a94d,1296643,1295301,1.0010360526240618,1667136,14581984,0.10259854072097443,positive
093,3,d0c8a044a6cce235e3f026e9dfe3fe531cc384047b8ef4431f4e7074ca92695e,0d7110fa230c63bf1746424ff0758b63a3eb20f1d37b377dcdc62b084d969456,e0fcb16c12895d678014ff50bdfdc05e09ae01a03ae5c19e01dd4c013d9113d3,25103,25103,1.0,0,589824,0.0,parity
094,3,d7ea7a2e3c00289bb81e4e60021525821b14f434c71eace9d6a3748bde325bd2,ab7d457c2ec9226d2bfda8a4a69621bdbee48314262a2cca3f727c831f45258e,0bce5dc4b4de926dc5b1aa6f198da088a7154a00d926db1f92afd9d851d772da,32030,32030,1.0,101952,581920,0.1490805296897665,parity
095,3,6cc21c01fb0d8fdc8a78c7792608eb2785e7a149d284c01ce2ae316898d28e72,a150e5375c2478913715d4dc48ecc992b63349e23dbcfb43160ed3e06a12025e,b2344bdf44e4569a90218af5aff61078922b4f7fec185aeb27993b5a39e2ed59,357591,357591,1.0,0,8516508,0.0,parity
096,3,ee85d8978cb3b396cc3eaed4d46654d2d48e07cfd913bcfc2500301800e46b9e,a8cccd67927b608c1786a13b7d5738ea2da7f06f8f83144cc8c93acb37bc204f,d9770182f92ed04911703eab252dc88a8716e43bb967fd542c12027c047d77be,21474,20851,1.029878662893866,197574,467620,0.2970171107977522,positive
097,3,46f640b9b4605ef19dbc3b4724089fb7cbe2ec967e5dbcbe829e264ac2ac52e6,442856e13d7576ef5e872a4114f4125166ecfc015db96f9d6f132abd8df7028c,552a61f4b57dc959a493331f9e46ecdd1de134153c37c0affbfac098d85d3b8f,3660459,3660338,1.0000330570564795,4458496,15833088,0.2197214372224465,positive
098,3,13082205c621bef4da0a35d860ac93b8a00b205659f147d5e52e3918b3f6dc18,ca5db4e1ba4732464717b89e7e83b5d9ad44c1307582bbbbfb71273e95b6ca07,2c6123ac2515d50007aeb2b879235bbbdc39beb9fff7823eb01eae77796301cb,58760,57170,1.027811789400035,517152,1082860,0.323217575868181,positive
099,3,5f132c8abe3e7df1f16bb37506b5cf048911fa88b2c8c9c657cc255d540e72c6,d9887023d6385fa865ebd5b9d10e32bdb95c15b10783a9fcda9ac4c09abc3df5,b1c4f1ff8e2af5ce0d7d6a54222111b3a8ae3fd483db83f34e20a46cbbd6ae46,534799,534646,1.000286170662457,3487744,4322050,0.44658591507023104,positive
100,3,699ce9090d7c997f3ab8e4b3490a77023772cf7168a2a7a4fa0c7f0cc92e197f,014d7ea1f7307e57d1251c3f59a7e0795d6b4a5856735c8555b5308aa67cd058,02fc7043c447c736b6e74828a1878085322972b84a0151055d94b6091e70e465,46649,44652,1.0447236405984055,432938,925954,0.3185963270075915,positive
001,4,8dd78c01e219b101e33c31bb0de6cf5cfad256cd7f03ed755f9959793c4ee6d8,72c5043ac225a982c98280214bc60074b042bd4cfa6f76e084526a850cb5f512,30b4e9bd62660f11b5b8933d6452252d3b5cdf7deecfa2bf452691bdfd7ca15b,58984,58984,1.0,0,823808,0.0,parity
002,4,766b1d229a95d51cff503d83f579eace883146239aefa376e0e752f19b373f6a,b68382d84b0c315c5ffd2e043afb06757f1ce7fbe9bbbb68523ae5c6d13ac8f8,141532d77c2c2ac891ea163eeee1cd62179ee80ca9d58a8a75893a99af9d16a3,72594,72594,1.0,0,1247232,0.0,parity
003,4,9f78fe5e0c91ba2abde4a8890e3ac12da6ef63460e6163a2f8393b8c58edb1a9,4f5e55520f5516f1d8de643b764fab7f345fbba259e6c01bde5f7481b727098e,8b418f43881fe992a334183894be3d8fc1e13c74388172527a6ca0ace00dcc85,148631,139553,1.065050554269704,1858204,2497388,0.42662489966920686,positive
004,4,e498c28206ba10ec3061329d40d0d62baeb3a30220d714c1d801c2bf49708d46,3fc637520def21d6a9e4bfbae31b037ca76f7a0dedf7602de8a644ef01aba07b,84247ef73538f9e681c3169942fbfed3343ef6a348a69eb429ab3c716299eed2,100126,100126,1.0,0,783360,0.0,parity
005,4,1ce45468ee6c58a0b0325df16cb1c8079bfd867613e2efef308596beb94b4c48,80c424c8c9fb2306ddb9e15aeff943fc38c9ded90ee101526cbacc579e5c511c,f3b52c751376ea5ac58abe07a37e3d1a58cc16d3c7d9a36d1d104672fb73c4a1,32723,28981,1.1291190780166316,495376,746408,0.39892284004303485,positive
006,4,cff8285b67bce02a258f64de60de294c507e6507fc75f7ecb79b21d7fc060798,8200528730b12e8073dc66fbaadeae662e14db88279fb27cd7c067c7da5eb12d,1dbd3a6444e07f00c38e35aa4a116a3edbe26d2293404e8a35a258135c6955e4,26888,24049,1.118050646596532,335908,806226,0.29410559531543584,positive
007,4,b459e0f8f2a446df943dab333641807abf55788584d29f13dbf073061c8ad687,5139a25d99f3aadc09968dfbdb182a4ad60bd59161f5676e56bd0c1e8319ac8d,122bcc9af91eb2a5a34421ddeea1b38b001df36a165ea2c1b6f64bcb22ec2f5b,246030,246030,1.0,0,963072,0.0,parity
008,4,1935d89ad16a59a52ad62b2e00b4b43f30e783ade40fe481fc6063d905da64ce,03038b22eba01d0b4f084f200a81240d7c2f5594d51838da1a70ed0774b19cac,beea10a557a17cd33af3bacbaf43c692bb19c1208c60ce9184a4ef0bf966f2a7,63768,63768,1.0,0,1990872,0.0,parity
009,4,63fb386686c0f84abde65a1c510edcb75b917fa4a77af52c347129ed71ea9369,3713148bfdc788aa8703457dab9723c07568c341de385fa0a3e596f3457e3d51,c8f273bf0dacf628f8e92a6e7e3294493d2bfb3fd7658b6a003fba6d28058d8f,36838,35774,1.0297422709230166,448080,900786,0.3321901508378149,positive
010,4,0368466a39a7e5745cf0d0dbccb45cc95bd92e11f0da2c59f15503bc654f93e3,32326131b2894ffffc55fd6f4a8d6b129b17cea803a440b58a8da5172858486f,3e3959036768917113f737e2d9c1f4d24ca2125d4741fa490305b6bb55a60c17,22765,19267,1.1815539523537655,305284,626410,0.3276655210831024,positive
011,4,4e925b233fa8565eaf435b97e3a486227df2d6ea6139c156b121cf2172fa0ab9,20b800afbdd428598315fcc715fa4562091e25d5e225d25c1b838548fd5d465b,b6ee63de61427e85ecc577b1ef731572dfc248b132d18c274e73d6f3ca6b9773,46880,46880,1.0,0,1081344,0.0,parity
012,4,e6682b367aaa6966f8c2b933b6774ad3b2cf9b8dc1537cf05a22371639a7e5b9,cd613e02549c724f0f5a7b0d5a183d84b3223389ace6de3e6dbae7d6ae992646,ba1277c7f27fc2088ac03bfc8dcb9fa7775c7b41ccf6a1ecf989c4f2ec7f9abd,16430,12849,1.2786987314187874,221626,572162,0.27920049181897433,positive
013,4,6312c17279b15b68de24a371c1000b0e7d74f687cbc72c5c00809cd7818bec47,2213529128b2ad429d03e8a6d5faa9175e368cb176b3cef4b5f888d88b624c8a,d8ee13ad5131afb3139162496b2d12f6730df2ccb906247462f166daea14e36c,66946,66946,1.0,0,2048000,0.0,parity
014,4,f241371a7e5caf6232bb717af8741376e6e335d228875f19aae56de7971a6001,d284fc08e27a7a892d5a1a4d897fb3dadf941a4294c9a3d09033a4974758e3b1,d491a0c04847a6e615ebda6b8d335532fb0316501ed2eadf3e5e0c9d10ef97b1,4462846,4430193,1.0073705592510305,36110328,37801320,0.48856072049699123,positive
015,4,2d9d669adfc6e243bfc043c30a30df4f60ad582f9a58e075bd92ee2b035c3528,f96fd907d36bc13603f7f207f824390a79fa7eb9614a6676980778d7c2fb0057,7d1caeb24d25ea5eb206235efba6103c0ae4ae45283c292738d0c2ae7f15294f,49450,40071,1.2340595443088518,904438,1444374,0.38506189511974565,positive
016,4,68f25a6d2e077fb0312f98870601f03b8fe2932ccf967beac00e9d0ea76ba9cf,5a605daa2a42b19a119d2c9b5c38d232883c37cf3e58863f79fe2b3593fe15ad,3fe8706ec0a606b7606104b9b2d842772b7f94aa071a02ecdc4fb456904ce018,2250332,2250332,1.0,1216,397484,0.003049912214697768,parity
017,4,60339df1f0bfae38005e6e23b90870bf19cf873b5c7e9ff3b860849735289a8d,d06ceb1a5368ec39f631bcaba083969a0a156dd5ca5ba9931d48e0a840ca0dae,81ddddc56fcee44d0029b6d8289c3a74ef0328cf021278ce6436832eb685ef10,34972,32865,1.0641107561235357,397142,829908,0.3236559227415346,positive
018,4,6c6a071ebfe3cae36af45f99013eb39a679b3293edb00fcb3f7c1f8c9f0a6d3b,2a626e21db95717f3169013a8923c0c77ab6dba8977a86b55620e4a2766b68db,b6827798e18e279cf5ea8a1ade74b7001bd496904df6df3ae1f16fecbf53db22,258845,254155,1.0184533060533927,3405824,5404376,0.38657737622301425,positive
019,4,29abad2af62b95d5265ff21969f404ff8ca23ea8e5c9a208067f97545c4bbb74,946e3bc34681f5d7f80e304fed5383683c3d94fe864e64eedf730dd8b61ccbe6,e99a5207b169e508d647b7f2c59aadc234de637317d88cebb93a3e50811657ae,22861,20821,1.0979780029777628,152640,616384,0.19848535286284955,positive
020,4,b535c92622c9c4c2abcd594a8bf023e82bc76719d6e41b5af5f5b5ad2635f1dc,d89a4c4ebee8334512500cf309f796f67b02c36247bb42e4acade12167efc3ec,046d48da98557fdcfa8dd4c1caab37e06dc2237f3d73a1a18c6e7c2ee7536601,145520,145520,1.0,0,1179648,0.0,parity
021,4,a13acfa2a17215961f6ae3cc237a2908d740c2be38eab52832f7676317b9d98a,105023da8a719b27be1eefd96556b3007fef85b0b3dc1b196ce0ffdc24ae5a21,a5cb8a93029cb3d25cc924a7b01e0d09457bc59b96ba71a147256636a18da75b,1550324,1550324,1.0,0,6963200,0.0,parity
022,4,2b1c480a21d0bd3d6a3faafe2f9a7c3e76a252fa8aaac62763826be5fa75bb89,3599817699ceaa2d6762cc0cf925f9e47ea01755f97f270215de1c85e3941e0c,7f169be70221efd2eb1fbb1259913470eec4a61115510056a3c984bc10c04058,14190,14190,1.0,13824,213540,0.060801182245210326,parity
023,4,0997642cf897549cc3ff69a4740a55f0aac6c62a1238bf4654a5c521c7b730e3,edd95e404868fbb03ea3610ea7f4b07be37cab3e3135875e38dc300b2e1fa645,fc934e6203436a213361790efc82ebc1a8cd752815097035e00ba478c3aa29b2,21931,21931,1.0,252960,462154,0.35373381027360673,parity
024,4,379fceab38141acf66275655346306045cdfe833d6ddf3c98034a0a625f9fc5f,dcf77247cd784fab3e278a3b166d97b133f8c0d7931a66f41441bb5b868b0906,2836ba85ca9ed9f62d835e149e7182ed659cbb3abf4184256f8f7bdb005930ac,746444,746444,1.0,400,394628,0.0010125864495681319,parity
025,4,d17b73af78e19947c63bde622b6107bb71ae6316203f58d353c99858c25704fc,5187b103975809546885d354a13459a51e6582cab9168e2274cd92d7f56cd436,8f198a064853d0ddfe3a8fb9b4bc0336ef733357a3262eb4f87b927eecc99048,1177396,1177396,1.0,0,4205568,0.0,parity
026,4,ee986d2d085936aff49a09eb4b3a9a03eece0914b4bc0647ca2f2b7a351be1a1,5bd3befab01314294d3da1bf6b4505aa3184b56c64d034f3e41b6e5f72d4022e,c84427410cd69cfbe005f5f53774ddce73fa4b4d674a924a461507427d9bb4cd,37530,30310,1.2382052128010557,534896,992552,0.35018933541436437,positive
027,4,4d4fd4cf6883f9311700566b39e399d811b61ae621f366900e86e2f111b63255,d8801fb444e3705391e161e0c69c344632bb37a66093a2b5008afb212cd3fe36,2b16822ccb8ca583fa8e7f85169a68e788b6bab88eca409cdea5635cb8a126d9,559196,559196,1.0,0,5160960,0.0,parity
028,4,a929f1b6fc63163179b76ad9f42f6c88fa292ba929a69c8f6150adb7be1e9080,a8e9118b5a1311d4ffc56f9a3f44cd645ec3b4caf8e1d729e1c9bf72c874c62e,a9e52b3b94f05569bd896fc1dc34db862c2b3f1f914667fed17d32587e2570d3,10202297,9988326,1.0214221081690766,34324728,29116680,0.541046125584098,positive
029,4,ca5920ba3718698aaaee3f17b627a5b6c9c6616790cb559a0ec5e98828cb51d9,644c922e409e9db0a463654f396039bd2cf497fd03c64645ae3cc59c36510f55,f3fb4fd1a9f8fa57fac3189bb0f0ab06ceed37db56ad990e61150c2242ffb043,11377,11377,1.0,0,258132,0.0,parity
030,4,d9a0674bfab6c6349fbda94a2007e8cb9655fc6b30e19b18a4ee2e99e615e391,381c0edf90c58d2dff7124aa1d227693628c548cca6d5db66df9f4d2b3c78ade,1784cea104e651742ec1b232e58236f0883cec8f9d234009ef8b271992c2ac26,696250,696146,1.0001493939489705,6462464,2619392,0.7115796594881046,positive
031,4,6cba7c5ff826c3a1893dc9f39703e4b6af394a60b1969cf6cac3fde91a88df97,7d20718db3b6adf7b234a731a9383817a40dfcd05a8db050505779b8d8d3df85,47a366ead95bb5aee820f1cf064c312de76c3df59cf50a4f7ddfeb685f005626,372200,364213,1.0219294753344883,822284,8121110,0.09194317056813107,positive
032,4,6fd4cf359c931c7edb6a3c4daa225b51597d55410583135cbc1cd6e2814b9e79,527fc2447c62eb30f3cc19bd3667369e03bb0eae5bb3a92ca3c53a93e5ef1f89,bf6b21af8992b360ec5eec75f435180905744a9bd42e145458153782e11af49d,11299,11177,1.0109152724344637,18576,279156,0.06239168110918544,positive
033,4,929d10fabf56d320de20cf4f2dcf217adc26212029d4b923930a884083f9f849,ac7e7e570e91ff58d5d3d04dedfa0476b242a335b4d7facab354d475e6b0cf7c,15e80efe60fa5c68743fdd9f832a416dde0fbfe802b43531dbc953acc736df1f,441137,438106,1.0069184170041041,516106,9976484,0.04918766481869586,positive
034,4,0a06138a6beab78cc2629baad5716c2f69d7b2c13b99ce4fce10b65d0e0a98fb,00a2e46ca8d979a4ce2cb7b23081ac5d3269b93b9f1062613d363f885af476d9,8788e71f2c7464d8346b30141049ba99f8f87f7cee55877ea7e2351270f85916,193879,193017,1.0044659278716384,3045888,2569776,0.5423914251279991,positive
035,4,a04fcaee2b94458a7cb011dae1705e8d088688dc03c96d569d8b68c16d39fb62,5b8d4ecf3cb08536828af857e3f62bc8b5b2bb772a4ce870b69c7b5066f1ad1d,ba274bff4ff0d83069e9200eedc3ad736dc1e2b78bdad5c47598ab78e3eba070,40127,39663,1.0116985603711268,470502,588012,0.4444929401028234,positive
036,4,2fd6853647da4584e9d4ee2f501a77caa62168722c0617a671ed1476bfbace7f,d1ad82ae180cbb01bf5c430f57fbd4276de61b41f83f410376f8a7c3959f201a,dfe539b1e519eada7756b4ad29d99d2ece50b52f46eff58978b2df5830ac73e2,233584,233584,1.0,0,3281408,0.0,parity
037,4,635a3bf5ce4cdc7d8dd0ecca7e0f53844cb67dc5ef3ea825385360379796df74,4cce75d2fed465637ea9fc7783fe049b3a40dd0411d2a030f0e1c67531b35b47,335f9d0c3241c8bd63cdf7b538cdf5e2c6de47ecf7e0eecc5af563bd34a91672,53320,53320,1.0,0,1146880,0.0,parity
038,4,166b82adecb57ea16bbb4534c8ff3578a13f7b1574e4afe78f4c4a08b60eb5ba,19a853a95820ddf9d5aa52cbffae30d4cc901296d5fcb0a8dcc52908a930351a,11cfa0bdf63d81b226c60220e5cf139d1e8c0646bbbb527ed7b8ae87d8fe37e4,334580,334310,1.000807633633454,6443520,3525642,0.6463451993256806,positive
039,4,a60cc5a9876d19c128114223652304780ca9cfe8468c53ddc2d9ac3f08b4c2a9,2972db111fe982f3fbdb208e6798dc4393a0bc875c180dd831308ecc87e8e23c,3a25c073dbfd11d3f7591316bae656ea51a1ef40c2c491b0c7205ff98184ac9e,395323,368055,1.0740867533384957,10428416,11378688,0.47821187077385424,positive
