case_id,cores,variant,status,makespan_cycles,singlecore_cycles,singlecore_speedup,solver_wall_seconds,evaluation_wall_seconds,extra_ddr_bytes,scheduled_copy_bytes,spill_bytes,task_count,stage_c_cycles,stage_c_solver_wall_seconds,stage_c_extra_ddr_bytes,stage_c_attempt_id,model_r_cycles,e0_minus_model_r_cycles,stage_c_cycle_difference
051,5,twelve-four-fixed-tail-v1,ok,325520,607628,1.866637994593266,1.2007274999996298,2.057562100002542,15205872,15599090,0,263,253856,1.0622996000001876,9045396,fang-q1-stage-c-20260924-chain-atomic-grain4-051-k5-r0,166540,158980,71664
