problem,case_id,cores,variant,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate
P2,046,5,pipeline_stages,failed,,1.0080189000000246,,,,,
P2,044,5,pipeline_stages,failed,,0.8200638000016625,,,,,
