case,cores,method,baseline,makespan,speedup,source_commit,result_sha256
066,4,tensor,359070,247248,1.4522665501844303,178a3673bd238b20772211427b8134b6db35f5af,3a3e26de5950c41093b034afca8f7b85ef82a2625ec79d41a019fac474aad710
067,4,tensor,63834834,15320907,4.166517948317289,178a3673bd238b20772211427b8134b6db35f5af,0861d88ecf13afe94f9c3b165876a652bb856506a064dd5274520832cdbcae16
068,4,tensor,362095,292385,1.2384185235220686,178a3673bd238b20772211427b8134b6db35f5af,207d71797b7091fd51cf97a23a520750a8ed6e0597504499512a8b4142e7ac8a
069,4,tensor,25144,16270,1.545421020282729,178a3673bd238b20772211427b8134b6db35f5af,ca2c73e2df32a7db86bdc07714c8123e94573174f05b9f78a273787c118940b8
070,4,tensor,117300,36800,3.1875,178a3673bd238b20772211427b8134b6db35f5af,cb647bbc5efb55ea24698e27b7a50ce09d0baabb949f384c01127431606e5321
071,4,tensor,18919,15036,1.2582468741686619,178a3673bd238b20772211427b8134b6db35f5af,ac5b32df15379ef90525324b9bdec2e869e989bb1021c1f2284efd34d8dbdddb
072,4,tensor,23897828,5953093,4.014354890810542,178a3673bd238b20772211427b8134b6db35f5af,cecfc2045cff3922b43b1a176e5a3ae3bee6e2a437aa53fc89907de045c504ab
073,4,tensor,10081626,2231456,4.517958678100756,178a3673bd238b20772211427b8134b6db35f5af,83738af906f638e80babf9d1b77b32eed1f3055b7d2f36d08a6a10e1ad246871
074,4,tensor,1682239,471793,3.565629417986278,178a3673bd238b20772211427b8134b6db35f5af,f826ec8199b8a527861254a132038f5b8edfb009566f10fd349d8745487eaf5e
075,4,tensor,1441809,464638,3.1030802474184203,178a3673bd238b20772211427b8134b6db35f5af,a18b2194d8751240741c6b5393b4cbad91a43846ad61513342d348452efbffc0
076,4,tensor,6185113,1527066,4.050324609414393,178a3673bd238b20772211427b8134b6db35f5af,948f1b5aa5b78746f35843004a2798e5c9b24dcdd40bb98eff6dcc6eb6bf16a4
077,4,tensor,495320,141054,3.5115629475236436,178a3673bd238b20772211427b8134b6db35f5af,38b943109ecbb6f2e85a81040b5a2ccef6a0dec82a329f9f0a7bb29688e8cb4d
078,4,tensor,2296143,524644,4.37657344789991,178a3673bd238b20772211427b8134b6db35f5af,a9d45334169b7187c9f5a16c84ccd563441e74b5ad871dd9a2d0de63d98fde6c
079,4,tensor,31052251,7499300,4.140686597415759,178a3673bd238b20772211427b8134b6db35f5af,3ea4a06f608ba9cd10c3af5b0a9c10983ddb9ffa31676f5faca3bfd9f4d1072f
080,4,tensor,292138,91712,3.185384682484299,178a3673bd238b20772211427b8134b6db35f5af,a765134489ee65c2a8518efa75542e3c6e2eebbd7a83894d2f67a404f2f4398d
081,4,tensor,151795,39733,3.820376009865855,178a3673bd238b20772211427b8134b6db35f5af,8e4a908a6ad8df1eb177cfa33625c51ac4c8520a44789e4dda9c80f0fb17524c
082,4,tensor,721041,233836,3.0835329034023844,178a3673bd238b20772211427b8134b6db35f5af,f6cac058c8b6d1b7f43f27b180072918ba100fa94cc123548a99b2d1c2ea8df8
083,4,tensor,1057993,214624,4.92951859997018,178a3673bd238b20772211427b8134b6db35f5af,883c8dab005c126f9fcb4b5c32d3d563f41cd718d0a20bbcb886f65758d2c907
084,4,tensor,2507412,317988,7.885240952488773,178a3673bd238b20772211427b8134b6db35f5af,30024459eec5c21c4c8e540dd21cf46b6ccf0908f972dff95e578694251f6035
085,4,tensor,3187899,1009756,3.157098348511918,178a3673bd238b20772211427b8134b6db35f5af,50a51fa422eaf6bd9461541fd86fd3afd993d833a722713c987152807054a549
086,4,tensor,118403,77794,1.522006838573669,178a3673bd238b20772211427b8134b6db35f5af,4648d86065d41e3b124b0b951c7bfa6754dec783294e416ea41224c809618afc
087,4,tensor,3974071,1249862,3.179607828704289,178a3673bd238b20772211427b8134b6db35f5af,54e3fd5b0caea04ad07b0166a3cd8dd7b574a23d4d9a92e7bc4808cd706ba741
088,4,tensor,243623,198532,1.2271220760381198,178a3673bd238b20772211427b8134b6db35f5af,7a98aff10380f3e04f2d4ed436c4f6f917392a4cb346a67df372eb3224fad43b
089,4,tensor,693092,152132,4.555859385270686,178a3673bd238b20772211427b8134b6db35f5af,8a726ff7675791258557d7f26c9dab4e64c26bd9a1b3c55928226f5f84a64701
090,4,tensor,1178363,293694,4.012213392170082,178a3673bd238b20772211427b8134b6db35f5af,68ff361db43941d40ea3656c4fd30ecff5c3254e02880ae64d0d54818aea3e71
091,4,tensor,9186769,2308314,3.979861058764102,178a3673bd238b20772211427b8134b6db35f5af,3d39660fde97f0dfb3859d43e318e40262657297ca97628916c66675b9751113
092,4,tensor,4815554,1028366,4.68272385512551,178a3673bd238b20772211427b8134b6db35f5af,3381ccc1af1e5907aa845135a5340de34f4de0d2512b81bb7909a8a4b04cddd3
093,4,tensor,74205,21755,3.4109400137899333,178a3673bd238b20772211427b8134b6db35f5af,ef9e626e8af93980fab3c6bf6f90970088c770d9090fa0f047ffdfe5b3a1aaa6
094,4,tensor,94892,31823,2.9818684599189265,178a3673bd238b20772211427b8134b6db35f5af,cb3b0a4a006f829525f56b6f753cd0fe84513bd474f5b47819fd04fd7f93fa09
095,4,tensor,2084853,269686,7.730668258641531,178a3673bd238b20772211427b8134b6db35f5af,62aa470c9cdd5a82c1fa43735f603df6b61b32fb70364620fb136866ba9fb68e
096,4,tensor,84194,26984,3.120145271271865,178a3673bd238b20772211427b8134b6db35f5af,41220e7cfb7914264e42eba07b16b63dc614aad5c1c9ed9102c6bf6d1b0b667a
097,4,tensor,11491509,2577788,4.4578952962772735,178a3673bd238b20772211427b8134b6db35f5af,19964a37550b3cfb5c5fc1bbfdf48983d4b2c1c09d40980c76c2178121927501
098,4,tensor,177430,46354,3.827717133364974,178a3673bd238b20772211427b8134b6db35f5af,1c483ea2ba225fc8e59366942914966a8320b9392cd0658b359d41eeb8d81d78
099,4,tensor,1622999,402343,4.033869111678344,178a3673bd238b20772211427b8134b6db35f5af,25f7b6b494c4236339e6c71be1f4421db641c28dea91aced286b796adb7a9311
100,4,tensor,151223,59098,2.5588513993705373,178a3673bd238b20772211427b8134b6db35f5af,f9f917a230bbf0e4e2c8f7585ec864e7b913369b1190605fcf0a7c922c5121e1
001,5,tensor,233110,64407,3.6193270917757387,178a3673bd238b20772211427b8134b6db35f5af,a7aefbcdc5f2ff2f04c46a336f5536a4356cb328a5c8b4b03ee96dcd1d60ac13
002,5,tensor,261945,56081,4.670833259036037,178a3673bd238b20772211427b8134b6db35f5af,a646618d5b0215469f80ff1cc82d7438c651c8aff22a6a9cd0df715363f481ea
003,5,tensor,602212,515736,1.1676749344625932,178a3673bd238b20772211427b8134b6db35f5af,0c710a7656f3b3ad91b6133550902bcb248a7d80c6fddec3fb6bd80bd1953c6b
004,5,tensor,392357,83670,4.689339070156567,178a3673bd238b20772211427b8134b6db35f5af,34fedc02525e76775a325040973c54923759179cf8406d354e09da55d0b24299
005,5,tensor,95618,58532,1.6336021321670198,178a3673bd238b20772211427b8134b6db35f5af,821702946d1734c701d6fa67ca78e42c0314ab3b23a331465d1c5300620559d8
006,5,tensor,82837,31729,2.6107661760534526,178a3673bd238b20772211427b8134b6db35f5af,aa4f7d7deb3f5ddb70e5d591403e9adfd80ae76bc2788276c80c06b5a8f75ed9
007,5,tensor,1012562,350362,2.8900451532985882,178a3673bd238b20772211427b8134b6db35f5af,5fa740ce9f753522c63c42c4c9c4d33f08df08b4545ea15cdb350168172979ad
008,5,tensor,487605,52291,9.324836013845594,178a3673bd238b20772211427b8134b6db35f5af,74acefee48efc308da2ab11f9d31a9a5472fb73ab669ad2a945bb12d7b4ae240
009,5,tensor,153261,87425,1.7530569059193595,178a3673bd238b20772211427b8134b6db35f5af,6fd3b8972295a8e69bd068e368ac0d77eb6f959ddd3af28bcb3e232177fb8bfd
010,5,tensor,86969,30895,2.8149862437287587,178a3673bd238b20772211427b8134b6db35f5af,5b5cd1c7fda25add28a40bd927e7fdbf3ae1bb28ee237eb9a0ec5805d8b3e8c5
011,5,tensor,184697,46777,3.9484575753041025,178a3673bd238b20772211427b8134b6db35f5af,c76a35c5f7a4bc2ded1260d8ed89038a2978d080b30b397dc5592fdcc222d683
012,5,tensor,59088,15722,3.758300470678031,178a3673bd238b20772211427b8134b6db35f5af,1528d5813e8704ed50d55d2e8b02e3fade905e15a1524ea355c7bbb9867616f4
013,5,tensor,263949,65224,4.0468079234637555,178a3673bd238b20772211427b8134b6db35f5af,c86bd5f7d35ec4d71e6c6e8bc85b7f9c2397eb85feea89b3ea1f13a4afcd8c47
014,5,tensor,17698626,3517640,5.031392069683083,178a3673bd238b20772211427b8134b6db35f5af,550983e824a1b09c04394f814e0fbea0ee44e3aebb392bf227b419363031a5f2
015,5,tensor,177362,44029,4.028299529855323,178a3673bd238b20772211427b8134b6db35f5af,284acd9c899742c6453029b210642e9d758ecf55a518bee695f8bac083f0afa2
016,5,tensor,7715523,2085742,3.699174202753744,178a3673bd238b20772211427b8134b6db35f5af,2a6c5212f34b12d921ea1107864306bb67d13e5cfd8214a8d3adf680d45851a6
017,5,tensor,162810,41963,3.879846531468198,178a3673bd238b20772211427b8134b6db35f5af,a26ee81f01defae70d0f2109aa07dc0f94f5a65b7036eb8ee4c36960d41d7707
018,5,tensor,1004367,203038,4.946694707394675,178a3673bd238b20772211427b8134b6db35f5af,53bd1c1c876d7e45de047fd93cce694817894972b31005120e729411f11bb554
019,5,tensor,81144,24346,3.3329499712478436,178a3673bd238b20772211427b8134b6db35f5af,2e3b45419001790c2bfa1a54b28302306a47eb402b384d6940577ead76f51274
020,5,tensor,532746,107650,4.948871342313051,178a3673bd238b20772211427b8134b6db35f5af,c251eda10c7fd7fe0971446d75a9c1baf0e9658afd175c900171bd357c2cd93e
021,5,tensor,6567937,1247227,5.266031764867181,178a3673bd238b20772211427b8134b6db35f5af,584362e98e87291e963bd856ee89cbd318522f932f361ae300876996784afca9
022,5,tensor,56780,11949,4.751862080508829,178a3673bd238b20772211427b8134b6db35f5af,a76f67a3642f6ca4936bc9cb2ea1ee1f3c0bb3fd6b7fe558d580d5b5f582db62
023,5,tensor,122614,29571,4.146427242906902,178a3673bd238b20772211427b8134b6db35f5af,c02cae6aa9b1e6026126214c793e962504ee2d7745307fdab1493d83515ec9b0
024,5,tensor,2555343,692626,3.689354716686928,178a3673bd238b20772211427b8134b6db35f5af,2d63a3441a976fabc8c2c7958a3a81f6af7980b763ecad8a90dde6ff0ff88ae9
025,5,tensor,4863026,2360311,2.0603327273397447,178a3673bd238b20772211427b8134b6db35f5af,6f043c925a7707a1cca2da8187db1dc7b785a17f8dd0531cc7b4489fabb69983
026,5,tensor,99203,45164,2.1965060667788503,178a3673bd238b20772211427b8134b6db35f5af,93c2092ea3a8fe2bb2e9dfcbca39c0b2792214e2f96f2e4eea23167eb8394af4
027,5,tensor,2363952,558753,4.230763861670542,178a3673bd238b20772211427b8134b6db35f5af,15a856832b4cb5169d11992b283866546b46302dc59fa0f079801ac9a0263ba6
028,5,tensor,43836040,8238115,5.321125038919704,178a3673bd238b20772211427b8134b6db35f5af,60d7b3ea6d4f5c33c4829b757ac29da4c2861423e93eca2704f5da5893661f69
029,5,tensor,37555,9528,3.941540722082284,178a3673bd238b20772211427b8134b6db35f5af,836358356fe1e76549aa05977fc749cc800d6be706357af4665c2190c79882f3
030,5,tensor,2808034,562386,4.993072373778864,178a3673bd238b20772211427b8134b6db35f5af,fcdc0643fe0f2d3e96e88aa6a1db238eec99122d3bab2d6f4f5542f827df1485
031,5,tensor,1414369,303369,4.662206751513833,178a3673bd238b20772211427b8134b6db35f5af,62e7c85f6da116b16a47664c331608f7f7958d6d05cb29397e8c2f4030273438
032,5,tensor,41443,10408,3.9818408916218293,178a3673bd238b20772211427b8134b6db35f5af,67b359439676e72332490b69eefde77688f3f1f1e6d9380453eaffd43751b223
033,5,tensor,1774196,374370,4.739151107193418,178a3673bd238b20772211427b8134b6db35f5af,3aa9859e3210101131c6703d66272a8046578fb1becf0135beb19d0cdd266d08
034,5,tensor,842996,175155,4.81285718363735,178a3673bd238b20772211427b8134b6db35f5af,fc84d86c3e5745460e16445e472b4ba1423af59bda7bbef7410e102ea8565c40
035,5,tensor,169571,88584,1.9142395917998736,178a3673bd238b20772211427b8134b6db35f5af,c238381c4131a6cd9e1d3dfa5e1e7ffab928d01426274a835d66c3d92c44c573
036,5,tensor,931510,425476,2.1893361787738908,178a3673bd238b20772211427b8134b6db35f5af,896ad66fdfd42da3f13bf2ad0b12cc03ee563d7505c17c814d78e669c19d632e
037,5,tensor,210001,43545,4.822620277873464,178a3673bd238b20772211427b8134b6db35f5af,d1650a6403f78164db7c3f0c943181f64ecc5c21a0bd4d91b6d773d6e369a2da
038,5,tensor,1364555,289189,4.718557759804142,178a3673bd238b20772211427b8134b6db35f5af,ac3009e75a8ac34c8ba57ad3ce363e636b928850073b2eef47f33061a2ac49b9
039,5,tensor,1435262,373369,3.8440845383521394,178a3673bd238b20772211427b8134b6db35f5af,abf7d10e314fa8a9afc6da57dc513e7f69819d48f95c8582a2aef963df3ee37d
040,5,tensor,253454,103966,2.4378546832618357,178a3673bd238b20772211427b8134b6db35f5af,99155b3c39579e4b3f944fb003f71142535d8d1290c3f33d216d7346d11b3cdc
041,5,tensor,6003957,1191310,5.039794008276603,178a3673bd238b20772211427b8134b6db35f5af,129e11d4f476ab8b057bc853db2dbdc167e02386998487656d0f5e52ce7ea07c
042,5,tensor,1686740,357662,4.716016797982452,178a3673bd238b20772211427b8134b6db35f5af,5e3f71d39c37a3ea4ec4197062b8ab5c1a3f6b73eb4331e36596a82c49ff3fff
043,5,tensor,677656,252795,2.6806542850926642,178a3673bd238b20772211427b8134b6db35f5af,3fb371d524342a973badf14e91029a978fdfff928441eca9e722da97c6467c70
044,5,tensor,154407,44234,3.490685897725731,178a3673bd238b20772211427b8134b6db35f5af,b1638c7f9079e5fa5bf55968997f7dc91283149078fd8187594acf59a2bd39c6
045,5,tensor,125614,26164,4.801024308209754,178a3673bd238b20772211427b8134b6db35f5af,787b94e076f1d75431e5df0916145d75b21228e7e7234a778904a300c8400b83
046,5,tensor,276455,79056,3.496951528030763,178a3673bd238b20772211427b8134b6db35f5af,7c8524e5aafebe0285783d7adf9909a74cd81396e00cab087cb059a7067ce02a
047,5,tensor,326508,154705,2.1105200219773117,178a3673bd238b20772211427b8134b6db35f5af,988352765edaea149e8a7270f6fb5fc70d2b9ed71b795359e418f3e0d3ea3b42
048,5,tensor,222220,104864,2.1191257247482453,178a3673bd238b20772211427b8134b6db35f5af,7fb01b5d52a47726115cbd79729b0edabb86ce63dfed623f156018e5892dee13
049,5,tensor,196276,86401,2.271686670293168,178a3673bd238b20772211427b8134b6db35f5af,ab324fdd2ba566c20d966c973ce287fa04dc65bfaf283dbd3d099893e07a7112
050,5,tensor,149690,103125,1.451539393939394,178a3673bd238b20772211427b8134b6db35f5af,6bfa95c69ea09ac4bfdb969f2ea6c34c3c30cbdf076a928196f7abf7ba4fd2b4
051,5,tensor,607628,166793,3.643006600996445,178a3673bd238b20772211427b8134b6db35f5af,a715bab22bf000df90f7d68872b673f3d3751658cb3363f28bef5da4c8cd170f
052,5,tensor,180301,50698,3.556373032466764,178a3673bd238b20772211427b8134b6db35f5af,f77ff37a426ea930514b6fe696e217b6d1fb0921d274a91a8bc29a26d40bab9d
053,5,tensor,1472686,474989,3.1004633791519383,178a3673bd238b20772211427b8134b6db35f5af,b1e057af31197f2539d310afd67792fcc6da43c2b56917059748cc1ba4c72d54
054,5,tensor,815051,501842,1.624118746537755,178a3673bd238b20772211427b8134b6db35f5af,9df14e2069859f19cf5478fd2fae4f0ec517132df9314285be82b32179d3183d
055,5,tensor,118835,30067,3.9523397745036086,178a3673bd238b20772211427b8134b6db35f5af,d824d05c6b003509c740d693e4fd110319d4547ac3dab91680d95b5dd5be8f3f
056,5,tensor,277285,160256,1.7302628294728435,178a3673bd238b20772211427b8134b6db35f5af,bb686bdeec4664774995b528917b38ff8ae6d9bae23efb7bc8bb2ef6af26c7ae
057,5,tensor,59726,14371,4.156008628487927,178a3673bd238b20772211427b8134b6db35f5af,f165f4772611b07b45e9c2ae298742bbbdd97bd1e5925836c095fdbea0e66487
058,5,tensor,4539717,1072409,4.233195543864328,178a3673bd238b20772211427b8134b6db35f5af,6f78242fca124add619814729f3498fccc8a2dfaac86f45ab9f32aacbfd20119
059,5,tensor,829473,150736,5.502819498991615,178a3673bd238b20772211427b8134b6db35f5af,9c48f4f8e73aa56abb0fe0f6c6591f33be2af1acc24f3070b029b23b22ce0f3d
060,5,tensor,888789,189717,4.684814750391372,178a3673bd238b20772211427b8134b6db35f5af,ac6c44a66b4ded9fd0e32fa9bfe62a52896da58e7879dca0f25de0380d460287
061,5,tensor,77191,22503,3.4302537439452516,178a3673bd238b20772211427b8134b6db35f5af,7f3d2e7fb53fba52a524efbb8cbff9b8b1db4bc6b07739c19e79917f272d8009
062,5,tensor,2854809,656558,4.348144413745625,178a3673bd238b20772211427b8134b6db35f5af,cd842f90f054e0b1859f95dd180bc4b9633bef77d8fa08e23d76aad44b57faa9
063,5,tensor,1070397,232306,4.607702771344692,178a3673bd238b20772211427b8134b6db35f5af,512eeb83d725bb5007c881246d89ad2b4c603f80e109a1cf448ec07bf4933206
064,5,tensor,19116,16477,1.160162650968016,178a3673bd238b20772211427b8134b6db35f5af,7b912a1ea1e895ee4b5f2daee3b4879eb0640e493dc35f703b40f18f136d168b
065,5,tensor,53068,12644,4.197089528630181,178a3673bd238b20772211427b8134b6db35f5af,f1c6c18efeb14e1648130804447115cd08e1c882390d8aed20ff9b0f559a60e4
066,5,tensor,359070,247110,1.4530775767876654,178a3673bd238b20772211427b8134b6db35f5af,17d3be51d47972a5f8246d1dd11378d5d32a5fd6b7c562e4a01bc683c738f617
067,5,tensor,63834834,12621657,5.057563678049562,178a3673bd238b20772211427b8134b6db35f5af,1c1df5a40506d37038b7e59706b0023251eb88bd8f0a62e6656ae9c1c96aee14
068,5,tensor,362095,293971,1.2317371441400682,178a3673bd238b20772211427b8134b6db35f5af,f92415cfb774736c440ba97ea1baa611e16df61ed864b5dd73471d4d14f144c0
069,5,tensor,25144,16295,1.5430500153421294,178a3673bd238b20772211427b8134b6db35f5af,6f7c4fa7f90660fb2a6cb982ed0848eedc665e4d29e0c7e229a41a0c082c7e66
070,5,tensor,117300,29215,4.015060756460723,178a3673bd238b20772211427b8134b6db35f5af,6726997b9b943a20ce1dd01cd6db5db1590278586af8d6cd70f0c3b7e34645e8
071,5,tensor,18919,14522,1.3027819859523482,178a3673bd238b20772211427b8134b6db35f5af,007612e7c9c237cbf4b5d1554643c2352c9796fea16169eb6f549181d3031af1
072,5,tensor,23897828,4699989,5.084656155578236,178a3673bd238b20772211427b8134b6db35f5af,8ed20ffe78908ce3863d861dc34a3999716173c52a12e4b931e27e5255f08b1d
073,5,tensor,10081626,1854429,5.436512263343595,178a3673bd238b20772211427b8134b6db35f5af,601e784884d50a7b40babeb75a7f84fd0a74515e4a5679b21e209026d5ebad48
074,5,tensor,1682239,375534,4.479591728045929,178a3673bd238b20772211427b8134b6db35f5af,07e63a38db51a428b7247bc17a262aa726600a70be89b986e1e95eefb011d63a
075,5,tensor,1441809,409493,3.520961286273514,178a3673bd238b20772211427b8134b6db35f5af,67640023dcac1aac51c2c5a6681d58e789840ea99f8f58e88b31a4eb88cdf8ea
076,5,tensor,6185113,1235766,5.005084295894206,178a3673bd238b20772211427b8134b6db35f5af,7978bc3da60cf454ba43ac3b31b4efbe0d9fbdd58692af6c70a3f151bc155bc1
077,5,tensor,495320,116033,4.268785604095386,178a3673bd238b20772211427b8134b6db35f5af,a4a66d4a903a142f79d5ea27e34a56444bdfa124bedb498fee71b82364747fb7
078,5,tensor,2296143,524644,4.37657344789991,178a3673bd238b20772211427b8134b6db35f5af,1dfd0a4f7dc139c21a84641e7bd6d914113a2aee5d366d2a9c6cf1890cc9d549
079,5,tensor,31052251,6021599,5.156811504718265,178a3673bd238b20772211427b8134b6db35f5af,dc07c65c50666b19907175ca7c10b71d7ae7f61b279ce16b1420b87f906bcf79
080,5,tensor,292138,90078,3.2431670330158306,178a3673bd238b20772211427b8134b6db35f5af,4318f371252791177ada6fb87ee3d19b5ddc654070b689c84d168bccdea7f855
081,5,tensor,151795,31088,4.882752187339166,178a3673bd238b20772211427b8134b6db35f5af,60c4a4748c8df4377513116b585c85eb51cb0ef6ce5f723d8f46f0dc489bc1ce
082,5,tensor,721041,217753,3.3112792935114554,178a3673bd238b20772211427b8134b6db35f5af,e0717e0b5b7724d37eac934126e03a117ac057f6129ec1de8d440c4a2e31eb8a
083,5,tensor,1057993,186796,5.6638953724919165,178a3673bd238b20772211427b8134b6db35f5af,92b776ee8363acb24af81d1ca2976289680c0df2a0fd80033170c4343b050992
084,5,tensor,2507412,254640,9.84688972667295,178a3673bd238b20772211427b8134b6db35f5af,4cce6dac6b62a387bf7d7f33eed4932fc91fb1c87e74453b22317b06ba101310
085,5,tensor,3187899,906555,3.5164981716498174,178a3673bd238b20772211427b8134b6db35f5af,310b6bb6ec0c354d201fe049d9c514a2c9ea82eef1682ceca12d665aa3209f59
086,5,tensor,118403,67995,1.7413486285756306,178a3673bd238b20772211427b8134b6db35f5af,5f1453851ad18836b52b546299c2d8a7f83667e461a0616a9c0bb41797e48866
087,5,tensor,3974071,1068058,3.720838194180466,178a3673bd238b20772211427b8134b6db35f5af,9e3283ac2f1f74653d73e73ea8f33a2526b4c8dc2472ffe39f94918a06b7a2cb
088,5,tensor,243623,200643,1.2142113106363044,178a3673bd238b20772211427b8134b6db35f5af,ae0bab73ac2fafee89b4e90bbf754e7c185749644f0d1c8e912791ea6f8a7624
089,5,tensor,693092,123062,5.632055386715639,178a3673bd238b20772211427b8134b6db35f5af,b99cc172edb32fde9eb789ff4aad29d94cc4b88f0bdda63fd74dfef847b30c99
090,5,tensor,1178363,263474,4.472407144537981,178a3673bd238b20772211427b8134b6db35f5af,ca947fa4c7800e62ec84993ce3e931d7124fdf57adb7da2f35456a982675b6df
091,5,tensor,9186769,1879968,4.886662432552043,178a3673bd238b20772211427b8134b6db35f5af,99d8f33e4ea404bc9a3964d39143dbe5175d97bfc70354e26840de3a5ece3a20
092,5,tensor,4815554,810203,5.943638816444768,178a3673bd238b20772211427b8134b6db35f5af,e1ff61fc433d91587a34ad51449f081854fecdddf5915182ec53df74645714c3
093,5,tensor,74205,18022,4.117467539673732,178a3673bd238b20772211427b8134b6db35f5af,3fac4ed7a5d0895de5f8716ce7098b9789fd7546318c8ddf4c8f27038eac2e11
094,5,tensor,94892,24887,3.8129143729658055,178a3673bd238b20772211427b8134b6db35f5af,ec81b0c35f891e97acdd0a2fc0e2049e3e47a3b9c0a4e27e8ba40a0d3e62c339
095,5,tensor,2084853,216624,9.62429370706847,178a3673bd238b20772211427b8134b6db35f5af,530dfb0e2016188a82dea11db86e30a21646ca57e00559591110a4a41a020808
096,5,tensor,84194,27053,3.112187188112224,178a3673bd238b20772211427b8134b6db35f5af,7f1d0687ffed084061843bdeb0679521a84ac60a9bef50d0f064d29dd57645c4
097,5,tensor,11491509,2148942,5.347519383957315,178a3673bd238b20772211427b8134b6db35f5af,aabe925ef3b3bb98398e3b6d8b05b0f2672164502d2f196ffa2345865f7168ce
098,5,tensor,177430,40057,4.429438050777642,178a3673bd238b20772211427b8134b6db35f5af,6064657c6503d7df6166baf76eb1af550b7c3489583761d0de8b4c5e218627f3
099,5,tensor,1622999,323995,5.009333477368478,178a3673bd238b20772211427b8134b6db35f5af,25f5530718630264fc084abef88f999e62afa9d53301725be9e1b64b0250c199
100,5,tensor,151223,59941,2.5228641497472513,178a3673bd238b20772211427b8134b6db35f5af,c1712595edf071d41209bfd2923339e45ef037c1ed5f57339fc4772c83e6938a
001,1,gap,233110,233110,1.0,178a3673bd238b20772211427b8134b6db35f5af,daaadae57f127b2768f0bb43200b6a6aa90e8b6bcc08e2873b1238771384938f
002,1,gap,261945,270245,0.9692871283465004,178a3673bd238b20772211427b8134b6db35f5af,e263cb2e2c45c5ea3e79d06ece14bd954fd39ffd0919b52f1dac404859e3dc89
003,1,gap,602212,450981,1.3353378523707207,178a3673bd238b20772211427b8134b6db35f5af,dff7041b8bd1a308f3988c1121a6a4d0b62eb224beb4a56fbbfa8661919306ff
004,1,gap,392357,386363,1.01551390790526,178a3673bd238b20772211427b8134b6db35f5af,77efdc7a8a4ac0661e8544479ae8d148223026c658facb26d29b990ddb3dbf3e
005,1,gap,95618,71523,1.3368846385078925,178a3673bd238b20772211427b8134b6db35f5af,ccf0a74ed6816429f93b0169c0679f026a9b67daee9c299378528cd1a0111ac3
006,1,gap,82837,69415,1.1933587841244688,178a3673bd238b20772211427b8134b6db35f5af,c59c8eeafcc7ae33204c0d8b2db0b772cf1e150cb45d067fb5e9118da854d010
007,1,gap,1012562,993070,1.019628022193803,178a3673bd238b20772211427b8134b6db35f5af,d81ff969ef70cd7b002f5ca314080407ec2004d13ffe5357f932da264e2807eb
008,1,gap,487605,477046,1.0221341338151877,178a3673bd238b20772211427b8134b6db35f5af,959e08f066deb9f0effb015f2da1f226054605c9d5b9cf4997ec5b340c7d8859
009,1,gap,153261,120103,1.2760796982589944,178a3673bd238b20772211427b8134b6db35f5af,06c81cbf2044a24362799f29d90223ec56287ba23c47c4447b23f5ea3fb5046a
010,1,gap,86969,57684,1.5076797725539144,178a3673bd238b20772211427b8134b6db35f5af,a53bf2ac36b51a98b0547440e7cce08c20c076d425c3bf7dfccc13088e4bf33f
011,1,gap,184697,184697,1.0,178a3673bd238b20772211427b8134b6db35f5af,0faa2c711dc63dbf02041dbd5166314ef375e7f76a8d94e47e8633d906127a8f
012,1,gap,59088,36348,1.6256190161769561,178a3673bd238b20772211427b8134b6db35f5af,8300caa660d0af386eb6aa3c2bc5ea360678fe53231f57fdf6b678bc45d72e71
013,1,gap,263949,263949,1.0,178a3673bd238b20772211427b8134b6db35f5af,f93b951b854b3d91799d2b75f74b5efad52adb11339795aed5d921a60fc279c2
014,1,gap,17698626,17430036,1.015409606727146,178a3673bd238b20772211427b8134b6db35f5af,ca12f2d7bc247f35c3798db0da4bf80695dc1698dd68f89734177cd74a992a92
015,1,gap,177362,114569,1.5480801962136355,178a3673bd238b20772211427b8134b6db35f5af,127695c38c8675ddde7def3666f8b9146e23271675bcc85bbc99c141492f0b78
016,1,gap,7715523,7715523,1.0,178a3673bd238b20772211427b8134b6db35f5af,f9c5e3aa6853817950bd68d7fb990b4b8ee71f8b351d290df540b34b6f0e229a
017,1,gap,162810,111608,1.4587663966740736,178a3673bd238b20772211427b8134b6db35f5af,4d1515a15164b9e8f7656174db4e9ae8e7c792c69d8522d061f067db5af3b8b8
018,1,gap,1004367,971704,1.0336141458715824,178a3673bd238b20772211427b8134b6db35f5af,5ae3afcf098a1b0216f8e184c4c5ce27833549d82c63b97553bf12fc0d30d872
019,1,gap,81144,51676,1.570245375029027,178a3673bd238b20772211427b8134b6db35f5af,bd50c0d1bbe1d9e820a3906f1e6fb93e2d06882f748f2f6c2048e35f64dabd5f
020,1,gap,532746,655905,0.8122304297116199,178a3673bd238b20772211427b8134b6db35f5af,fe9892e1850968e06333b757fe5d70edcd3b06a13c2549b19f0ae4ba5754e3d6
021,1,gap,6567937,6329654,1.0376455016340547,178a3673bd238b20772211427b8134b6db35f5af,48ad1c1058e8e930f8950058de3cc8dec95f920ee1a67af9763f6b0281315870
022,1,gap,56780,55127,1.0299853066555409,178a3673bd238b20772211427b8134b6db35f5af,57deb12b8058e97bc32bfa8c9cd525789b9650273366612ff6248bfdf07cbfbc
