unit,slot,charged_index,phase,status,makespan,best_so_far,added_copy_bytes,spill_bytes,wall_seconds,timeout_seconds,completed_elapsed,plan,plan_sha256,output
008-M2,16,16,explore,ok,123060,123060,0,0,0.6410000000005311,120,21.71900000000005,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/proposal-25/plan.json,fceaa1661cfd9e6493d546ecccd9006aaeba6d6d503a507d33d726a22b878a8d,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/eval-16-explore
008-M2,17,17,explore,ok,123060,123060,0,0,0.4850000000005821,120,22.561999999999898,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/proposal-26/plan.json,43c4fcc0530831b66b3d37911a4dcaa78d6c7de55685e59bb6d279c93b330ce0,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/eval-17-explore
008-M2,18,18,explore,ok,157681,123060,4202496,4202496,0.5,120,23.375,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/proposal-27/plan.json,598e9deebeef4262856837bf746c0ac9501dafdfe5288f9bf21ec3a060f327ff,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/eval-18-explore
008-M2,19,19,explore,ok,123060,123060,0,0,1.0619999999998981,120,25.5,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/proposal-30/plan.json,e5aa2dde06b0dfc39d18ff4abfeb103714b646f2210e6226a18e3c6737f6ec24,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/eval-19-explore
008-M2,32,20,final,ok,123060,123060,0,0,0.5309999999999491,105,26.09400000000005,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/baseline/plan.json,03eb9d26abdf010393909da7ca77da4d48ce4f990d276ebd1ed3b4a692d00208,results/a/q2-yuanzhifang/stage-b-20260924-042906/008-M2/eval-20-final
044-D,1,1,initial,ok,125648,125648,5343264,2527488,0.5630000000001019,120,2.4840000000003783,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-D/baseline/plan.json,6bee020751b8d5ede3e4db4c17c1a9720a185e4f9ade9ee49e1565b49e585112,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-D/eval-01-initial
044-D,32,2,final,ok,125648,125648,5343264,2527488,0.5469999999995707,105,3.0780000000004293,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-D/baseline/plan.json,6bee020751b8d5ede3e4db4c17c1a9720a185e4f9ade9ee49e1565b49e585112,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-D/eval-02-final
044-M1,1,1,initial,ok,125648,125648,5343264,2527488,0.43800000000010186,120,1.875,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/baseline/plan.json,6bee020751b8d5ede3e4db4c17c1a9720a185e4f9ade9ee49e1565b49e585112,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-01-initial
044-M1,2,2,explore,ok,369057,125648,4938304,1250880,0.7030000000004293,120,2.8599999999996726,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-01/plan.json,7f00940e4b16716af51e7c61e24197d281ca411a7bec96243bdba7c2833bb0fe,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-02-explore
044-M1,3,3,explore,ok,370559,125648,4938304,1250880,0.8130000000001019,120,3.969000000000051,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-02/plan.json,41cad6540bbbb293284a0c336732230c01cc79dd20809eb37bc2f4f0db93cc87,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-03-explore
044-M1,4,4,explore,ok,179136,125648,2507232,213120,1.1409999999996217,120,5.70299999999952,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-03/plan.json,8ab99cd4a5509db3d3e0dbb455d939fb1f66023ac1bff8a27188726ebcbd94ea,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-04-explore
044-M1,5,5,explore,ok,180614,125648,2507232,213120,0.7350000000005821,120,6.95299999999952,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-04/plan.json,e6e06ae622565d319cef6f25731f215c7e31a3666121226a2a8b7088d5106dc3,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-05-explore
044-M1,6,6,explore,ok,87103,87103,3687968,0,1.1719999999995707,120,8.515999999999622,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-05/plan.json,8987421cbdddd53b01bbaa1ab0006ceb556ae0fb53293be5aa7b8b4b5cdcad08,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-06-explore
044-M1,7,7,explore,ok,86852,86852,3687968,0,0.7030000000004293,120,9.54699999999957,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-06/plan.json,d2076c8ffaba852c8f89319a6f1ae893967029e29298221899c8fe820495503e,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-07-explore
044-M1,8,8,explore,ok,74530,74530,2864416,0,0.5,120,10.390999999999622,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-07/plan.json,68a57b92f6c40a72d4e856333a4074761a8684455f03ccb367f38ee72b45a242,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-08-explore
044-M1,9,9,explore,ok,74713,74530,2864416,0,0.6570000000001528,120,11.375,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-08/plan.json,2e6d6fc84712f47acac18f261f4e029cec920fe310b2a5a3875d262657e58aae,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-09-explore
044-M1,10,10,explore,ok,124268,74530,5678624,2887424,1.155999999999949,120,13.109999999999673,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-09/plan.json,185d0b84a6e5f43b3d0c74dd97a7e6354e16057a11c5619b4385649d5501cff5,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-10-explore
044-M1,11,11,explore,ok,124268,74530,5678624,2887424,0.5780000000004293,120,14.125,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-10/plan.json,bf119b2f3a76c629c3d6843073fd94f3a2df900051c145b04ee430871853fafc,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-11-explore
044-M1,12,12,explore,ok,156413,74530,5161408,2298976,0.5309999999999491,120,17.359999999999673,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-17/plan.json,235c85e23ff7a10962f3097dd8afe0b65696d51726c179c7f2875cafbab4ea5b,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-12-explore
044-M1,13,13,explore,ok,173059,74530,5161408,2298976,0.5940000000000509,120,18.26599999999962,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-18/plan.json,7d765d646759e91f350654c1c7bfc487be8fe0aab45a36f4937f15b20df48040,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-13-explore
044-M1,14,14,explore,ok,156876,74530,5239328,2399744,0.7660000000005311,120,19.359999999999673,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-19/plan.json,972891cbc6d1268c46c31b4755b45bc1d13e58599e299aad2b13743800703b56,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-14-explore
044-M1,15,15,explore,ok,167404,74530,5167776,2328192,0.7809999999999491,120,20.813000000000102,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-20/plan.json,69b99122e4b9b651a1da09b5a72653ad69f81dbb7066200b9cd51b1222e0b66f,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-15-explore
044-M1,32,16,final,ok,74530,74530,2864416,0,0.5,105,22.42199999999957,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/proposal-07/plan.json,68a57b92f6c40a72d4e856333a4074761a8684455f03ccb367f38ee72b45a242,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M1/eval-16-final
044-M2,1,1,initial,ok,125648,125648,5343264,2527488,0.8440000000000509,120,2.217999999999847,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/baseline/plan.json,6bee020751b8d5ede3e4db4c17c1a9720a185e4f9ade9ee49e1565b49e585112,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-01-initial
044-M2,2,2,explore,ok,162683,125648,5579936,2764160,0.6880000000001019,120,3.4210000000002765,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-01/plan.json,a9d701ebe8f45527cc64a92410c3d866255bf8369b5ece48d601c76c49dec376,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-02-explore
044-M2,3,3,explore,ok,69113,69113,2815776,0,0.7339999999994689,120,4.467999999999847,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-02/plan.json,7b8c62ba5117c977dd80cf84f41613b305d9012776a86745bb380fcbefa05a10,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-03-explore
044-M2,4,4,explore,ok,73512,69113,2878112,62336,0.8589999999994689,120,6.203000000000429,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-04/plan.json,fc81080106c1000633f81ab8c4e7d042a521895ad55d5b027629d603fa823f2c,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-04-explore
044-M2,5,5,explore,ok,111447,69113,5260320,2444544,0.5309999999999491,120,7.0460000000002765,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-05/plan.json,056994a36b1fb9ec8532ad88d047af05fbf4159c8d40464debb5c5b1d599ed27,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-05-explore
044-M2,6,6,explore,ok,162680,69113,5578240,2762464,0.5320000000001528,120,7.890000000000327,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-06/plan.json,f5309eca2fac9483c8f7c5085f40867a6abc3aa15a809bd757b5cd10b0cada72,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-06-explore
044-M2,7,7,explore,ok,69243,69113,2815776,0,0.5469999999995707,120,8.70300000000043,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-07/plan.json,c640aec5c9c6d62fbea808e5da8cd892cdc03bc88f670762133663f11645c95c,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-07-explore
044-M2,8,8,explore,ok,73298,69113,2878112,62336,0.5470000000004802,120,10.390000000000327,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-09/plan.json,39f0b5217d1751e2d1bd1d6a793441ade41d6e5ec33616658a3bd8b15c644cf7,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-08-explore
044-M2,9,9,explore,ok,110462,69113,5266880,2451104,0.5470000000004802,120,11.217999999999847,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-10/plan.json,46025ccfbc223f7844d7815ece96caf9686779c855e3e9d6fab91f8672c0cec2,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-09-explore
044-M2,10,10,explore,ok,162401,69113,5613152,2797376,0.5159999999996217,120,12.015000000000327,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-11/plan.json,9cb3a62de8fdbb1c0bfb12348a201da04a02d19d82a397e760cfdaa03baeb454,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-10-explore
044-M2,11,11,explore,ok,69334,69113,2815776,0,0.6559999999999491,120,12.967999999999847,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-12/plan.json,841cc930569c4b5a761aab66ed49d846cf0c32641566174673438e1f5fcf4b6c,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-11-explore
044-M2,12,12,explore,ok,71647,69113,2950816,135040,0.7029999999995198,120,14.671000000000276,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-14/plan.json,51e61b9c3aae56846f75da97065f5b18397eb64f67d1d56810ef78d994523a99,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-12-explore
044-M2,13,13,explore,ok,111935,69113,5285856,2470080,0.5309999999999491,120,15.561999999999898,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-15/plan.json,0ad22eaf95a853cbc5aeac4630b30f9ca009d80b553074d6b046a977db47c6f1,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-13-explore
044-M2,14,14,explore,ok,162445,69113,5613152,2797376,0.75,120,16.70300000000043,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-16/plan.json,2902cfe4fae0fb828d04f38173c36638b895d9f1af8553c74001082053e8a9be,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-14-explore
044-M2,15,15,explore,ok,69617,69113,2815776,0,0.8440000000000509,120,18.03099999999995,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-17/plan.json,796f3d489db4f3a8dd3cea05bd352317a5273c67512d8e0b3572dae04c3e099c,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-15-explore
044-M2,16,16,explore,ok,72103,69113,2950816,135040,0.8280000000004293,120,19.625,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-19/plan.json,280aaea2eeeddf333b15e55babb7852018d729b9ea6e804ddcedb44e3a975184,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-16-explore
044-M2,17,17,explore,ok,111274,69113,5290816,2475040,0.5469999999995707,120,20.515000000000327,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-20/plan.json,991b038caa3c0df2f4169c657943d9e5ec33e6ea94c0be67982da9e09eca3c22,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-17-explore
044-M2,18,18,explore,ok,162431,69113,5613152,2797376,0.4849999999996726,120,21.296000000000276,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-21/plan.json,c23a206120684a43c4a237885c8628bc47bfa80f024fa209abc74a1a851395ce,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-18-explore
044-M2,19,19,explore,ok,70023,69113,2815776,0,1.0789999999997235,120,22.890000000000327,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-22/plan.json,1c9e987f31438503cebad717a471b3749590446c0d2b2ee29af0560730156773,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-19-explore
044-M2,20,20,explore,ok,73043,69113,3098272,282496,0.5309999999999491,120,24.046000000000276,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-24/plan.json,1bb4ba96fdc7ff49781843d4ee6a0625262a7c5ded9023cbd5fad5df0ea3d085,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-20-explore
044-M2,21,21,explore,ok,111621,69113,5378144,2562368,0.5469999999995707,120,24.890000000000327,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-25/plan.json,da2b52de679fef3f97d0474074506e01df864e980fd09fa066c0f3507f4020a9,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-21-explore
044-M2,22,22,explore,ok,172452,69113,5961984,3146208,1.030999999999949,120,26.23400000000038,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-26/plan.json,74ec011b5282ddd782486fbbe523f9afe1d5856f7892a64385646f72ee9d119f,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-22-explore
044-M2,23,23,explore,ok,81934,69113,3459360,643584,1.0630000000001019,120,27.85900000000038,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-27/plan.json,5d9656c862060e125b5b5adb7e39170120711c598af296a5d87d338715f81c2a,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-23-explore
044-M2,24,24,explore,ok,91887,69113,3639328,823552,1.375,120,30.32800000000043,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-29/plan.json,33520da8dd68ebed85e728a839073724caca13f5e7c5dc163cbe5028748c9a0a,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-24-explore
044-M2,25,25,explore,ok,123083,69113,6128992,3313216,0.6399999999994179,120,31.48400000000038,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-30/plan.json,49bb97b2ef55c22465df659e8864c842a138133ec00f3de766c4643e531f1076,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-25-explore
044-M2,32,26,final,ok,69113,69113,2815776,0,0.5619999999998981,105,32.07800000000043,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/proposal-02/plan.json,7b8c62ba5117c977dd80cf84f41613b305d9012776a86745bb380fcbefa05a10,results/a/q2-yuanzhifang/stage-b-20260924-042906/044-M2/eval-26-final
