case,cores,upper,lower,certified,domain,gap,applicability
075,2,587399,553872,1,global,0.06053203628275128,at most one eligible producer per original tensor
075,3,444511,369286,1,global,0.20370390429098317,at most one eligible producer per original tensor
075,4,383596,279170,1,global,0.3740588172081527,at most one eligible producer per original tensor
075,5,343930,225745,1,global,0.5235331901038782,at most one eligible producer per original tensor
076,1,6090538,6061746,1,global,0.004749786612636031,at most one eligible producer per original tensor
076,2,3046487,3030924,1,global,0.005134737789532107,at most one eligible producer per original tensor
076,3,2040164,2020650,1,global,0.009657288496276006,at most one eligible producer per original tensor
076,4,1525945,1515513,1,global,0.006883477739880739,at most one eligible producer per original tensor
076,5,1223373,1212431,1,global,0.009024843475628819,at most one eligible producer per original tensor
077,1,427102,415473,1,global,0.027989785136459,at most one eligible producer per original tensor
077,2,225243,207770,1,global,0.08409780045242332,at most one eligible producer per original tensor
077,3,167154,138536,1,global,0.2065744643991454,at most one eligible producer per original tensor
077,4,122380,103919,1,global,0.17764797582732705,at most one eligible producer per original tensor
077,5,113920,83149,1,global,0.37007059615870297,at most one eligible producer per original tensor
078,1,2061245,2038704,1,global,0.01105653395490469,at most one eligible producer per original tensor
078,2,1020602,1019760,1,global,0.0008256844747784875,at most one eligible producer per original tensor
078,3,710847,680112,1,global,0.04519108617404188,at most one eligible producer per original tensor
078,4,516480,510288,1,global,0.012134324146364506,at most one eligible producer per original tensor
078,5,477473,408394,1,global,0.16914793067478961,at most one eligible producer per original tensor
079,1,31304177,29424792,1,global,0.06387079983437105,at most one eligible producer per original tensor
079,2,15593578,14712600,1,global,0.05987915120373022,at most one eligible producer per original tensor
079,3,10356963,9808536,1,global,0.055913237204818333,at most one eligible producer per original tensor
079,4,7738844,7356504,1,global,0.05197305676718189,at most one eligible producer per original tensor
079,5,6212296,5885496,1,global,0.055526331170728804,at most one eligible producer per original tensor
080,1,295392,289196,1,global,0.021424915973941472,at most one eligible producer per original tensor
080,2,146585,144674,1,global,0.013209007838312248,at most one eligible producer per original tensor
080,3,99193,96500,1,global,0.02790673575129543,at most one eligible producer per original tensor
080,4,112232,72520,1,global,0.5476006618863762,at most one eligible producer per original tensor
080,5,110852,58016,1,global,0.9107142857142858,at most one eligible producer per original tensor
081,1,151795,151725,1,global,0.00046136101499416604,at most one eligible producer per original tensor
081,2,77562,75863,1,global,0.02239563423539792,at most one eligible producer per original tensor
081,3,56714,50575,1,global,0.1213840830449826,at most one eligible producer per original tensor
081,4,47085,37932,1,global,0.24130022144890861,at most one eligible producer per original tensor
081,5,40036,30345,1,global,0.31936068545065077,at most one eligible producer per original tensor
082,1,586186,568048,1,global,0.03193040024786642,at most one eligible producer per original tensor
082,2,299647,284080,1,global,0.05479794424105888,at most one eligible producer per original tensor
082,3,209077,189805,1,global,0.10153578672848451,at most one eligible producer per original tensor
082,4,176595,142758,1,global,0.23702349430504777,at most one eligible producer per original tensor
082,5,162408,114530,1,global,0.41803894176198386,at most one eligible producer per original tensor
083,1,835336,810976,1,global,0.030037880282523854,at most one eligible producer per original tensor
083,2,419057,405558,1,global,0.033285004857505074,at most one eligible producer per original tensor
083,3,286046,270419,1,global,0.057788099209005184,at most one eligible producer per original tensor
083,4,210367,202849,1,global,0.03706205108233207,at most one eligible producer per original tensor
083,5,184594,162308,1,global,0.13730684870739585,at most one eligible producer per original tensor
084,1,1266708,1266552,1,global,0.00012316904477671642,at most one eligible producer per original tensor
084,2,634124,633276,1,global,0.001339068589367054,at most one eligible producer per original tensor
084,3,422652,422184,1,global,0.0011085214029902257,at most one eligible producer per original tensor
084,4,317988,316932,1,global,0.0033319450229070124,at most one eligible producer per original tensor
084,5,254640,253428,1,global,0.00478242341019941,at most one eligible producer per original tensor
085,1,2612553,2565328,1,global,0.018408951993663214,at most one eligible producer per original tensor
085,2,1321266,1282720,1,global,0.030050205812648167,at most one eligible producer per original tensor
085,3,926015,855184,1,global,0.08282545042938128,at most one eligible producer per original tensor
085,4,724833,641416,1,global,0.1300513239457699,at most one eligible producer per original tensor
085,5,663286,513353,1,global,0.29206608318252747,at most one eligible producer per original tensor
086,1,90912,79218,1,global,0.14761796561387563,at most one eligible producer per original tensor
086,2,54402,39668,1,global,0.37143289301199967,at most one eligible producer per original tensor
086,3,43067,26516,1,global,0.6241891688037411,at most one eligible producer per original tensor
086,4,45190,19940,1,global,1.2662988966900701,at most one eligible producer per original tensor
086,5,41466,16152,1,global,1.5672362555720656,at most one eligible producer per original tensor
087,1,3680317,3593403,1,global,0.024187100639700088,at most one eligible producer per original tensor
087,2,1857937,1796763,1,global,0.03404678302035391,at most one eligible producer per original tensor
087,3,1285627,1197883,1,global,0.07324922383905608,at most one eligible producer per original tensor
087,4,1014377,898443,1,global,0.12903879266686924,at most one eligible producer per original tensor
087,5,868451,718779,1,global,0.2082309026835787,at most one eligible producer per original tensor
088,1,182359,173641,1,global,0.05020703635662094,at most one eligible producer per original tensor
088,2,106593,86837,1,global,0.22750670797010497,at most one eligible producer per original tensor
088,3,85510,57903,1,global,0.47678013229020944,at most one eligible producer per original tensor
088,4,92115,43437,1,global,1.1206575039712687,at most one eligible producer per original tensor
088,5,93547,34759,1,global,1.691302971892172,at most one eligible producer per original tensor
089,1,589412,589272,1,global,0.0002375812867403404,at most one eligible producer per original tensor
089,2,294992,294712,1,global,0.0009500800781780949,at most one eligible producer per original tensor
089,3,206626,196526,1,global,0.051392691043424366,at most one eligible producer per original tensor
089,4,147992,147432,1,global,0.003798361278419815,at most one eligible producer per original tensor
089,5,119306,117976,1,global,0.011273479351732618,at most one eligible producer per original tensor
090,1,840883,840768,1,global,0.0001367797061733178,at most one eligible producer per original tensor
090,2,431111,420504,1,global,0.025224492513745478,at most one eligible producer per original tensor
090,3,330540,280416,1,global,0.17874871619308452,at most one eligible producer per original tensor
090,4,290754,210372,1,global,0.3820945753237124,at most one eligible producer per original tensor
090,5,260978,168346,1,global,0.5502477041331544,at most one eligible producer per original tensor
091,1,9013014,8981613,1,global,0.0034961426193713674,at most one eligible producer per original tensor
091,2,4508443,4490933,1,global,0.0038989670965920986,at most one eligible producer per original tensor
091,3,3051545,2994040,1,global,0.019206490227251516,at most one eligible producer per original tensor
091,4,2298823,2245593,1,global,0.023704206416746088,at most one eligible producer per original tensor
091,5,1851628,1796525,1,global,0.03067199176187363,at most one eligible producer per original tensor
092,1,3856866,3714292,1,global,0.03838524273266608,at most one eligible producer per original tensor
092,2,1926496,1857216,1,global,0.037303146214549,at most one eligible producer per original tensor
092,3,1296643,1238191,1,global,0.04720757944452836,at most one eligible producer per original tensor
092,4,970497,928678,1,global,0.045030678017569103,at most one eligible producer per original tensor
092,5,791297,742971,1,global,0.06504426148530706,at most one eligible producer per original tensor
093,1,74205,74100,1,global,0.001417004048583026,at most one eligible producer per original tensor
093,2,37827,37116,1,global,0.019156159068865142,at most one eligible producer per original tensor
093,3,25103,24788,1,global,0.012707761820235586,at most one eligible producer per original tensor
093,4,19743,18624,1,global,0.060083762886598,at most one eligible producer per original tensor
093,5,15630,15008,1,global,0.04144456289978682,at most one eligible producer per original tensor
094,1,71319,70997,1,global,0.004535402904348063,at most one eligible producer per original tensor
094,2,38834,35525,1,global,0.09314567206192814,at most one eligible producer per original tensor
094,3,27853,23701,1,global,0.17518248175182483,at most one eligible producer per original tensor
094,4,24174,17789,1,global,0.35892967564225087,at most one eligible producer per original tensor
094,5,20349,14242,1,global,0.4288021345316668,at most one eligible producer per original tensor
095,1,1070301,1069992,1,global,0.00028878720588565443,at most one eligible producer per original tensor
095,2,535614,534996,1,global,0.0011551488235426177,at most one eligible producer per original tensor
095,3,357591,356664,1,global,0.00259908485297089,at most one eligible producer per original tensor
095,4,269686,267498,1,global,0.008179500407479612,at most one eligible producer per original tensor
095,5,216624,214230,1,global,0.011174905475423547,at most one eligible producer per original tensor
096,1,54837,53130,1,global,0.0321287408243931,at most one eligible producer per original tensor
096,2,28547,26565,1,global,0.07460944852249196,at most one eligible producer per original tensor
096,3,20442,17710,1,global,0.15426312817617172,at most one eligible producer per original tensor
096,4,16513,13283,1,global,0.24316795904539634,at most one eligible producer per original tensor
096,5,16806,10626,1,global,0.5815923207227556,at most one eligible producer per original tensor
097,1,11491509,10303896,1,global,0.11525863615083076,at most one eligible producer per original tensor
097,2,5617602,5152152,1,global,0.09034089056378769,at most one eligible producer per original tensor
097,3,3660459,3436560,1,global,0.06515207067532658,at most one eligible producer per original tensor
097,4,2626908,2576280,1,global,0.019651590665610952,at most one eligible producer per original tensor
097,5,2102348,2061936,1,global,0.019599056420761762,at most one eligible producer per original tensor
098,1,163064,162701,1,global,0.002231086471502941,at most one eligible producer per original tensor
098,2,82752,81351,1,global,0.01722166906368705,at most one eligible producer per original tensor
098,3,57389,54234,1,global,0.05817383928900699,at most one eligible producer per original tensor
098,4,45949,40676,1,global,0.12963418231881207,at most one eligible producer per original tensor
098,5,38611,32541,1,global,0.18653391106603978,at most one eligible producer per original tensor
099,1,1597968,1595554,1,global,0.0015129541212643982,at most one eligible producer per original tensor
099,2,801077,797812,1,global,0.004092442831143073,at most one eligible producer per original tensor
099,3,534590,531898,1,global,0.005061120741194802,at most one eligible producer per original tensor
099,4,402826,398941,1,global,0.009738282101864781,at most one eligible producer per original tensor
099,5,325402,319167,1,global,0.019535227639448927,at most one eligible producer per original tensor
100,1,104261,102007,1,global,0.02209652278765173,at most one eligible producer per original tensor
100,2,56185,51004,1,global,0.1015802682142577,at most one eligible producer per original tensor
100,3,41384,34003,1,global,0.21706908213981113,at most one eligible producer per original tensor
100,4,36342,25502,1,global,0.4250647008077797,at most one eligible producer per original tensor
100,5,39567,20402,1,global,0.9393686893441819,at most one eligible producer per original tensor
