case_id,cores,graph_sha256,compute_ops,critical_path_cycles,max_op_cycles,pipe_work_lower_cycles,M_work_cycles,V_work_cycles,lower_bound_cycles,official_baseline_cycles,speedup_upper,speedup_upper_exact,snapshot_best_cycles,snapshot_best_speedup,single_solver_cycles,single_solver_speedup,relaxed_headroom_speedup,relaxed_mean_contribution_div100,best_algorithm,best_solver_commit,best_record_id,best_result_sha256,single_solver_record_id,baseline_result_sha256
020,1,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,7008,1824,76,532608,0,532608,532608,532746,1.0002591023792358,88791/88768,532746,1.0,532746,1.0,0.0002591023792357606,2.5910237923576065e-06,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,98bd9acb92a103d4f71753baabf32d087d4310a04915fc9dff6e21c46107be1d,094fa9ce99feb9acce3ab2f0ed79588d4cdc4ec16ca96d5ca318197789470b8a,98bd9acb92a103d4f71753baabf32d087d4310a04915fc9dff6e21c46107be1d,2ff3f23b6898de026de8d6d2da382a5d2b19cad415b91d9ed68009d83419e366
020,2,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,7008,1824,76,266304,0,532608,266304,532746,2.0005182047584715,88791/44384,266580,1.9984469952734638,266580,1.9984469952734638,0.0020712094850076457,2.0712094850076457e-05,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,9e3532fb7b7948acff09dbe7559309865ee1585f69eb5601eee59fe8df8618a4,0beb08699436c85c6ee1831a138b5bcac37595f933547f0e4b07a3926ac87be8,9e3532fb7b7948acff09dbe7559309865ee1585f69eb5601eee59fe8df8618a4,2ff3f23b6898de026de8d6d2da382a5d2b19cad415b91d9ed68009d83419e366
020,3,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,7008,1824,76,177536,0,532608,177536,532746,3.000777307137707,266373/88768,184495,2.8875904496056806,184495,2.8875904496056806,0.11318685753202691,0.0011318685753202691,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,f4016d9bbfe936c1093d9b8512a5c8c9e22235ea844d6c1d484a9952646ec694,38076cc96c4df93e36dcec5a28e7a2b88babed67f92df893fd746d204faa3245,f4016d9bbfe936c1093d9b8512a5c8c9e22235ea844d6c1d484a9952646ec694,2ff3f23b6898de026de8d6d2da382a5d2b19cad415b91d9ed68009d83419e366
020,4,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,7008,1824,76,133152,0,532608,133152,532746,4.001036409516943,88791/22192,145520,3.660981308411215,145520,3.660981308411215,0.34005510110572806,0.003400551011057281,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,4cfd9981f4221d72b22ada0730ff51a592ea6782eb3c632de29325b76fb02bc7,bdd46b4c6a1df1f7c2ea4d88c051c97ea5c670ec2fea2dc60e2304f526c2af32,4cfd9981f4221d72b22ada0730ff51a592ea6782eb3c632de29325b76fb02bc7,2ff3f23b6898de026de8d6d2da382a5d2b19cad415b91d9ed68009d83419e366
020,5,932287c2c204e475df824a3914b7b179226625caf37ae288bac90716ffe16ec4,7008,1824,76,106522,0,532608,106522,532746,5.001276731567188,15669/3133,111137,4.793597091877593,111137,4.793597091877593,0.2076796396895955,0.0020767963968959546,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,68a8793f6fd83abc88225bf525b8e36f99b9854c44e843fbbf14d959d98df5f5,6d545f2f0bb92b0ff493a0e0a4533231b41d9fa3209d3162f547b4ae2a6a56a5,68a8793f6fd83abc88225bf525b8e36f99b9854c44e843fbbf14d959d98df5f5,2ff3f23b6898de026de8d6d2da382a5d2b19cad415b91d9ed68009d83419e366
021,1,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,3920,5544,3096,6192000,6192000,783360,6192000,6567937,1.0607133397932818,6567937/6192000,6349969,1.0343258368662902,6349969,1.0343258368662902,0.02638750292699144,0.0002638750292699144,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,0c4545cc918e675fcd866a7b1e09d9f3b81d6fc81fd6228a6e84fcfe2d184e04,4b1d07ba874031ec8e1dc1f961d92375a0b172d2f82f136d16b11eaf67175cb6,0c4545cc918e675fcd866a7b1e09d9f3b81d6fc81fd6228a6e84fcfe2d184e04,5526e3c9a3bdc49c23af912b88a8c34bc6f4661abefb581a405bd6cd3a347864
021,2,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,3920,5544,3096,3096000,6192000,783360,3096000,6567937,2.1214266795865635,6567937/3096000,3226472,2.035640476656856,3226472,2.035640476656856,0.08578620292970715,0.0008578620292970715,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,44800630bac2bd7772e328eed7aaebf7325692efc5e544d78ff1676a80db4ce8,5c00d65c8db8e780599cab205e44a7e779a556cd3ed80af918cde739124dc2ed,44800630bac2bd7772e328eed7aaebf7325692efc5e544d78ff1676a80db4ce8,5526e3c9a3bdc49c23af912b88a8c34bc6f4661abefb581a405bd6cd3a347864
021,3,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,3920,5544,3096,2064000,6192000,783360,2064000,6567937,3.182140019379845,6567937/2064000,2140863,3.0678922471919035,2140863,3.0678922471919035,0.11424777218794151,0.001142477721879415,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,c32aaa40186c3b6b03cc9597895bccbe3261801cbd154970db1c1d9c79dc0dbe,86815cd8ae1351a835db2b110e3fc6772cca74e0925b19c3212296e60db9a9f4,c32aaa40186c3b6b03cc9597895bccbe3261801cbd154970db1c1d9c79dc0dbe,5526e3c9a3bdc49c23af912b88a8c34bc6f4661abefb581a405bd6cd3a347864
021,4,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,3920,5544,3096,1548000,6192000,783360,1548000,6567937,4.242853359173127,6567937/1548000,1649512,3.981745510187255,1649512,3.981745510187255,0.26110784898587125,0.0026110784898587124,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,38335a83efe8b0101a0959a46720a2ef1305743a22d24f1ec0a5c1e927646b63,824f0442bc630da0326cc1d13ba95d82291c502a08831477de4379a6915cbdae,38335a83efe8b0101a0959a46720a2ef1305743a22d24f1ec0a5c1e927646b63,5526e3c9a3bdc49c23af912b88a8c34bc6f4661abefb581a405bd6cd3a347864
021,5,d1b1b8a543eab9b359421f0d67baaee43f2890b2562bf2bfa1dfeb5fa5f87b37,3920,5544,3096,1238400,6192000,783360,1238400,6567937,5.303566698966408,6567937/1238400,1283399,5.117611124833353,1283399,5.117611124833353,0.18595557413305558,0.001859555741330556,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,6d98979562ca94e228a154889f6376043d8677dfd5f46bcdf2c1a17b31e62443,498ac77946b6fa4130600c3becc2df13047168a0f0948827d175316a21a9e5b8,6d98979562ca94e228a154889f6376043d8677dfd5f46bcdf2c1a17b31e62443,5526e3c9a3bdc49c23af912b88a8c34bc6f4661abefb581a405bd6cd3a347864
022,1,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,1356,1986,268,54087,4484,54087,54087,56780,1.0497901529018063,56780/54087,55989,1.0141277750986801,55989,1.0141277750986801,0.03566237780312625,0.0003566237780312625,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,2807cb7feceac81d5b7af575e8a2db0c7b9b42dc5b063b308b8d8068c21e4a6f,59877d0a01740ee4418903e92c3ff50e3352132328a7cd6a108b3f61a901594b,2807cb7feceac81d5b7af575e8a2db0c7b9b42dc5b063b308b8d8068c21e4a6f,50c8c608fa7475c07b693001653bf6233f1235ffad3eb0f8a2894bf6388cb59a
022,2,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,1356,1986,268,27044,4484,54087,27044,56780,2.09954148794557,14195/6761,28060,2.0235210263720598,28060,2.0235210263720598,0.0760204615735103,0.0007602046157351031,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,7cc8afcebb0ac47e6e57e9ad4518b77507316697a7322bb9bbf3eb3920ab2a45,a798928a6987c74f3e9bb6c59189aa210a097d0455a041810a38c5d0440ac136,7cc8afcebb0ac47e6e57e9ad4518b77507316697a7322bb9bbf3eb3920ab2a45,50c8c608fa7475c07b693001653bf6233f1235ffad3eb0f8a2894bf6388cb59a
022,3,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,1356,1986,268,18029,4484,54087,18029,56780,3.149370458705419,56780/18029,18462,3.0755064456721914,18462,3.0755064456721914,0.07386401303322752,0.0007386401303322752,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,a16a17cfdfbce3e5e188072ab0bb5ef5c45d5c5c3a5b16a3680ede5f624ef9b8,4c210134c3265f060a48e13cea6a82dec817384c7c1d62c7c00585f0069ccaf2,a16a17cfdfbce3e5e188072ab0bb5ef5c45d5c5c3a5b16a3680ede5f624ef9b8,50c8c608fa7475c07b693001653bf6233f1235ffad3eb0f8a2894bf6388cb59a
022,4,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,1356,1986,268,13522,4484,54087,13522,56780,4.19908297589114,28390/6761,14190,4.0014094432699086,14190,4.0014094432699086,0.19767353262123197,0.0019767353262123196,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,e75447d9915e6c92b1f90e194686e833dbf3419ce2ae7eb3eec5001a3249ddce,40c1523a7443d84fc95ff910a1de83ee2bdfcb6b46b74f03db42662bbbf0867a,e75447d9915e6c92b1f90e194686e833dbf3419ce2ae7eb3eec5001a3249ddce,50c8c608fa7475c07b693001653bf6233f1235ffad3eb0f8a2894bf6388cb59a
022,5,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,1356,1986,268,10818,4484,54087,10818,56780,5.24865964133851,28390/5409,11421,4.9715436476665795,11421,4.9715436476665795,0.2771159936719308,0.0027711599367193076,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,61eedbc2212d21b4fd7f34312457fbef6f5ae205c71bccc3cf8a6c80c75207d0,a7e7b028a67ccbd8f60e020cfcbc0e9814b0135ef85e41a7c2409acf1d003ea2,61eedbc2212d21b4fd7f34312457fbef6f5ae205c71bccc3cf8a6c80c75207d0,50c8c608fa7475c07b693001653bf6233f1235ffad3eb0f8a2894bf6388cb59a
023,1,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,1011,4218,1548,69558,63384,69558,69558,122614,1.762759136260387,61307/34779,87889,1.395100638305135,87889,1.395100638305135,0.36765849795525213,0.0036765849795525212,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,bcd215b604f807af34e97783f287a4e93e4e504864fa4da4ca77a021352bcf64,d92822d0005d92f95380a1f993b9d16673f8b3d857e17d70063f9e0d19bbbd6f,bcd215b604f807af34e97783f287a4e93e4e504864fa4da4ca77a021352bcf64,6a526a1b43f4b420491f10c853b7512d2f326c04f598728fc55b40c3c39631de
023,2,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,1011,4218,1548,34779,63384,69558,34779,122614,3.525518272520774,122614/34779,46119,2.6586439428435136,46119,2.6586439428435136,0.8668743296772605,0.008668743296772604,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,a43e438df5e3ffea3e963abd413466bda9db5dcaeb6e7c0bc0bbf7b0e2d09f61,f6b3c3c76028834bf1bde6db13cc9aabffdeb6ab7841af12f5d5445424eaa885,a43e438df5e3ffea3e963abd413466bda9db5dcaeb6e7c0bc0bbf7b0e2d09f61,6a526a1b43f4b420491f10c853b7512d2f326c04f598728fc55b40c3c39631de
023,3,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,1011,4218,1548,23186,63384,69558,23186,122614,5.288277408781161,61307/11593,31295,3.9180060712573894,31295,3.9180060712573894,1.3702713375237716,0.013702713375237718,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,2671071067a6537a9a7cbcee64763af3eb07127996af7caddc799695b924a687,186467be6cf250f98cd3a2d170e51cf8d2ad15e0813eda2bba8e801345445ad6,2671071067a6537a9a7cbcee64763af3eb07127996af7caddc799695b924a687,6a526a1b43f4b420491f10c853b7512d2f326c04f598728fc55b40c3c39631de
023,4,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,1011,4218,1548,17390,63384,69558,17390,122614,7.05083381253594,61307/8695,21931,5.590898727828188,21931,5.590898727828188,1.4599350847077517,0.014599350847077518,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,d3aafdf945b3a03219454dde63fbe2993810e436091a6d5ef8c26cad93062a50,cd6e32a4ba6f601302f30a8e52eb8632058db72660c7b0a5817c51b4bf1aba11,d3aafdf945b3a03219454dde63fbe2993810e436091a6d5ef8c26cad93062a50,6a526a1b43f4b420491f10c853b7512d2f326c04f598728fc55b40c3c39631de
023,5,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,1011,4218,1548,13912,63384,69558,13912,122614,8.813542265669925,61307/6956,19332,6.3425408648872335,19332,6.3425408648872335,2.4710014007826917,0.024710014007826915,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,d410c301163bd8a5fa545b0b4f7f689c8e0c5ff064c0b7d68720689dd69122fb,adb7d07223c0de858e43e3d7944aebb09543b180a339feea3ad111a55360d950,d410c301163bd8a5fa545b0b4f7f689c8e0c5ff064c0b7d68720689dd69122fb,6a526a1b43f4b420491f10c853b7512d2f326c04f598728fc55b40c3c39631de
024,1,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,5959,216948,524,2554795,0,2554795,2554795,2555343,1.000214498619263,2555343/2554795,2555343,1.0,2555343,1.0,0.0002144986192629937,2.1449861926299372e-06,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,88096fb2e00067e2765965c95af47bed3772e6c7888f4849a378f3712727b9e2,ead5f95ff53725c14644f3fa98fc5c4dff246bd5a5bb23d244b5286531156feb,88096fb2e00067e2765965c95af47bed3772e6c7888f4849a378f3712727b9e2,0b8f7446004cce0a19cb2356e5d138e09d498a3464446051414dee3196e60af8
024,2,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,5959,216948,524,1277398,0,2554795,1277398,2555343,2.0004282142292378,2555343/1277398,2555343,1.0,2555343,1.0,1.0004282142292378,0.010004282142292379,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,6298ddc8bf6bccf60f7c07f35cd0d4f2dddfccbad81d916ddc8b44c532cfe374,c9eb5ee5bb596e870df4b623046d15ccf2e49a254caacd9fed5b51bd54882261,6298ddc8bf6bccf60f7c07f35cd0d4f2dddfccbad81d916ddc8b44c532cfe374,0b8f7446004cce0a19cb2356e5d138e09d498a3464446051414dee3196e60af8
024,3,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,5959,216948,524,851599,0,2554795,851599,2555343,3.0006411468308443,365049/121657,2555343,1.0,2555343,1.0,2.0006411468308443,0.020006411468308442,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,6370208d2d6920b24b87dc2f90a9996391c48ca269a68e133c917925479dd517,196031e50e7f073e32997fae4fbb8e05e99d3d60a9896c7e1429f9277de09664,6370208d2d6920b24b87dc2f90a9996391c48ca269a68e133c917925479dd517,0b8f7446004cce0a19cb2356e5d138e09d498a3464446051414dee3196e60af8
024,4,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,5959,216948,524,638699,0,2554795,638699,2555343,4.0008564284584756,2555343/638699,746444,3.4233552684461257,2555343,1.0,0.5775011600123499,0.005775011600123499,q3-stage-direct,b525f9116fa8ce203b5aee3b4206f69768445b36,f2d37872f11b0d1103048f2edc156ebdfe3eac69123d89d6876038d04e608e8d,2836ba85ca9ed9f62d835e149e7182ed659cbb3abf4184256f8f7bdb005930ac,d87db710677371995b5a1ea0db0dfe9ad84b60d1f177b2764e1a5b488150c6ff,0b8f7446004cce0a19cb2356e5d138e09d498a3464446051414dee3196e60af8
024,5,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,5959,216948,524,510959,0,2554795,510959,2555343,5.001072493096315,2555343/510959,2555343,1.0,2555343,1.0,4.001072493096315,0.04001072493096315,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,087a9a2d003369b2778d7c344cf4ec475694127190fbce952c5cfd9c92985631,9fe1bd360405711e277ab006d0cd0491cc435aec2ce73e1a30ef25b247deb863,087a9a2d003369b2778d7c344cf4ec475694127190fbce952c5cfd9c92985631,0b8f7446004cce0a19cb2356e5d138e09d498a3464446051414dee3196e60af8
025,1,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,18662,1632,588,4702824,4702824,1215696,4702824,4863026,1.0340650638850188,347359/335916,4703066,1.034011855245068,4703066,1.034011855245068,5.320863995108182e-05,5.320863995108182e-07,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,f50222f18caaf03f24971d2dcef494648920ec2c6ede6adc44b8e9a33e6cc9ad,720beb692f4474f2315d83d88cb5707abf90c946ef5444422d1a0f0842826945,f50222f18caaf03f24971d2dcef494648920ec2c6ede6adc44b8e9a33e6cc9ad,962955c8c2f962f7a6188be15c65ab3fec5f34ac6e307612aa2500a048ff87b6
025,2,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,18662,1632,588,2351412,4702824,1215696,2351412,4863026,2.0681301277700377,347359/167958,2351860,2.0677361747723078,2351860,2.0677361747723078,0.00039395299772987207,3.9395299772987205e-06,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,61e8d5c694913bd5ce3eabc357e71120b59a10be5390ded79975bbde39227b2b,8be65a54d0011d4eae26b4c6f055a75bde6b23249695e691cdfc7f35df132f99,61e8d5c694913bd5ce3eabc357e71120b59a10be5390ded79975bbde39227b2b,962955c8c2f962f7a6188be15c65ab3fec5f34ac6e307612aa2500a048ff87b6
025,3,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,18662,1632,588,1567608,4702824,1215696,1567608,4863026,3.1021951916550567,347359/111972,1568824,3.099790671228895,1568824,3.099790671228895,0.002404520426161602,2.4045204261616018e-05,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,7973db3345dff8dbde3378f048d40dbb5ee3575866324ba003c6e017b2c6e8b6,fddbf8bb9995cab9f2587ed87e7dc6a641f0bee8482a25242a75a99fef869d9d,7973db3345dff8dbde3378f048d40dbb5ee3575866324ba003c6e017b2c6e8b6,962955c8c2f962f7a6188be15c65ab3fec5f34ac6e307612aa2500a048ff87b6
025,4,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,18662,1632,588,1175706,4702824,1215696,1175706,4863026,4.136260255540075,347359/83979,1177396,4.130323187780492,1177396,4.130323187780492,0.00593706775958363,5.93706775958363e-05,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,421bab5af54c63ea3d1bba0eac38ed42d90f5c9e0fd50d93f5ab0ea07272f812,676d60b7cab2f7a69adbe15b6319f65a39e64d4dc35821100ff9392d9a9fe3b7,421bab5af54c63ea3d1bba0eac38ed42d90f5c9e0fd50d93f5ab0ea07272f812,962955c8c2f962f7a6188be15c65ab3fec5f34ac6e307612aa2500a048ff87b6
025,5,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,18662,1632,588,940565,4702824,1215696,940565,4863026,5.170324220016692,4863026/940565,942938,5.157312569861433,942938,5.157312569861433,0.013011650155259,0.00013011650155258999,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,af7fb9484d3513337775c5d18eecbbaa1b803a02268dfe485db2d52b81d74798,a56c7d993b376b54d841bc8653c2d65c86ece68743c11c9dbea57cd094bc390c,af7fb9484d3513337775c5d18eecbbaa1b803a02268dfe485db2d52b81d74798,962955c8c2f962f7a6188be15c65ab3fec5f34ac6e307612aa2500a048ff87b6
026,1,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,636,4319,1548,70768,40992,70768,70768,99203,1.4018059009721908,99203/70768,94785,1.0466107506461992,94785,1.0466107506461992,0.3551951503259915,0.0035519515032599153,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,697d8b70c4f8eed06ac3a920ad191cc92fd7b01def3aca6f53d6f5752fc3e2c2,761ab2218ae3ebdaeaf01a7bb69726839d290839d42f652f725c568ad65f59cf,697d8b70c4f8eed06ac3a920ad191cc92fd7b01def3aca6f53d6f5752fc3e2c2,035e9307f0658371b62cb554c56d09d9a5231345042f76816cfda13b7803df08
026,2,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,636,4319,1548,35384,40992,70768,35384,99203,2.8036118019443816,99203/35384,51230,1.936423970329885,51230,1.936423970329885,0.8671878316144969,0.008671878316144969,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,66a40e5e67bee3f9e1bd54e982f21c4aa0bcdecec3c133279f4b0d310b97f0bf,290090b7e5916b5724c8aaf112b37d6573ac5724a36ea82ca61ff59afc07c5ee,66a40e5e67bee3f9e1bd54e982f21c4aa0bcdecec3c133279f4b0d310b97f0bf,035e9307f0658371b62cb554c56d09d9a5231345042f76816cfda13b7803df08
026,3,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,636,4319,1548,23590,40992,70768,23590,99203,4.205298855447223,99203/23590,42004,2.361751261784592,42004,2.361751261784592,1.8435475936626315,0.018435475936626314,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,0291ac72de21bcb0464849b9bb7be5ce7cd4cda63bc22df81bb7731be1c6b6f7,585e55c5f4bbeb83da9327cecf97c12cedc1482157d572ba457fd1969a9dba5a,0291ac72de21bcb0464849b9bb7be5ce7cd4cda63bc22df81bb7731be1c6b6f7,035e9307f0658371b62cb554c56d09d9a5231345042f76816cfda13b7803df08
026,4,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,636,4319,1548,17692,40992,70768,17692,99203,5.607223603888763,99203/17692,44001,2.2545623963091748,44001,2.2545623963091748,3.3526612075795885,0.03352661207579589,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,42c833acb603f895b30b71ba6a8830b62296adc70fe3b0c41ed76c4cb42ff55f,779fef4106beea7f44d453c54bc2b0e1383450ee98d4e563862368f2fc9228b5,42c833acb603f895b30b71ba6a8830b62296adc70fe3b0c41ed76c4cb42ff55f,035e9307f0658371b62cb554c56d09d9a5231345042f76816cfda13b7803df08
026,5,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,636,4319,1548,14154,40992,70768,14154,99203,7.008831425745372,99203/14154,45673,2.1720272370985048,45673,2.1720272370985048,4.836804188646868,0.04836804188646868,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,77e1a7f2b8749e3b65df43af3cf2d360b46eb4ef4b2a35de53cf7cc40191e474,49b31f0868a7d6e61b94bde02a45f03d9f6744e1841f756714629c68e7eb0087,77e1a7f2b8749e3b65df43af3cf2d360b46eb4ef4b2a35de53cf7cc40191e474,035e9307f0658371b62cb554c56d09d9a5231345042f76816cfda13b7803df08
027,1,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,1424,21048,3096,2229120,2229120,287232,2229120,2363952,1.0604866494401377,49249/46440,2356733,1.003063138675446,2356733,1.003063138675446,0.05742351076469176,0.0005742351076469176,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,0d32f8c95c5668724155a7bff07fc9a935f3336dae8ab63c6d5f210aa058b042,d308f4b95d5b5d7bc99b2b339c762b3411c1e9d12757fc23f686b58d07feec76,0d32f8c95c5668724155a7bff07fc9a935f3336dae8ab63c6d5f210aa058b042,f40049272ec2bbb619f546977b13204b16db6d50a46f0eff11977681edaea59c
027,2,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,1424,21048,3096,1114560,2229120,287232,1114560,2363952,2.1209732988802754,49249/23220,1136030,2.0808887089249404,1136030,2.0808887089249404,0.04008458995533526,0.00040084589955335264,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,61c7bde026f4bbb4c06b2797e0bbbe24b7161b69d0424feba0c9816bc5fef84c,948dd2d1d66297072b393f5e9ced1cac868e04f23d0868f7514ae168ff4f3549,61c7bde026f4bbb4c06b2797e0bbbe24b7161b69d0424feba0c9816bc5fef84c,f40049272ec2bbb619f546977b13204b16db6d50a46f0eff11977681edaea59c
027,3,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,1424,21048,3096,743040,2229120,287232,743040,2363952,3.1814599483204136,49249/15480,837049,2.8241500796249683,837049,2.8241500796249683,0.35730986869544523,0.0035730986869544523,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,ee11c9b69a68a62d762fdc03616ac9d750515640c76fbdffec8bf10e5008d8f1,11e4ace4e20f1d905017cc30e684832033eaba7a170492c9d944f1130b691c25,ee11c9b69a68a62d762fdc03616ac9d750515640c76fbdffec8bf10e5008d8f1,f40049272ec2bbb619f546977b13204b16db6d50a46f0eff11977681edaea59c
027,4,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,1424,21048,3096,557280,2229120,287232,557280,2363952,4.241946597760551,49249/11610,559196,4.227412213249022,559196,4.227412213249022,0.01453438451152944,0.0001453438451152944,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,7dd7f1b2f22c83e5547b5586712b844117f9ac10e118cfccf5461fb9d58c9fb9,f8cdbdcd7aa8e1b12b23171bb68f29620d90124c9058bf84270c8f329dbb9cca,7dd7f1b2f22c83e5547b5586712b844117f9ac10e118cfccf5461fb9d58c9fb9,f40049272ec2bbb619f546977b13204b16db6d50a46f0eff11977681edaea59c
027,5,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,1424,21048,3096,445824,2229120,287232,445824,2363952,5.302433247200689,49249/9288,558753,4.230763861670542,558753,4.230763861670542,1.0716693855301478,0.010716693855301477,q3-structure-selected-online,a4e7ee13310d693ec4fb5cc236669ceb3b172d1f,881905c90bbede7ae454b6b6f83c14c9642d6536eb7ca609ec13667f24256726,4ad2d22da757b614f9ff9b8712eb96f5a8c96cc73d0651656ce99a9025bd27b5,881905c90bbede7ae454b6b6f83c14c9642d6536eb7ca609ec13667f24256726,f40049272ec2bbb619f546977b13204b16db6d50a46f0eff11977681edaea59c
