case_id,cores,graph_sha256,config_sha256,B,U,L_safe_compute_window,L_safe_global,L_safe_separator,L_safe_compute_base,L_safe_compute_min_window,L_conditional_archived,A_cell,C_cell_safe,C_cell_safe_global,C_cell_conditional,safe_global_max_makespan_reduction,safe_global_max_relative_speed_gain,safe_max_makespan_reduction,safe_max_relative_speed_gain,conditional_max_makespan_reduction,conditional_max_relative_speed_gain,compute_window_dominant,conditional_dominant,extra_ddr_bytes,spill_bytes,selected,solver_wall_seconds,external_E0_wall_seconds,official_curve_point,L_conditional_combined,C_cell_conditional_combined,old_integer_scalar_certified_by_domination,safe_global_dominant,safe_global_max_makespan_cycles_reduction,mean_speedup_gap_contribution_cap
022,3,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,56780,19197,18029,18029,18029,18029,18029,18048,2.9577538157003698,3.149370458705419,3.149370458705419,3.1460549645390072,0.06084284002708762,0.06478451383881523,0.06084284002708762,0.06478451383881523,0.05985310204719485,0.06366356382978733,PIPE_V,PIPE_V_rmin_work_qmin,13824,0,bounded,0.5388490000041202,0.2809557919972576,2.9577538157003698,18048,3.1460549645390072,False,PIPE_V,1168,0.0019161664300504943
022,4,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,56780,14654,13522,13522,13522,13522,13522,13541,3.874709976798144,4.19908297589114,4.19908297589114,4.19319104940551,0.0772485328238024,0.08371542671202481,0.0772485328238024,0.08371542671202481,0.075951958509622,0.08219481574477516,PIPE_V,PIPE_V_rmin_work_qmin,13824,0,bounded,0.5374426250054967,0.2759115409862716,3.874709976798144,13541,4.19319104940551,False,PIPE_V,1132,0.003243729990929962
022,5,b93af0605cda612b707a91a1e9fc76348b527284a03e779b65cbe55813e331e7,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,56780,11828,10818,10818,10818,10818,10818,10837,4.800473452823808,5.24865964133851,5.24865964133851,5.239457414413583,0.08539059857964149,0.09336291366241456,0.08539059857964149,0.09336291366241456,0.08378424078457891,0.09144597213250893,PIPE_V,PIPE_V_rmin_work_qmin,20736,0,bounded,0.5345939169928897,0.2786865840025712,4.800473452823808,10837,5.239457414413583,False,PIPE_V,1010,0.004481861885147023
023,1,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,122614,122614,69558,69558,69558,69558,69558,69594,1.0,1.762759136260387,1.762759136260387,1.7618472856855476,0.43270752116397804,0.7627591362603869,0.43270752116397804,0.7627591362603869,0.4324139168447323,0.7618472856855476,PIPE_V,PIPE_V_rmin_work_qmin,0,0,bounded,0.15448749999632128,0.28129920799983665,1.0,69594,1.7618472856855476,False,PIPE_V,53056,0.007627591362603869
023,2,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,122614,61829,34779,34779,34779,34779,34779,34815,1.983114719629947,3.525518272520774,3.525518272520774,3.521872755995979,0.43749696744246225,0.7777681934500704,0.43749696744246225,0.7777681934500704,0.43691471639521906,0.7759299152664081,PIPE_V,PIPE_V_rmin_work_qmin,74016,0,bounded,0.4115336659888271,0.28295562497805804,1.983114719629947,34815,3.521872755995979,False,PIPE_V,27050,0.015424035528908269
023,3,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,122614,41488,23186,23186,23186,23186,23186,23222,2.955408792903972,5.288277408781161,5.288277408781161,5.280079235207992,0.44113960663324336,0.789355645648236,0.44113960663324336,0.789355645648236,0.4402718858465098,0.7865816897769358,PIPE_V,PIPE_V_rmin_work_qmin,196896,0,bounded,0.4154484169848729,0.27723075001267716,2.955408792903972,23222,5.280079235207992,False,PIPE_V,18302,0.023328686158771886
023,4,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,122614,31518,17390,17390,17390,17390,17390,17426,3.890284916555619,7.05083381253594,7.05083381253594,7.036267646046138,0.44825179262643566,0.8124209315698678,0.44825179262643566,0.8124209315698678,0.4471095881718383,0.8086766900034432,PIPE_V,PIPE_V_rmin_work_qmin,281280,0,bounded,0.5339693750138395,0.28385445798630826,3.890284916555619,17426,7.036267646046138,False,PIPE_V,14128,0.03160548895980321
023,5,73e1a5d3abe5f7b36fb7a386d586e8ed492f7fae5e7a736c475b629ab6e12739,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,122614,24940,13912,13912,13912,13912,13912,13948,4.91635926222935,8.813542265669925,8.813542265669925,8.790794379122454,0.44218123496391337,0.7926969522714205,0.44218123496391337,0.7926969522714205,0.440737770649559,0.788069974189848,PIPE_V,PIPE_V_rmin_work_qmin,280992,0,bounded,0.5332624999864493,0.2834844580211211,4.91635926222935,13948,8.790794379122454,False,PIPE_V,11028,0.03897183003440575
024,1,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2555343,2555343,2554795,2554795,2554795,2554795,2554795,2555343,1.0,1.000214498619263,1.000214498619263,1.0,0.00021445261947217187,0.00021449861926292613,0.00021445261947217187,0.00021449861926292613,0.0,0.0,PIPE_V,PIPE_V_rmin_work_qmin,0,0,bounded,0.27716791699640453,3.473471665987745,1.0,2555343,1.0,False,PIPE_V,548,2.1449861926292613e-06
024,2,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2555343,1506718,1277404,1378554,1378554,1277398,1277398,1277946,1.6959663321205427,2.000418818165592,1.853640118559012,1.9995704043832838,0.08506170364991994,0.09296988003371642,0.1521943721386484,0.17951564266277553,0.15183464988139783,0.17901538875664547,PIPE_V,PIPE_V_rmin_work_qmin,39327048,0,fork-frontier,1.8294531250139698,1.1712408750026952,1.6959663321205427,1378554,1.853640118559012,True,separator,128164,0.0015767378643846918
024,3,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2555343,1228774,851612,986507,986507,851599,851599,852147,2.0795874587190157,3.0005953415405138,2.590293834711766,2.998711489918993,0.19716156103563387,0.24558061929616315,0.30694171588917085,0.44288009093342984,0.3065063225621636,0.44197421336928966,PIPE_V,PIPE_V_rmin_work_qmin,39327248,0,fork-frontier,1.8110766659956425,1.434812958992552,2.0795874587190157,986507,2.590293834711766,True,separator,242267,0.005107063759927501
024,4,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2555343,1072818,638715,790484,790484,638699,638699,639247,2.3818979547323034,4.0007562058194965,3.232630894489958,3.997426659804426,0.2631704538887304,0.35716598944444167,0.4046380653568452,0.6796505483666424,0.40414217509400474,0.6782526941855027,PIPE_V,PIPE_V_rmin_work_qmin,39327448,0,fork-frontier,1.829154707986163,1.4318295000120997,2.3818979547323034,790484,3.232630894489958,True,separator,282334,0.008507329397576546
024,5,f974fbf1a23b4a145b5f8c9c691eb1b247f93d8785d98bb46a9cdd8626399aec,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2555343,1067515,510980,672870,672870,510959,510959,511507,2.3937302988716787,5.000866961524913,3.7976771144500425,4.995714623651289,0.3696856718640956,0.5865100242245902,0.5213369367175169,1.0891522173079182,0.5208432668393419,1.0869997869041872,PIPE_V,PIPE_V_rmin_work_qmin,39327648,0,fork-frontier,1.8230752499948721,1.5608930000162218,2.3937302988716787,672870,3.7976771144500425,True,separator,394645,0.014039468155783639
025,1,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,4863026,4869182,4702860,4702860,4702824,4702824,4702860,4703040,0.998735721934403,1.0340571482034338,1.0340571482034338,1.0340175716132545,0.0341580988346708,0.03536613890271023,0.0341580988346708,0.03536613890271023,0.034121131639770264,0.03532651221337679,PIPE_M,PIPE_M_rmin_work_qmin,497664,0,bounded,0.6652454999857582,4.265404416015372,1.0,4703040,1.0340175716132545,False,PIPE_M,166322,0.00035321426269030784
025,2,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,4863026,2436772,2351448,2351448,2351412,2351412,2351448,2351628,1.9956836339222546,2.0680984652860706,2.0680984652860706,2.0679401674074303,0.03501517581456126,0.03628572692230492,0.03501517581456126,0.03628572692230492,0.034941307598741256,0.036206406795632695,PIPE_M,PIPE_M_rmin_work_qmin,525312,0,bounded,11.833901125006378,4.470687958004419,1.9956836339222546,2351628,2.0679401674074303,False,PIPE_M,85324,0.0007241483136381599
025,3,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,4863026,1626688,1567644,1567644,1567608,1567608,1567644,1567824,2.989525957036629,3.1021239516114627,3.1021239516114627,3.101767800467399,0.03629706495652518,0.03766416354733604,0.03629706495652518,0.03766416354733604,0.03618641067002404,0.03754503056465519,PIPE_M,PIPE_M_rmin_work_qmin,552960,0,bounded,11.143208458001027,4.481306040979689,2.989525957036629,1567824,3.101767800467399,False,PIPE_M,59044,0.0011259799457483367
025,4,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,4863026,1221396,1175742,1175742,1175706,1175706,1175742,1175922,3.9815309694808234,4.136133607543152,4.136133607543152,4.1355004838756315,0.037378540620732315,0.03882994738641643,0.037378540620732315,0.03882994738641643,0.03723116826975037,0.03867093225571083,PIPE_M,PIPE_M_rmin_work_qmin,525312,0,bounded,11.150992417009547,4.221888250001939,3.9815309694808234,1175922,4.1355004838756315,False,PIPE_M,45654,0.0015460263806232845
025,5,f27ba0f332109eb62541879ddbc9c9d283531c191afdd7299a365134af3e0deb,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,4863026,975282,940601,940601,940565,940565,940601,940781,4.986276789687495,5.170126334120419,5.170126334120419,5.169137131808572,0.03555997137238254,0.036871106877411464,0.03555997137238254,0.036871106877411464,0.03537540936877748,0.036672721919341456,PIPE_M,PIPE_M_rmin_work_qmin,110592,0,bounded,15.304629374993965,21.44076666701585,4.986276789687495,940781,5.169137131808572,False,PIPE_M,34681,0.00183849544432924
026,1,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,99203,99203,70768,70768,70768,70768,70768,70873,1.0,1.4018059009721908,1.4018059009721908,1.3997290928844552,0.28663447677993614,0.4018059009721908,0.28663447677993614,0.4018059009721908,0.28557604104714573,0.39972909288445524,PIPE_V,PIPE_V_rmin_work_qmin,0,0,bounded,0.15143783399253152,0.1507219159975648,1.0,70873,1.3997290928844552,False,PIPE_V,28435,0.004018059009721908
026,2,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,99203,58112,35384,35384,35384,35384,35384,35489,1.707100082599119,2.8036118019443816,2.8036118019443816,2.7953168587449633,0.3911068281938326,0.6423242143341623,0.3911068281938326,0.6423242143341623,0.38929997246696035,0.6374651300402943,PIPE_V,PIPE_V_rmin_work_qmin,288,0,bounded,0.4103703750006389,0.15477233301498927,1.707100082599119,35489,2.7953168587449633,False,PIPE_V,22728,0.010965117193452627
026,3,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,99203,41655,23590,23590,23590,23590,23590,23695,2.3815388308726444,4.205298855447223,4.205298855447223,4.186663853133573,0.43368143080062416,0.7657905892327257,0.43368143080062416,0.7657905892327257,0.43116072500300084,0.7579658155729057,PIPE_V,PIPE_V_rmin_work_qmin,95664,0,bounded,0.40424929099390283,0.16179779201047495,2.3815388308726444,23695,4.186663853133573,False,PIPE_V,18065,0.018237600245745788
026,4,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,99203,42226,17692,17692,17692,17692,17692,17797,2.3493345332259743,5.607223603888763,5.607223603888763,5.574141709276844,0.581016435371572,1.386728464842867,0.581016435371572,1.386728464842867,0.5785298157533274,1.3726470753497781,PIPE_V,PIPE_V_rmin_work_qmin,170832,0,bounded,0.4267674170259852,0.1566564999811817,2.3493345332259743,17797,5.574141709276844,False,PIPE_V,24534,0.03257889070662789
026,5,0ed6209c59170dc0da94703702b17402cee14c1a61624e666ed8938637b6765b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,99203,44114,14154,14154,14154,14154,14154,14259,2.2487872330779344,7.008831425745372,7.008831425745372,6.957220001402623,0.6791494763567121,2.116716122650841,0.6791494763567121,2.116716122650841,0.6767692795937797,2.0937653411880217,PIPE_V,PIPE_V_rmin_work_qmin,211680,0,bounded,0.42205850000027567,0.15531191599438898,2.2487872330779344,14259,6.957220001402623,False,PIPE_V,29960,0.04760044192667438
027,1,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2363952,2363952,2229528,2229528,2229120,2229120,2229528,2229836,1.0,1.0602925821070648,1.0602925821070648,1.0601461273385129,0.056864098763426685,0.060292582107064785,0.056864098763426685,0.060292582107064785,0.056733808469884295,0.06014612733851288,PIPE_M,PIPE_M_rmin_work_qmin,1400832,1400832,bounded,0.15407150000100955,0.534096084011253,1.0,2229836,1.0601461273385129,False,PIPE_M,134424,0.0006029258210706478
027,2,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2363952,1120962,1114968,1114968,1114560,1114560,1114968,1115276,2.10886006840553,2.1201971715780186,2.1201971715780186,2.119611647699762,0.005347192857563465,0.0053759390404028995,0.005347192857563465,0.0053759390404028995,0.005072428860211087,0.005098289571370707,PIPE_M,PIPE_M_rmin_work_qmin,1744896,638976,bounded,0.2805799579946324,0.4030585830041673,2.10886006840553,1115276,2.119611647699762,False,PIPE_M,5994,0.00011337103172488483
027,3,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2363952,837049,743448,743448,743040,743040,743448,743756,2.8241500796249683,3.179713981340995,3.179713981340995,3.1783972162913643,0.1118226053671888,0.12590120627131962,0.1118226053671888,0.12590120627131962,0.11145464602430677,0.12543495447431674,PIPE_M,PIPE_M_rmin_work_qmin,3686400,0,bounded,0.6732184590073302,0.41315733300871216,2.8241500796249683,743756,3.1783972162913643,False,PIPE_M,93601,0.003555639017160268
027,4,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2363952,559196,557688,557688,557280,557280,557688,557996,4.227412213249022,4.2388432241683525,4.2388432241683525,4.236503487480197,0.0026967288750276985,0.0027040208862303405,0.0026967288750276985,0.0027040208862303405,0.0021459380968390507,0.002150553050559445,PIPE_M,PIPE_M_rmin_work_qmin,3317760,0,bounded,0.28242725000018254,0.4053463749878574,4.227412213249022,557996,4.236503487480197,False,PIPE_M,1508,0.00011431010919330298
027,5,74ff3486f7a3fd5561250ac336ed57e02a998f4f34d3be742e9f3dceb98d402b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2363952,508076,446232,446232,445824,445824,446232,446540,4.652752737779387,5.297585112676813,5.297585112676813,5.293931114793748,0.12172194711027484,0.13859158464655152,0.12172194711027484,0.13859158464655152,0.12111573859028968,0.13780624356160698,PIPE_M,PIPE_M_rmin_work_qmin,6660096,0,fork-frontier,0.8006715829833411,0.4042261669819709,4.652752737779387,446540,5.293931114793748,False,PIPE_M,61844,0.006448323748974261
028,1,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,43836040,43896686,38975424,38975424,38974608,38974608,38975424,38975834,0.9986184378474493,1.1247097658257676,1.1247097658257676,1.1246979346227717,0.11211010325471948,0.12626577199006217,0.11211010325471948,0.12626577199006217,0.11210076314189188,0.12625392441891048,PIPE_M,PIPE_M_rmin_work_qmin,281067912,240246792,bounded,0.6664652499894146,4.934924208006123,1.0,38975834,1.1246979346227717,False,PIPE_M,4921262,0.0012609132797831834
028,2,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,43836040,20304493,19488120,19488120,19487304,19487304,19488120,19488530,2.1589330006910292,2.249372438182852,2.249372438182852,2.249325115850195,0.040206519808202,0.04189080321755001,0.040206519808202,0.04189080321755001,0.04018632723309068,0.041868883902480114,PIPE_M,PIPE_M_rmin_work_qmin,73177728,27764736,fork-frontier,10.158823542005848,5.103595583001152,2.1589330006910292,19488530,2.249325115850195,False,PIPE_M,816373,0.0009043943749182271
028,3,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,43836040,13802319,12992352,12992352,12991536,12991536,12992352,12992762,3.1759909331178333,3.373988020029014,3.373988020029014,3.3738815503585764,0.05868339950699586,0.06234183002430971,0.05868339950699586,0.06234183002430971,0.058653694353825614,0.06230830673262555,PIPE_M,PIPE_M_rmin_work_qmin,74559744,27021312,fork-frontier,10.329472167009953,3.551679540978512,3.1759909331178333,12992762,3.3738815503585764,False,PIPE_M,809967,0.001979970869111809
028,4,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,43836040,10263317,9744468,9744468,9743652,9743652,9744468,9744878,4.271137683850163,4.498556514321767,4.498556514321767,4.498367244823383,0.050553734236212344,0.05324549272469259,0.050553734236212344,0.05324549272469259,0.05051378613756152,0.05320117912199618,PIPE_M,PIPE_M_rmin_work_qmin,78350208,26486784,fork-frontier,9.958376458002022,4.871628541994141,4.271137683850163,9744878,4.498367244823383,False,PIPE_M,518849,0.002274188304716045
028,5,89fe60e6529c5c02cf6ffd700254e003b1f51ceafc252140ef64add47ad2e212,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,43836040,8279736,7795738,7795738,7794922,7794922,7795738,7796148,5.2943765356769825,5.623077635497755,5.623077635497755,5.622781917428966,0.05845572854013703,0.06208494949419796,0.05845572854013703,0.06208494949419796,0.058406210053074115,0.06202909436814186,PIPE_M,PIPE_M_rmin_work_qmin,80845824,26320896,fork-frontier,10.576225082972087,5.348109292011941,5.2943765356769825,7796148,5.622781917428966,False,PIPE_M,483998,0.0032870109982077265
029,1,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,37555,37555,37485,37485,37485,37485,37485,37555,1.0,1.0018674136321195,1.0018674136321195,1.0,0.0018639328984156878,0.0018674136321195078,0.0018639328984156878,0.0018674136321195078,0.0,0.0,PIPE_V,PIPE_V_rmin_work_qmin,0,0,bounded,0.15645879099611193,0.2826571250043344,1.0,37555,1.0,False,PIPE_V,70,1.867413632119508e-05
029,2,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,37555,19740,18743,18743,18743,18743,18743,18813,1.9024822695035462,2.0036813743797683,2.0036813743797683,1.9962260139265402,0.05050658561296861,0.05319319212506013,0.05050658561296861,0.05319319212506013,0.04696048632218841,0.04927443788869401,PIPE_V,PIPE_V_rmin_work_qmin,0,0,bounded,0.5486402499955148,0.2861653750005644,1.9024822695035462,18813,1.9962260139265402,False,PIPE_V,997,0.001011991048762222
029,3,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,37555,12743,12495,12495,12495,12495,12495,12565,2.9471082162756024,3.0056022408963585,3.0056022408963585,2.988857938718663,0.019461665227968328,0.019847939175670293,0.019461665227968328,0.019847939175670293,0.013968453268461078,0.01416633505769993,PIPE_V,PIPE_V_rmin_work_qmin,0,0,bounded,0.41910729100345634,0.2995182919839863,2.9471082162756024,12565,2.988857938718663,False,PIPE_V,248,0.0005849402462075614
029,4,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,37555,11028,9372,9372,9372,9372,9372,9442,3.405422560754443,4.007148954332053,4.007148954332053,3.9774412200804914,0.15016322089227419,0.17669654289372594,0.15016322089227419,0.17669654289372594,0.14381574174827716,0.16797288710019065,PIPE_V,PIPE_V_rmin_work_qmin,0,0,bounded,0.5582894159888383,0.15178045898210257,3.405422560754443,9442,3.9774412200804914,False,PIPE_V,1656,0.0060172639357761026
029,5,997bcbaa3acdff628346af91df1c6ce0127372b10c71890967ec9dd685b7187b,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,37555,9383,7497,7497,7497,7497,7497,7567,4.002451241607162,5.0093370681605975,5.0093370681605975,4.9629972247918595,0.20100181178727483,0.25156729358410024,0.20100181178727483,0.25156729358410024,0.19354151124373864,0.23998942777851195,PIPE_V,PIPE_V_rmin_work_qmin,0,0,bounded,0.5467118329834193,0.1586254579888191,4.002451241607162,7567,4.9629972247918595,False,PIPE_V,1886,0.01006885826553436
030,1,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2808034,2792105,2776798,2776798,2776480,2776480,2776798,2776868,1.0057050146753077,1.011248927721786,1.011248927721786,1.0112234358997259,0.00548224368352912,0.005512464356427715,0.00548224368352912,0.005512464356427715,0.0054571729931359725,0.005487117140605902,PIPE_M,PIPE_M_rmin_work_qmin,7456768,670720,bounded,0.41619954199995846,2.4964515419851523,1.0,2776868,1.0112234358997259,False,PIPE_M,15307,5.543913046478277e-05
030,2,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2808034,1398487,1388558,1388558,1388240,1388240,1388558,1388628,2.007908546879592,2.0222662647149057,2.0222662647149057,2.022164323346497,0.007099815729427639,0.007150583555026069,0.007099815729427639,0.007150583555026069,0.007049761635252949,0.0070998136289921465,PIPE_M,PIPE_M_rmin_work_qmin,9063424,951296,bounded,4.328760083008092,4.1166517910023686,2.007908546879592,1388628,2.022164323346497,False,PIPE_M,9929,0.0001435771783531381
030,3,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2808034,933857,925812,925812,925494,925494,925812,925882,3.0069207598165457,3.0330499064604908,3.0330499064604908,3.032820597009122,0.00861480933376313,0.00868966917689562,0.00861480933376313,0.00868966917689562,0.008539851390523379,0.008613408620104845,PIPE_M,PIPE_M_rmin_work_qmin,9242624,5341184,bounded,4.195380750024924,21.890745375014376,3.0069207598165457,925882,3.032820597009122,False,PIPE_M,8045,0.00026129146643945057
030,4,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2808034,700342,694438,694438,694120,694120,694438,694508,4.009518206818954,4.043606484668178,4.043606484668178,4.043198926434253,0.008430166975563314,0.008501838897065017,0.008430166975563314,0.008501838897065017,0.00833021580884763,0.008400191214499975,PIPE_M,PIPE_M_rmin_work_qmin,10404864,4585472,bounded,4.015818292013137,21.827190541982418,4.009518206818954,694508,4.043198926434253,False,PIPE_M,5904,0.0003408827784922419
030,5,ad80a952c48ff4d7c339349167fa9054e515009787692608863240a3546c0f90,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,2808034,561102,555614,555614,555296,555296,555614,555684,5.004498290863337,5.0539295266138,5.0539295266138,5.053292878686448,0.009780752875591214,0.009877360901633159,0.009780752875591214,0.009877360901633159,0.00965599837462705,0.009750145766298735,PIPE_M,PIPE_M_rmin_work_qmin,11479040,4015104,bounded,3.9747295420092996,21.435456166014774,5.004498290863337,555684,5.053292878686448,False,PIPE_M,5488,0.0004943123575046293
031,1,a8d03d16b7eff2c3c84186b32994279143fd1628937e4e9bdf753f869a333f82,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,1414369,1405775,1334533,1334533,1334492,1334492,1334533,1334552,1.006113353843965,1.0598231740991044,1.0598231740991044,1.0598080854099354,0.05067809571232951,0.053383468224464936,0.05067809571232951,0.053383468224464936,0.05066458003592322,0.05336847121730748,PIPE_M,PIPE_M_rmin_work_qmin,4586496,801792,bounded,0.2717473329976201,1.4200641670031473,1.0,1334552,1.0598080854099354,False,PIPE_M,71242,0.0005370982025513937
031,2,a8d03d16b7eff2c3c84186b32994279143fd1628937e4e9bdf753f869a333f82,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,1414369,737122,667287,667287,667246,667246,667287,667306,1.9187719264924938,2.119581229665796,2.119581229665796,2.119520879476582,0.09474008373105125,0.10465511841231745,0.09474008373105125,0.10465511841231745,0.0947143078079341,0.10462366590439776,PIPE_M,PIPE_M_rmin_work_qmin,5466624,2545152,bounded,2.8053345829830505,3.4685379169823136,1.9187719264924938,667306,2.119520879476582,False,PIPE_M,69835,0.00200809303173302
031,3,a8d03d16b7eff2c3c84186b32994279143fd1628937e4e9bdf753f869a333f82,dcd10de54b23f8366428fb24e828812b1da9549e6eae4a3c3f38604fe5ae77b9,1414369,485202,444872,444872,444831,444831,444872,444891,2.9150106553559136,3.179271790537503,3.179271790537503,3.179136013090847,0.08312002011533337,0.09065528961139391,0.08312002011533337,0.09065528961139391,0.08308086116710156,0.0906087108977256,PIPE_M,PIPE_M_rmin_work_qmin,7348224,3886080,bounded,2.8448162080021575,5.851738791010575,2.9150106553559136,444891,3.179136013090847,False,PIPE_M,40330,0.0026426113518158933
