case_id,variant,status,makespan_cycles,singlecore_cycles,singlecore_speedup,cycles_change_vs_fixed64_percent,solver_wall_seconds,evaluation_wall_seconds,extra_ddr_bytes,scheduled_copy_bytes,spill_bytes,task_count
019,fixed64-propose,ok,73284,81144,1.1072539708531193,0.0,0.7146339999999327,0.6815555999992284,1679464,1866448,0,11
048,fixed64-propose,ok,226990,222220,0.9789858584078593,0.0,0.8643760000004477,1.2391034000002037,706372,1121162,0,27
071,fixed64-propose,ok,21586,18919,0.876447697581766,0.0,1.2990743000000293,1.3920047000001432,586698,708144,0,12
080,fixed64-propose,ok,354762,292138,0.8234760205433502,0.0,1.051024299999881,2.3500793000002886,11575296,13553664,0,18
019,structural-switch,ok,24099,81144,3.3671106684924688,-67.11560504339282,0.5701511999996001,1.6792880999992121,51744,238728,0,4
048,structural-switch,ok,362034,222220,0.6138097526751631,59.49336975197146,3.438304100000096,5.967374699999709,3182926,3597716,0,692
071,structural-switch,ok,43499,18919,0.434929538610083,101.51487074955989,0.752704000000449,1.5791804000000411,1060008,1181454,0,112
080,structural-switch,ok,91774,292138,3.1832327238651468,-74.13082573669108,0.4606197000002794,2.2403369000003295,2666496,4644864,0,4
