problem,case_id,cores,variant,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate
P2,069,5,dag_join_release_order,ok,16403,0.6651184000002104,0.8502806999986205,806046,679992,0,
P3,069,5,dag_join_release_order,ok,15123,0.6651184000002104,0.8070635999993101,806046,679992,0,0.19964299896292356
