problem,case_id,cores,variant,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate
P2,044,4,pipeline_stages,ok,40927,0.695627200000672,1.3683650000002672,1110624,135168,0,
P3,044,4,pipeline_stages,ok,40927,0.695627200000672,1.13598809999894,1110624,135168,0,0.0
