problem,case_id,cores,variant,status,makespan_cycles,solver_wall_seconds,evaluation_wall_seconds,ddr_bytes,extra_ddr_bytes,spill_bytes,cache_hit_rate
P2,044,4,active_stages,ok,44234,0.4380230999995547,0.8179044999997132,1905856,930400,0,
P3,044,4,active_stages,ok,44185,0.4380230999995547,1.5596452999998291,1905856,930400,0,0.0015122166717640262
