case,cores,status,bounded_makespan_cycles,makespan_cycles,bounded_over_new,extra_ddr_bytes,ddr_bytes,spill_bytes,solver_wall_seconds,evaluation_wall_seconds
054,5,ok,518133,211904,2.4451308139534884,2515734,4122010,0,0.6072827920143027,2.7391223330050707
050,5,ok,108160,42597,2.539145949245252,521036,840412,0,0.18031683302251622,0.6048477090080269
